ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,playlist_names_clean,TRACKs,Auto ID,EP G-ID
If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-vol-2-epx22-blowsutra-censored-epstein-etcetera-soundtrack,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,CABARET,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",22,22,13528,100,1:18:17,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t500x500.png,L-114,2026-01-25 23:52,"BLOWsutra,BLOWsutra : CENSOR(ed),BURLESQUEsutra,DUBsutra,FOLKsutra,LOFIsutra,QUACKsutra where we sing FU","Side B [15] If We Had But(t) The Truth • BLOWsutra (Censored) Gipsy Psychedelia Accordion Cello Indie FOLK,Side A [08] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB,Side A [01] If We Had But(t) The Truth • BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Hop LOFI,Side A [06] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB,Side A [09] If We Had But(t) The Truth • BLOWsutra (Censored) Feel Di Riddim Ragga Mama DUB,Side B [16] If We Had But(t) The Truth • BLOWsutra (Censored) PsyPunk Rock Cabaret BURLESQUE",81,G-81
If We Had But(t) The Truth ☲ Easterican Profanities EPx5 ☲ QUACKsutra,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-easterican-profanities-epx5-quacksutra,BLOWsutra,BLUES,BLUES,5,5,1606,18,16:02,https://i1.sndcdn.com/artworks-YXoYMbXvm3ILHBz6-ixlblg-t500x500.png,L-114,2025-05-27 15:41,"BLOWsutra : APES (gone wrong),BLUESsutra,FOLKsutra,INDIEsutra,QUACKsutra where we sing FU","[03] If We Had But(t) The Truth (Not The Quack) (low) - Drum INDIEsutra,[04] If We Had But(t) The Truth (Not The Quack) - Blues FOLKsutra",82,G-82
Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,https://soundcloud.com/bananasutra/sets/ironic-moronic-eugenics-what-happens-when-knowsutra-blowsutra-make-a-baby,KNOWsutra,"BANJO,BLUES,DUB,FOLK,ROCK","BANJO,BLUES,DUB,FOLK,PSYCHEDELIC,PUNK,ROCK",8,8,1664,15,27:43,https://i1.sndcdn.com/artworks-N9z3Fy63NDAYopf0-Ffs1iA-t500x500.png,L-115,,"BLOWsutra,BLUESsutra",[04] Ironic Moronic Eugenics • BLOWsutra Psychedelic Banjo Psybass Bluegrass BLUES,83,G-83
It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,https://soundcloud.com/bananasutra/sets/its-an-ethical-paradox-an-oxymoron-maze-vol-2-epx15-knowsutra-bertrand-knows-gipsy-burlesque-jazz,KNOWsutra,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,DUB,GIPSY,JAZZ,LOFI,TRIP HOP",15,15,21251,271,54:51,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t500x500.png,L-116,,"JAZZsutra,KNOWsutra : BERTRAND (mon chéri),KNOWsutra where questions matter,LOFIsutra","""[05] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass Piano JAZZ"",""[14] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello LOFI"",""[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI"",""[07] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ"",""[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ"",""[01] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Bass JAZZ"",""[15] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello DUB"",""[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ"",""[03] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ""",84,G-84
It's War · My Friend ☳ QUACKsutra EPx15,https://soundcloud.com/bananasutra/sets/its-war-my-friend-quacksutra-epx15,BLOWsutra,"BLUES,DUB,FOLK,INDIE,LOFI,ROCK","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",15,15,3115,40,50:17,https://i1.sndcdn.com/artworks-yjDwmBzrh9rcYKwR-u7wlPw-t500x500.png,L-117,,"BLUESsutra,QUACKsutra : DUCK (shady),QUACKsutra : FOTUS Circus,QUACKsutra where we sing FU,ROCKsutra","""[10] It's War, My Friend • QUACKsutra Psychedelic BLUES"",""[11] It's War, My Friend • QUACKsutra Psychedelic Folk BLUES"",""[02] It's War, My Friend • QUACKsutra Tzigane Indie Fusion LOFI"",""[15] It's War, My Friend • QUACKsutra Psychedelic Punk ROCK""",85,G-85
Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),https://soundcloud.com/bananasutra/sets/jacques-brel-french-epx9-glowsutra-burlesque-indie-blues-gratitude-poetry,GLOWsutra,"BANJO,BLUES,BURLESQUE,INDIE","BANJO,BLUES,BURLESQUE,INDIE,PSYCHEDELIC",9,9,3199,28,38:47,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t500x500.png,L-118,2025-11-29 22:24,"BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,GLOWsutra where gratitude feeds,INDIEsutra","[01] Jacques Brel - French GLOWsutra Oh Boy Accordion Circus Waltz Chanson BURLESQUE,[07] Jacques Brel - French GLOWsutra Psychedelic Circus Cello Chanson INDIE",86,G-86
Jealousy (not for me) ♡ GROWsutra EPx22,https://soundcloud.com/bananasutra/sets/jealousy-not-for-me-growsutra-epx22,GROWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,HIP HOP,INDIE,JAZZ,LOFI,RAGGA",22,22,5321,43,1:02:36,https://i1.sndcdn.com/artworks-NrFEJYn5QiBNXnw5-RFTkHQ-t500x500.png,L-119,2025-06-26 10:26,"DUBsutra,FLOWsutra : FLY (like water),FLOWsutra where time is space,INDIEsutra","[11] Jealousy (not for me) - MAMA-B-C INDIE,[18] Jealousy (not for me) - Muse 1 DUB,[15] Jealousy (not for me) - WSWHFN DUB",87,G-87
Jolly Poo - EPx15 VOL. 01 - Banjo Blues BLOWsutra,https://soundcloud.com/bananasutra/sets/jolly-poo-epx15-vol-01-banjo-blues-blowsutra,BLOWsutra,"BANJO,BLUES","BANJO,BLUES,RAGGA",15,15,4255,24,49:08,https://i1.sndcdn.com/artworks-KLgAMRClt5uPFoax-dDF6zQ-t500x500.png,L-120,,"BLOWsutra,BLOWsutra : EGO (gone loco),DUBsutra","[05] Jolly Poo - No one knows how dark you are - FOLKsutra,[12] Jolly Poo - Beware of Dog who won’t Bark - DUBsutra,[11] Jolly Poo - Coward Dawgs Gossip but(t) only in your back  - DUBsutra",88,G-88
Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,https://soundcloud.com/bananasutra/sets/joseph-campbells-truth-metaphors-knowsutra-epx12,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,LOFI,MANTRA","BLUES,BURLESQUE,DUB,INDIE,LOFI,MANTRA",12,12,2253,22,41:38,https://i1.sndcdn.com/artworks-jy4Ny3sg2PSbdteq-7zc7yg-t500x500.jpg,L-160,,"KNOWsutra : (naked) TRUTH,LOFIsutra,MANTRAsutra",[02] Joseph Campbell - Hold the Sacred - KNOWsutra Chillhop Piano Psy-LOFI,89,G-89
Just Be EP X7 | Vocal Honey Audio Ideals,https://soundcloud.com/bananasutra/sets/just-be-vocal-jazz-honey-x7,FLOWsutra,"BLUES,DUB,JAZZ,LOFI","BLUES,DUB,JAZZ,LOFI",7,7,5669,46,23:21,https://i1.sndcdn.com/artworks-IDfjsYaZOumrtQ1L-jseSkw-t500x500.png,L-121,,"BANJOsutra,BURLESQUEsutra,DUBsutra,FLOWsutra : FLY (like water),FLOWsutra where time is space,FOLKsutra,INDIEsutra,MANTRAsutra","Just Waltz(be) • Jazzy Grinding Waltz • sutraFLOW (v5),Just Grind(ha) • Harmonica Blues Lo-fi • sutraFLOW,Just Gasp(be) • Jazzy DUB Poetry • sutraFLOW (v1)",90,G-90
Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,https://soundcloud.com/bananasutra/sets/kids-are-asking-knowsutra-butt-why-epx3,KNOWsutra,"DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","ACOUSTIC,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,TRIP HOP",3,3,1078,2,9:14,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t500x500.png,L-124,,"KNOWsutra where questions matter,LOFIsutra",[02] Kids Are Asking - KNOWsutra But(t) Why Acoustic Trip Hop LoFi JAZZ,91,G-91
Kindness - Psychedelic INDIEsutra,https://soundcloud.com/bananasutra/sets/kindness-psychedelic-indiesutra,KNOWsutra,INDIE,PSYCHEDELIC,2,2,306,3,4:22,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t500x500.jpg,L-126,,,,92,G-92
Kindness Matters - Human Life Soundtrack EP,https://soundcloud.com/bananasutra/sets/kindness-matters-human-life-soundtrackl,KNOWsutra,INDIE,INDIE,5,5,1454,10,18:08,https://i1.sndcdn.com/artworks-qsLSixra831RrldW-lEhsdw-t500x500.jpg,L-126,,"GROWsutra : KIND(ness),KNOWsutra where questions matter",Kindness - JAZZsutra,93,G-93
Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,https://soundcloud.com/bananasutra/sets/kiss-a-pulse-glowsutra-epx16,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,SOUL",16,16,14998,176,45:33,https://i1.sndcdn.com/artworks-FsS9zAJyonxRU7Rm-RHZvfQ-t500x500.png,L-129,,"BLUESsutra,BURLESQUEsutra,DUBsutra,GLOWsutra where gratitude feeds,JAZZsutra,LOFIsutra","[08] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Psychedelic Folk Bridges the DUB,[15] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Psychedelic Destiny Banjo Soul BLUES,[14] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Psychedelic Indie Cello Cabaret BURLESQUE,[04] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Indie Gipsy Fusion LOFI,[16] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Psychedelic Destiny Banjo Soul BLUES,[09] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Psychedelic Folk Bridges the DUB,[06] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Psychedelic Folk Bridges the DUB,[07] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Psychedelic Folk Bridges the DUB,[03] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Indie Gipsy Fusion LOFI,[01] Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) Ethically Gipsy JAZZ",94,G-94
L'Accordéon de l'Ignorance EP X9,https://soundcloud.com/bananasutra/sets/laccordeon-de-lignorance-ep-x9,BLOWsutra,BURLESQUE,BURLESQUE,9,9,1734,14,26:40,https://i1.sndcdn.com/artworks-otyCSuVjsJ2YL8G1-qQb1mw-t500x500.png,L-124,2024-12-11 21:31,,,95,G-95
L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,GROWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,FLAMENCO,INDIE,JAZZ",17,17,11576,114,50:14,https://i1.sndcdn.com/artworks-CtDeRlGcQzG1ofC3-5Y1m0w-t500x500.png,L-131,2025-09-29 21:24,"BURLESQUEsutra,DUBsutra,FRENCHsutra oui oui · sacrebleu,GROWsutra where we be brave,INDIEsutra,LOFIsutra,OUI OUI : Pardon (my French)","[14] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion POP BURLESQUE 3 INDIE,[03] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion CelLOFI INDIE,[09] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Hypnotic Tango Jazz INDIE,[13] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,[02] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace CelLOFI,[05] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Tzigane Fusion INDIE,[11] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace La Poesita Flamenco INDIE DUB,[12] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,[01] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace CelLOFI,[15] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion POP BURLESQUE INDIE",96,G-96
La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,https://soundcloud.com/bananasutra/sets/la-force-douce-epx7-french-growsutra-world-peace-duende-lofi-indie-fusion,GROWsutra,"INDIE,LOFI","FLAMENCO,GIPSY,INDIE,LOFI,SOUL",7,7,5259,38,23:54,https://i1.sndcdn.com/artworks-oqgzYZ3lzrGih5hj-WJ2hFQ-t500x500.png,L-132,,"FRENCHsutra oui oui · sacrebleu,GROWsutra : KIND(ness),GROWsutra where we be brave,INDIEsutra,LOFIsutra,OUI OUI : Pardon (my French)","[02] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[03] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[01] La Force Douce ✪ French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[06] La Force Douce - French GROWsutra Tzigane Peace Soul Fusion LoFi INDIE",97,G-97
La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/la-poesia-importa-epx7-vol01-bananasutra-en-espanol,GLOWsutra,LOFI,"FADO,LOFI",7,7,2501,26,22:29,https://i1.sndcdn.com/artworks-DQAHMhBcDTcoVFfl-BTKWAA-t500x500.png,L-133,2025-05-27 13:16,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,JAZZsutra,WORLDsutra : SPAN(k)ish","[06] La Poesia Importa 2 (low) - Psy JAZZsutra,[03] La Poesia Importa - Oh Lordy DUBsutra",98,G-98
Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,https://soundcloud.com/bananasutra/sets/le-bal-des-salauds-french-blowsutra-indie-gipsy-burlesque-epx9,BLOWsutra,"BURLESQUE,FOLK,INDIE,LOFI,MANTRA","BURLESQUE,FOLK,GIPSY,INDIE,LOFI,MANTRA",9,9,8495,88,35:32,https://i1.sndcdn.com/artworks-y8HtxewGKAQtoPJZ-3ZbprQ-t500x500.png,L-134,,"BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,OUI OUI : Pardon (my French)","[07] Le Bal Des Salauds • French BLOWsutra Gipsy Accordion' Indie Folk BURLESQUE,[08] Le Bal Des Salauds • French BLOWsutra Tzigane World Indie LOFI,[03] Le Bal Des Salauds • French BLOWsutra PBGal Chanson BURLESQUE,[04] Le Bal Des Salauds • French BLOWsutra Oh Boy Accordion Circus BURLESQUE,[02] Le Bal Des Salauds • French BLOWsutra Gipsy LoFi Chanson INDIE,[01] Le Bal Des Salauds • French BLOWsutra Oh My Oh Why Cello Circus INDIE",99,G-99
Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,BLOWsutra,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,CABARET,DUB,JAZZ,LOFI,PUNK,SOUL",17,17,5877,80,46:58,https://i1.sndcdn.com/artworks-Jz9sGDEqD1gTTB5H-sILJIA-t500x500.jpg,L-137,,"BLOWsutra,BURLESQUEsutra,DUBsutra,FRENCHsutra oui oui · sacrebleu,INDIEsutra,JAZZsutra,KNOWsutra where questions matter,LOFIsutra,OUI OUI : Pardon (my French)","Le Poids de l'Ego v1 • sutraFRENCH • Burlesque Ego Dub Cabaret,""Le système, ça voulait dire… v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Manu, Le P'tit Menteur v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Manu, Le P'tit Menteur v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Le système, ça voulait dire… v3 • sutraFRENCH • Burlesque Ego JAZZZ Masquerade"",Le P'tit Jupiter • sutraFRENCH • indieJAZZZ Piano LOFI Soul :)",100,G-100
Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,https://soundcloud.com/bananasutra/sets/lets-do-it-lets-fall-in-love-ep-public-domain-lyrics-jazzsutra,FLOWsutra,JAZZ,"JAZZ,PSYCHEDELIC",4,4,1026,15,13:04,https://i1.sndcdn.com/artworks-eBfjOLCOGCrYzDzL-qn290w-t500x500.jpg,L-140,2025-01-19 23:44,"FLOWsutra : WET (my friend),FLOWsutra where time is space,JAZZsutra","Let’s Do It • Public Domain Lyrics • JAZZsutra 1,Let’s Do It • Public Domain Lyrics • JAZZsutra 2,Let’s Do It • Public Domain Lyrics • JAZZsutra 3",101,G-101
Linguistic Weaponry EPx4 (Vol 2) DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx4-vol-2-dubsutra,KNOWsutra,DUB,"DUB,HIP HOP",1,1,163,1,3:19,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,L-147,,,,102,G-102
Linguistic Weaponry EPx7 Burlesque DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx7-burlesque-dubsutra,SHOWsutra,"BURLESQUE,DUB","BURLESQUE,DUB,GIPSY",3,3,611,5,8:25,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,L-147,,,,103,G-103
MAHA (Make America Humane Again) ☆ VOL.2 EPx6 ☆ BLOWsutra (MAxA Series) Psychedelic Trip Hop,https://soundcloud.com/bananasutra/sets/maha-make-america-humane-again-vol2-epx6-blowsutra-psy-trip-hop,BLOWsutra,"BLUES,DUB,LOFI","BLUES,DUB,GIPSY,LOFI,PSYCHEDELIC,TRIP HOP",6,6,8593,56,16:57,https://i1.sndcdn.com/artworks-JGT1OnfOXKJX40oI-WLwAYA-t500x500.png,L-149,2026-02-11 23:37,"BLOWsutra,DUBsutra,LOFIsutra","[01] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy Trip Hop Blues LOFI,[02] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy Trip Hop Lofi DUB,[06] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy Bass Trip Drum Hop Blues LOFI,[04] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy LoFi Trip Hip Blop LOFI",104,G-104
MAKA MAKA EPx7 ⭐︎ MAxA Series · Vol. 4,https://soundcloud.com/bananasutra/sets/maka-maka-epx7-maxa-series-vol-4,BLOWsutra,FOLK,"COUNTRY,FOLK",7,7,2097,14,18:59,https://i1.sndcdn.com/artworks-9mKo23b9tXJzWs5t-yMjheA-t500x500.png,L-150,,"BANJOsutra,BLOWsutra : MAxA Series,QUACKsutra where we sing FU",[4] MAKA MAKA - Oh Hey Folk BANJOsutra,105,G-105
Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,BLOWsutra,"DUB,FOLK,INDIE,LOFI","DUB,FOLK,GIPSY,INDIE,LOFI,RAGGA",25,25,8362,87,1:19:51,https://i1.sndcdn.com/artworks-EtyWMtEaw4pyLtcc-MBCl2Q-t500x500.png,L-151,,"BLOWsutra,BLOWsutra : MAxA Series,DUBsutra,FOTUS CIRCUS Playlist An American Freaks Show,QUACKsutra where we sing FU","B [07] Make America Gulag Again • Tzigane Fusion DUB,B [09] Make America Gulag Again • Tzigane Fusion DUB,A [15] Make America Gulag Again • Di Riddim Ragga DUB,A [14] Make America Gulag Again • Di Riddim Ragga DUB,A [08] Make America Gulag Again • Muse DUB,A [06] Make America Gulag Again • Bruh Ragga DUB,A [12] Make America Gulag Again • Ragga Lala DUB",106,G-106
Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),https://soundcloud.com/bananasutra/sets/make-your-own-bible-ep-x6-vol-1-a-jazzy-burlesque-folk-trip-hop-lofi-venture-oui-oui,GROWsutra,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,FOLK,JAZZ,LOFI,TRIP HOP",6,6,1214,4,18:34,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t500x500.png,L-152,,"GROWsutra : GOD (etc),LOFIsutra,Questions for the (kind) POPE in the Sky",[2] Make your Own Bible - pbgal Burlesque LOFI,107,G-107
Male Fantasies - bananasutra EPx2 Vol. 03,https://soundcloud.com/bananasutra/sets/male-fantasies-bananasutra-epx2-vol-03,KNOWsutra,INDIE,INDIE,2,2,1650,12,7:19,https://i1.sndcdn.com/artworks-xSBf70BkIjbkDGPA-9368AQ-t500x500.png,L-154,,"BLOWsutra,BLOWsutra : EGO (gone loco)",[01] Male Fantasies • Minimal Vocal JAZZsutra,108,G-108
Male Fantasies • CheekySUTRA EPx6 VOL. 02,https://soundcloud.com/bananasutra/sets/male-fantasies-cheekysutra-epx6-vol-02,SHOWsutra,INDIE,INDIE,6,6,999,6,20:32,https://i1.sndcdn.com/artworks-VQwphayyp6Az5g1b-6E63wg-t500x500.png,L-148,,,,109,G-109
MAMA-B-C (Make America Mine Achtung Encore) • BLOWsutra MAxA Series EPx3,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx3,BLOWsutra,"BANJO,DUB,INDIE,MANTRA","ACOUSTIC,BANJO,COUNTRY,DUB,INDIE,MANTRA,TRIP HOP",3,3,610,7,11:37,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,L-150,,,,110,G-110
MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx8,BLOWsutra,"BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",5,8,6992,43,20:16,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,L-156,,"BLOWsutra,BLOWsutra : MAxA Series,BLUESsutra,INDIEsutra,LOFIsutra","Side A [03] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Cello Melancholia Burlesque INDIE,Side B [03] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Trip Hop Smooth LOFI,Side A [01] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Back-to-Basics Folk Indie Cello BLUES,Side A [02] MAMA-B-C (Make America Mine Achtung) • BLOWsutra psychedelic kindness is depth (high) Banjo Folk BLUES",111,G-111
MASA (Make America Safe Again) ✮ EPX12 ✮ QUACKsutra Psychedelic BANJO,https://soundcloud.com/bananasutra/sets/masa-make-america-safe-again-epx12-quacksutra-psychedelic-banjo,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,PSYCHEDELIC,ROCK",12,12,5417,37,38:28,https://i1.sndcdn.com/artworks-zGBEcizIyyXPbSgu-fuTgSg-t500x500.png,L-158,2025-11-12 10:23,"BANJOsutra,BLOWsutra : MAxA Series,QUACKsutra where we sing FU","[10] MASA (Make America Safe Again) • QUACKsutra Psychedelic Booya Country BANJO,[06] MASA (Make America Safe Again) • QUACKsutra Psychedelic BANJO BLUES,[07] MASA (Make America Safe Again) • QUACKsutra Psychedelic BANJO BLUES,[01] MASA (Make America Safe Again) • QUACKsutra Psychedelic DUB BANJO",112,G-112
Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,https://soundcloud.com/bananasutra/sets/mass-media-freakshow-epx13-vol02-terrence-mckenna-knows-burlesque-or-snooze,BLOWsutra,"BURLESQUE,FOLK,JAZZ","BURLESQUE,FOLK,JAZZ",13,13,3268,19,44:35,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t500x500.png,L-157,2025-04-15 20:39,"BLOWsutra : APES (gone wrong),BURLESQUEsutra,FOLKsutra","[05] Mass Media Freakshow - chanson encore oh boy BURLESQUE,[13] Mass Media Freakshow - McKenna's Folk,[01] Mass Media Freakshow • udio PSYcircus BURLESQUE",113,G-113
MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,https://soundcloud.com/bananasutra/sets/mawa-mawa-epx2-maxa-series-vol-2,GROWsutra,LOFI,LOFI,2,2,455,3,7:03,https://i1.sndcdn.com/artworks-ohldLp0ezWMHuexZ-Z1TUbg-t500x500.png,L-150,,BURLESQUEsutra,MAWA MAWA • Make America Woke Again • Accordion Cello Lament BURLESQUEsutra,114,G-114
MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,https://soundcloud.com/bananasutra/sets/maxa-series,BLOWsutra,"BANJO,BURLESQUE","BANJO,BURLESQUE",12,20,4827,49,39:53,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t500x500.png,L-149,2025-02-22 18:37,"BANJOsutra,BLOWsutra,BLOWsutra : MAxA Series,BURLESQUEsutra,FOLKsutra,INDIEsutra,JAZZsutra,QUACKsutra where we sing FU","[4] MAHA • Make America Humane Again • Accordion CAT BURLESQUEsutra,[5] MAHA • Make America Humane Again • Authentic Banjo FOLKsutra,[1] MAHA • Make America Humane Again • Psy Waltz BURLESQUEsutra,[3] MAHA • Make America Humane Again • Bass IBYN BURLESQUE JAZZsutra,[7] MAHA • Make America Humane Again • Booya BANJOsutra",115,G-115
