gap_type,priority_score,target_playlist_name,target_playlist_url,target_playlist_type,songbook_id,target_genre,target_sutra,track_id,track_title,sc_url,ep_title,ep_url,play_count,like_count,engagement_rate,sutra,primary_genre,secondary_genre,current_playlist_count,current_playlists,match_reason
genre_all,1180,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,2084862300,"[02] Okey Dokey, No It's Not • Indie LOFIsutra",https://soundcloud.com/bananasutra/02-okey-dokey-no-its-not-indie-lofisutra-2,Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,1180,4,0.338983,BLOWsutra,LOFI,JAZZ,2,"BLOWsutra, LOFIsutra",track genres include JAZZ but missing from genre (all) playlist
genre_best_of,1180,LOFIsutra (Best Of),https://soundcloud.com/bananasutra/sets/lofisutra-best-of,genre (best of),G-00-LOFI,LOFI,,2084862300,"[02] Okey Dokey, No It's Not • Indie LOFIsutra",https://soundcloud.com/bananasutra/02-okey-dokey-no-its-not-indie-lofisutra-2,Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,1180,4,0.338983,BLOWsutra,LOFI,JAZZ,2,"BLOWsutra, LOFIsutra",primary genre LOFI + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,1180,BLOWsutra : APES (gone wrong),https://soundcloud.com/bananasutra/sets/blowsutra-apes-gone-wrong,sutra,G-02-APES,,BLOWsutra,2084862300,"[02] Okey Dokey, No It's Not • Indie LOFIsutra",https://soundcloud.com/bananasutra/02-okey-dokey-no-its-not-indie-lofisutra-2,Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,1180,4,0.338983,BLOWsutra,LOFI,JAZZ,2,"BLOWsutra, LOFIsutra",ep_sibling: 2 track(s) from same EP already in songbook
genre_all,1162,LOFIsutra,https://soundcloud.com/bananasutra/sets/lofisutra,genre (all),,LOFI,,2118416412,[02] El Papito Leo es No MAGA Show - Muse DUB,https://soundcloud.com/bananasutra/02-el-papito-leo-es-no-maga-show-muse-dub-2,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/el-papito-leo-es-no-maga-show-knowsutra-epx6,1162,8,0.688468,GROWsutra,DUB,LOFI,2,"DUBsutra, DUBsutra (Best Of)",track genres include LOFI but missing from genre (all) playlist
sutra_all,1162,GROWsutra where we be brave,https://soundcloud.com/bananasutra/sets/sutragrow,sutra (all),,,GROWsutra,2118416412,[02] El Papito Leo es No MAGA Show - Muse DUB,https://soundcloud.com/bananasutra/02-el-papito-leo-es-no-maga-show-muse-dub-2,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/el-papito-leo-es-no-maga-show-knowsutra-epx6,1162,8,0.688468,GROWsutra,DUB,LOFI,2,"DUBsutra, DUBsutra (Best Of)",track sutra=GROWsutra but missing from sutra (all) playlist
sutra_songbook,1162,GROWsutra : GOD (etc),https://soundcloud.com/bananasutra/sets/growsutra-god-etc,sutra,G-04-GOD,,GROWsutra,2118416412,[02] El Papito Leo es No MAGA Show - Muse DUB,https://soundcloud.com/bananasutra/02-el-papito-leo-es-no-maga-show-muse-dub-2,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/el-papito-leo-es-no-maga-show-knowsutra-epx6,1162,8,0.688468,GROWsutra,DUB,LOFI,2,"DUBsutra, DUBsutra (Best Of)",ep_sibling: 2 track(s) from same EP already in songbook
genre_all,1161,BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/burlesquesutra,genre (all),,BURLESQUE,,2216245640,[01] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE,https://soundcloud.com/bananasutra/01-what-its-about-vol-02-blowsutra-revolution-ring-piano-jazz-burlesque-1,What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,1161,19,1.636520,KNOWsutra,BURLESQUE,JAZZ,3,"BLOWsutra, BURLESQUEsutra (Best Of), KNOWsutra : PEACE (not War)",track genres include BURLESQUE but missing from genre (all) playlist
genre_all,1161,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,2216245640,[01] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE,https://soundcloud.com/bananasutra/01-what-its-about-vol-02-blowsutra-revolution-ring-piano-jazz-burlesque-1,What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,1161,19,1.636520,KNOWsutra,BURLESQUE,JAZZ,3,"BLOWsutra, BURLESQUEsutra (Best Of), KNOWsutra : PEACE (not War)",track genres include JAZZ but missing from genre (all) playlist
sutra_all,1161,KNOWsutra where questions matter,https://soundcloud.com/bananasutra/sets/sutraknow,sutra (all),,,KNOWsutra,2216245640,[01] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE,https://soundcloud.com/bananasutra/01-what-its-about-vol-02-blowsutra-revolution-ring-piano-jazz-burlesque-1,What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,1161,19,1.636520,KNOWsutra,BURLESQUE,JAZZ,3,"BLOWsutra, BURLESQUEsutra (Best Of), KNOWsutra : PEACE (not War)",track sutra=KNOWsutra but missing from sutra (all) playlist
sutra_songbook,1161,BLOWsutra : REVOLT (now),https://soundcloud.com/bananasutra/sets/blowsutra-revolt-now,sutra,G-02-REVO,,BLOWsutra,2216245640,[01] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE,https://soundcloud.com/bananasutra/01-what-its-about-vol-02-blowsutra-revolution-ring-piano-jazz-burlesque-1,What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,1161,19,1.636520,KNOWsutra,BURLESQUE,JAZZ,3,"BLOWsutra, BURLESQUEsutra (Best Of), KNOWsutra : PEACE (not War)",theme: revolution ring
genre_all,1152,FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,genre (all),,FOLK,,2104091958,[01] Poetry Duende - DUBsutra,https://soundcloud.com/bananasutra/01-poetry-duende-dubsutra-1,Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-matters-epx3-vol05-dubsutra,1152,15,1.302083,GLOWsutra,DUB,FOLK,4,"DUBsutra, DUBsutra (Best Of), GLOWsutra : POET(ry), GLOWsutra where gratitude feeds",track genres include FOLK but missing from genre (all) playlist
genre_best_of,1146,BURLESQUEsutra (Best Of),https://soundcloud.com/bananasutra/sets/burlesquesutra-best-of,genre (best of),G-00-BURL,BURLESQUE,,2202148459,[11] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Accordion Circus Waltz BURLESQUE,https://soundcloud.com/bananasutra/11-gladys-in-sonderland-showsutra-psychedelic-gipsy-accordion-circus-waltz-burlesque-11,Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,1146,11,0.959860,SHOWsutra,BURLESQUE,"CIRCUS,WALTZ",3,"BURLESQUEsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play",primary genre BURLESQUE + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,1146,QUACKsutra : FOTUS Circus,https://soundcloud.com/bananasutra/sets/quacksutra-fotus-circus,sutra,G-02-CIRC,,QUACKsutra,2202148459,[11] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Accordion Circus Waltz BURLESQUE,https://soundcloud.com/bananasutra/11-gladys-in-sonderland-showsutra-psychedelic-gipsy-accordion-circus-waltz-burlesque-11,Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,1146,11,0.959860,SHOWsutra,BURLESQUE,"CIRCUS,WALTZ",3,"BURLESQUEsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play",theme: circus
genre_all,1145,FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,genre (all),,FOLK,,2240112746,"[11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES",https://soundcloud.com/bananasutra/11-two-things-darling-knowsutra-bertrand-knows-psychedelic-destiny-banjo-blues-11,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,1145,11,0.960699,QUACKsutra,BLUES,FOLK,3,"BLUESsutra, BLUESsutra (Best Of), KNOWsutra where questions matter",track genres include FOLK but missing from genre (all) playlist
sutra_all,1145,QUACKsutra where we sing FU,https://soundcloud.com/bananasutra/sets/ducksutra-where-we-sing-fu,sutra (all),,,QUACKsutra,2240112746,"[11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES",https://soundcloud.com/bananasutra/11-two-things-darling-knowsutra-bertrand-knows-psychedelic-destiny-banjo-blues-11,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,1145,11,0.960699,QUACKsutra,BLUES,FOLK,3,"BLUESsutra, BLUESsutra (Best Of), KNOWsutra where questions matter",track sutra=QUACKsutra but missing from sutra (all) playlist
sutra_songbook,1145,KNOWsutra : BERTRAND (mon chéri),https://soundcloud.com/bananasutra/sets/knowsutra-bertrand-mon-cheri,sutra,G-01-BERT,,KNOWsutra,2240112746,"[11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES",https://soundcloud.com/bananasutra/11-two-things-darling-knowsutra-bertrand-knows-psychedelic-destiny-banjo-blues-11,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,1145,11,0.960699,QUACKsutra,BLUES,FOLK,3,"BLUESsutra, BLUESsutra (Best Of), KNOWsutra where questions matter","theme: bertrand, two things darling; ep_sibling: 1 track(s) from same EP already in songbook"
genre_all,1139,BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/burlesquesutra,genre (all),,BURLESQUE,,2340846608,[09] Please Pardon My French • SHOWsutra (Be The Fool) Ethically Gipsy Accordion Piano Burlesque JAZZ,https://soundcloud.com/bananasutra/09-please-pardon-my-french-showsutra-be-the-fool-ethically-gipsy-accordion-piano-burlesque-jazz-9,Please Pardon My French • SHOWsutra (Be The Fool) Vaudeville EPx12,https://soundcloud.com/bananasutra/sets/please-pardon-my-french-showsutra-ep12,1139,11,0.965759,SHOWsutra,JAZZ,BURLESQUE,2,"JAZZsutra, SHOWsutra where bananas play",track genres include BURLESQUE but missing from genre (all) playlist
genre_best_of,1139,JAZZsutra (Best Of),https://soundcloud.com/bananasutra/sets/jazzsutra-best-of,genre (best of),G-00-JAZZ,JAZZ,,2340846608,[09] Please Pardon My French • SHOWsutra (Be The Fool) Ethically Gipsy Accordion Piano Burlesque JAZZ,https://soundcloud.com/bananasutra/09-please-pardon-my-french-showsutra-be-the-fool-ethically-gipsy-accordion-piano-burlesque-jazz-9,Please Pardon My French • SHOWsutra (Be The Fool) Vaudeville EPx12,https://soundcloud.com/bananasutra/sets/please-pardon-my-french-showsutra-ep12,1139,11,0.965759,SHOWsutra,JAZZ,BURLESQUE,2,"JAZZsutra, SHOWsutra where bananas play",primary genre JAZZ + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,1139,OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,sutra,G-lang-FR,,,2340846608,[09] Please Pardon My French • SHOWsutra (Be The Fool) Ethically Gipsy Accordion Piano Burlesque JAZZ,https://soundcloud.com/bananasutra/09-please-pardon-my-french-showsutra-be-the-fool-ethically-gipsy-accordion-piano-burlesque-jazz-9,Please Pardon My French • SHOWsutra (Be The Fool) Vaudeville EPx12,https://soundcloud.com/bananasutra/sets/please-pardon-my-french-showsutra-ep12,1139,11,0.965759,SHOWsutra,JAZZ,BURLESQUE,2,"JAZZsutra, SHOWsutra where bananas play","theme: french, pardon my french, pardon"
genre_all,1126,ROCKsutra,https://soundcloud.com/bananasutra/sets/rocksutra,genre (all),,ROCK,,2102172075,[02] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,https://soundcloud.com/bananasutra/02-sideration-blues-revolution-a-song-of-wrong-bluessutra-2,Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,1126,7,0.621670,BLOWsutra,BLUES,ROCK,3,"BLUESsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU",track genres include ROCK but missing from genre (all) playlist
genre_best_of,1126,BLUESsutra (Best Of),https://soundcloud.com/bananasutra/sets/bluessutra-best-of,genre (best of),G-00-BLUES,BLUES,,2102172075,[02] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,https://soundcloud.com/bananasutra/02-sideration-blues-revolution-a-song-of-wrong-bluessutra-2,Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,1126,7,0.621670,BLOWsutra,BLUES,ROCK,3,"BLUESsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU",primary genre BLUES + play≥300/like≥5 but missing from Best Of playlist
sutra_all,1126,BLOWsutra,https://soundcloud.com/bananasutra/sets/sutrablow,sutra (all),,,BLOWsutra,2102172075,[02] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,https://soundcloud.com/bananasutra/02-sideration-blues-revolution-a-song-of-wrong-bluessutra-2,Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,1126,7,0.621670,BLOWsutra,BLUES,ROCK,3,"BLUESsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU",track sutra=BLOWsutra but missing from sutra (all) playlist
sutra_songbook,1126,BLOWsutra : APES (gone wrong),https://soundcloud.com/bananasutra/sets/blowsutra-apes-gone-wrong,sutra,G-02-APES,,BLOWsutra,2102172075,[02] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,https://soundcloud.com/bananasutra/02-sideration-blues-revolution-a-song-of-wrong-bluessutra-2,Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,1126,7,0.621670,BLOWsutra,BLUES,ROCK,3,"BLUESsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU",theme: wrong
genre_best_of,1124,LOFIsutra (Best Of),https://soundcloud.com/bananasutra/sets/lofisutra-best-of,genre (best of),G-00-LOFI,LOFI,,2195089719,Side B [02] CREEPYPASTA • SHOWsutra Trip Storyteller LOFI,https://soundcloud.com/bananasutra/side-b-02-creepypasta-showsutra-trip-storyteller-lofi-15,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,https://soundcloud.com/bananasutra/sets/creepypasta-what-the-hella-showsutra-epx23-side-ab,1124,7,0.622776,SHOWsutra,LOFI,HIP HOP,2,"LOFIsutra, SHOWsutra where bananas play",primary genre LOFI + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,1124,SHOWsutra : B.J. (is for Banana Jesters),https://soundcloud.com/bananasutra/sets/showsutra-b-j-is-for-banana,sutra,G-03-BJ,,SHOWsutra,2195089719,Side B [02] CREEPYPASTA • SHOWsutra Trip Storyteller LOFI,https://soundcloud.com/bananasutra/side-b-02-creepypasta-showsutra-trip-storyteller-lofi-15,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,https://soundcloud.com/bananasutra/sets/creepypasta-what-the-hella-showsutra-epx23-side-ab,1124,7,0.622776,SHOWsutra,LOFI,HIP HOP,2,"LOFIsutra, SHOWsutra where bananas play",ep_sibling: 1 track(s) from same EP already in songbook
sutra_songbook,1124,SHOWsutra : FANANA Club,https://soundcloud.com/bananasutra/sets/showsutra-fanana-club,sutra,G-03-FANA,,SHOWsutra,2195089719,Side B [02] CREEPYPASTA • SHOWsutra Trip Storyteller LOFI,https://soundcloud.com/bananasutra/side-b-02-creepypasta-showsutra-trip-storyteller-lofi-15,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,https://soundcloud.com/bananasutra/sets/creepypasta-what-the-hella-showsutra-epx23-side-ab,1124,7,0.622776,SHOWsutra,LOFI,HIP HOP,2,"LOFIsutra, SHOWsutra where bananas play",ep_sibling: 1 track(s) from same EP already in songbook
genre_all,1120,INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,genre (all),,INDIE,,2220926075,"Side A [07] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Psychedelic Chanson Piano JAZZ",https://soundcloud.com/bananasutra/side-a-07-no-fear-my-dear-blowsutra-revolt-now-dubby-bluesy-psychedelic-chanson-piano-jazz-7,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,1120,9,0.803571,BLOWsutra,JAZZ,INDIE,2,"BLOWsutra, JAZZsutra",track genres include INDIE but missing from genre (all) playlist
genre_best_of,1120,JAZZsutra (Best Of),https://soundcloud.com/bananasutra/sets/jazzsutra-best-of,genre (best of),G-00-JAZZ,JAZZ,,2220926075,"Side A [07] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Psychedelic Chanson Piano JAZZ",https://soundcloud.com/bananasutra/side-a-07-no-fear-my-dear-blowsutra-revolt-now-dubby-bluesy-psychedelic-chanson-piano-jazz-7,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,1120,9,0.803571,BLOWsutra,JAZZ,INDIE,2,"BLOWsutra, JAZZsutra",primary genre JAZZ + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,1120,BLOWsutra : REVOLT (now),https://soundcloud.com/bananasutra/sets/blowsutra-revolt-now,sutra,G-02-REVO,,BLOWsutra,2220926075,"Side A [07] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Psychedelic Chanson Piano JAZZ",https://soundcloud.com/bananasutra/side-a-07-no-fear-my-dear-blowsutra-revolt-now-dubby-bluesy-psychedelic-chanson-piano-jazz-7,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,1120,9,0.803571,BLOWsutra,JAZZ,INDIE,2,"BLOWsutra, JAZZsutra","theme: revolt now, revolution ring, no fear my dear; ep_sibling: 1 track(s) from same EP already in songbook"
genre_all,1112,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,2205955087,[08] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet BURLESQUE,https://soundcloud.com/bananasutra/08-aint-doing-bad-doing-public-domain-lyrics-fun-flowsutra-wet-burlesque-8,Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Vol. 02 EPx10 ⭐︎ FLOWsutra Wet JAZZ,https://soundcloud.com/bananasutra/sets/aint-doing-bad-doing-nothing-public-domain-vol-02-epx10-flowsutra-wet-jazz,1112,11,0.989209,FLOWsutra,BURLESQUE,JAZZ,3,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FLOWsutra where time is space",track genres include JAZZ but missing from genre (all) playlist
sutra_songbook,1112,BOWsutra : DEATH (is nothing),https://soundcloud.com/bananasutra/sets/bowsutra-death-is-nothing,sutra,G-07-DEAT,,BOWsutra,2205955087,[08] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet BURLESQUE,https://soundcloud.com/bananasutra/08-aint-doing-bad-doing-public-domain-lyrics-fun-flowsutra-wet-burlesque-8,Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Vol. 02 EPx10 ⭐︎ FLOWsutra Wet JAZZ,https://soundcloud.com/bananasutra/sets/aint-doing-bad-doing-nothing-public-domain-vol-02-epx10-flowsutra-wet-jazz,1112,11,0.989209,FLOWsutra,BURLESQUE,JAZZ,3,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FLOWsutra where time is space",theme: nothing
genre_all,1103,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,2194994967,Side B [10] READ ME HARDER (BB for Banned Books) - SHOWsutra She Wanna Know Jazzy LoFi Indie DUB,https://soundcloud.com/bananasutra/side-b-10-read-me-harder-bb-for-banned-books-showsutra-she-wanna-know-jazzy-lofi-indie-dub-19,Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,1103,11,0.997280,BLOWsutra,JAZZ,DUB,3,"DUBsutra, JAZZsutra (Best Of), SHOWsutra where bananas play",track genres include JAZZ but missing from genre (all) playlist
sutra_all,1103,BLOWsutra,https://soundcloud.com/bananasutra/sets/sutrablow,sutra (all),,,BLOWsutra,2194994967,Side B [10] READ ME HARDER (BB for Banned Books) - SHOWsutra She Wanna Know Jazzy LoFi Indie DUB,https://soundcloud.com/bananasutra/side-b-10-read-me-harder-bb-for-banned-books-showsutra-she-wanna-know-jazzy-lofi-indie-dub-19,Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,1103,11,0.997280,BLOWsutra,JAZZ,DUB,3,"DUBsutra, JAZZsutra (Best Of), SHOWsutra where bananas play",track sutra=BLOWsutra but missing from sutra (all) playlist
sutra_songbook,1103,BLOWsutra : CENSOR(ed),https://soundcloud.com/bananasutra/sets/blowsutra-censor-ed,sutra,G-02-CENS,,BLOWsutra,2194994967,Side B [10] READ ME HARDER (BB for Banned Books) - SHOWsutra She Wanna Know Jazzy LoFi Indie DUB,https://soundcloud.com/bananasutra/side-b-10-read-me-harder-bb-for-banned-books-showsutra-she-wanna-know-jazzy-lofi-indie-dub-19,Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,1103,11,0.997280,BLOWsutra,JAZZ,DUB,3,"DUBsutra, JAZZsutra (Best Of), SHOWsutra where bananas play",ep_sibling: 3 track(s) from same EP already in songbook
genre_best_of,1084,LOFIsutra (Best Of),https://soundcloud.com/bananasutra/sets/lofisutra-best-of,genre (best of),G-00-LOFI,LOFI,,2217702701,"[13] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI",https://soundcloud.com/bananasutra/13-hey-creeps-blowsutra-ego-gone-psychedelic-hip-hop-storyteller-lofi-13,Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,1084,7,0.645756,BLOWsutra,LOFI,HIP HOP,3,"BLOWsutra, BLOWsutra : EGO (gone loco), LOFIsutra",primary genre LOFI + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,1084,BLOWsutra : APES (gone wrong),https://soundcloud.com/bananasutra/sets/blowsutra-apes-gone-wrong,sutra,G-02-APES,,BLOWsutra,2217702701,"[13] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI",https://soundcloud.com/bananasutra/13-hey-creeps-blowsutra-ego-gone-psychedelic-hip-hop-storyteller-lofi-13,Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,1084,7,0.645756,BLOWsutra,LOFI,HIP HOP,3,"BLOWsutra, BLOWsutra : EGO (gone loco), LOFIsutra",ep_sibling: 1 track(s) from same EP already in songbook
genre_all,1080,BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/burlesquesutra,genre (all),,BURLESQUE,,2335653734,[03] Radio Static • QUACKsutra (FOTUS Circus) Burlesque Chanson Piano INDIE,https://soundcloud.com/bananasutra/03-radio-static-quacksutra-fotus-circus-burlesque-chanson-piano-indie-3,Radio Static ⭐︎ QUACKsutra (FOTUS Circus) Piano Cabaret EPx4,https://soundcloud.com/bananasutra/sets/radio-static-quacksutra-cabaret-epx4,1080,16,1.481481,QUACKsutra,INDIE,BURLESQUE,2,"FOTUS CIRCUS Playlist An American Freaks Show, INDIEsutra",track genres include BURLESQUE but missing from genre (all) playlist
genre_best_of,1080,INDIEsutra (Best Of),https://soundcloud.com/bananasutra/sets/indiesutra-best-of,genre (best of),G-00-INDI,INDIE,,2335653734,[03] Radio Static • QUACKsutra (FOTUS Circus) Burlesque Chanson Piano INDIE,https://soundcloud.com/bananasutra/03-radio-static-quacksutra-fotus-circus-burlesque-chanson-piano-indie-3,Radio Static ⭐︎ QUACKsutra (FOTUS Circus) Piano Cabaret EPx4,https://soundcloud.com/bananasutra/sets/radio-static-quacksutra-cabaret-epx4,1080,16,1.481481,QUACKsutra,INDIE,BURLESQUE,2,"FOTUS CIRCUS Playlist An American Freaks Show, INDIEsutra",primary genre INDIE + play≥300/like≥5 but missing from Best Of playlist
sutra_all,1080,QUACKsutra where we sing FU,https://soundcloud.com/bananasutra/sets/ducksutra-where-we-sing-fu,sutra (all),,,QUACKsutra,2335653734,[03] Radio Static • QUACKsutra (FOTUS Circus) Burlesque Chanson Piano INDIE,https://soundcloud.com/bananasutra/03-radio-static-quacksutra-fotus-circus-burlesque-chanson-piano-indie-3,Radio Static ⭐︎ QUACKsutra (FOTUS Circus) Piano Cabaret EPx4,https://soundcloud.com/bananasutra/sets/radio-static-quacksutra-cabaret-epx4,1080,16,1.481481,QUACKsutra,INDIE,BURLESQUE,2,"FOTUS CIRCUS Playlist An American Freaks Show, INDIEsutra",track sutra=QUACKsutra but missing from sutra (all) playlist
sutra_songbook,1080,QUACKsutra : FOTUS Circus,https://soundcloud.com/bananasutra/sets/quacksutra-fotus-circus,sutra,G-02-CIRC,,QUACKsutra,2335653734,[03] Radio Static • QUACKsutra (FOTUS Circus) Burlesque Chanson Piano INDIE,https://soundcloud.com/bananasutra/03-radio-static-quacksutra-fotus-circus-burlesque-chanson-piano-indie-3,Radio Static ⭐︎ QUACKsutra (FOTUS Circus) Piano Cabaret EPx4,https://soundcloud.com/bananasutra/sets/radio-static-quacksutra-cabaret-epx4,1080,16,1.481481,QUACKsutra,INDIE,BURLESQUE,2,"FOTUS CIRCUS Playlist An American Freaks Show, INDIEsutra","theme: fotus, circus, fotus circus"
