MUSE Name,First Name,Last Name,Gender / Pronoun,"Type, Category",Country,Era,Birth Year,Death year,Famous Work(s),Core SUTRA,Secondary SUTRAs,Themes/ Keywords,Bananasutra Notes,Key Quotes,Primary Source,Additional Sources,Status,Auto ID,MUSE ID,LYRICS,Count (LYRICS)
William Blake,William,Blake,He,"Poet,Painter,Visionary",GB,18th C,1757,1827,"Songs of Innocence, Songs of Experience, The Marriage of Heaven and Hell","FLOWsutra,GLOWsutra,BLOWsutra",,"poetry/language,spirituality/agnosticism,resistance,creativity",,,https://en.wikipedia.org/wiki/William_Blake,,Draft,12,M-12,,0
André Breton,André,Breton,He,"Poet,Philosopher",FR,Early 20th C,1896,1966,"Manifesto of Surrealism, Nadja, Mad Love","FLOWsutra,SHOWsutra,KNOWsutra",,"surrealism,dreams,creativity,revolution,poetry/language",,,https://en.wikipedia.org/wiki/Andr%C3%A9_Breton,,Draft,16,M-16,,0
Antonio Machado,Antonio,Machado,He,"Poet,Philosopher",SP,Early 20th C,1875,1939,"Campos de Castilla, Juan de Mairena","KNOWsutra,GLOWsutra,BLOWsutra",,"poetry/language,philosophy,love/kindness,spirituality/agnosticism",,,https://en.wikipedia.org/wiki/Antonio_Machado,,Draft,90,M-90,,0
Barack Obama,Barack,Obama,He,Politician,US,Contemporary,1961,,"Dreams from My Father, The Audacity of Hope",BLOWsutra,,"hope,democracy,race/justice,politics,change",,,https://en.wikipedia.org/wiki/Barack_Obama,,Draft,104,M-104,Presidential Joke of The Year,1
Don Duck,Don,Duck,He,Politician,US,Contemporary,1946,,The Art of the Deal,QUACKsutra (BLOWsutra Duck Shady),,authoritarianism,"The muse for 'Dump Trump', 'Mind the Felon', and 'The Ducktator Lament'.",,https://en.wikipedia.org/wiki/Donald_Trump,,Draft,45,M-45,"Ain't No Kid,Creepy Con Meme,Daddy's a Creep,Dump Trump,Ego Ain't Your Amigo,Hide Your Pets,""It's War, My Friend"",MAHA (Make America Humane Again),MAKA (Make America Kind Again),Mind the Felon,""Oy, We Care"",Pedo Nation (Felon Nation Redux),Project 2025 (Honky tonk dreams in the land of the free),RUN (Now If You Can),Stymy Stymy Yuck,The Accordion of Ignorance,The Ducktator (Lament),The Grazed Duck Luck,The President’s Above The Law,The Tyranny of Ignorance,The Weave,Time For Rebel Romance,Trump Derangement Syndrome ™,Who's Your Vladdy?,Tweeting from the Throne,Profane Obscenities,Ignoramus Divine,Felon Nation,Jingoism 101,""FOTUS Circus: Step right up, My Dearest Souls"",""FOTUS Circus: Step Inside, Don’t Mind The Crime"",""FOTUS Circus: Welcome, You Fools"",""FOTUS Circus: Come On In, You Wretched Fools"",Duck OFF my back,""Oh, WELP… The Duck.""",35
Elon Trusk,Elon,Trusk,He,Politician,US,Contemporary,,,,BLOWsutra,,"satire,resistance,technology critique",,,https://en.wikipedia.org/wiki/Elon_Musk,,Draft,138,M-138,"Chuck Ain't Woke,Woke 'em Whacks,GROCK,Chuck-A-Dick,Twatocracy (Encore et Encore)",5
Jeanne D'arc,Jeanne,D'arc,She,Politician,FR,Medieval,1412,1431,The Hundred Years' War campaigns,"BLOWsutra,BOWsutra,GROWsutra",,"resistance,spirituality/agnosticism,courage",,,https://en.wikipedia.org/wiki/Joan_of_Arc,,Draft,35,M-35,,0
Kamama Harris,Kamama,Harris,She,Politician,US,Contemporary,,,,"BLOWsutra,GROWsutra",,"satire,politics,contemporary",,,https://en.wikipedia.org/wiki/Kamala_Harris,,Draft,65,M-65,"Kamala Has A Dream,Kamala's Roots of Resilience,Win-Win In Unity",3
Manu LeCon,Manu,LeCon,He,Politician,FR,Contemporary,,,,BLOWsutra,,"satire,politics,contemporary",,,https://en.wikipedia.org/wiki/Emmanuel_Macron,,Draft,84,M-84,"Le Bal Des Salauds,Le P'tit Jupiter,Le Système,""Le Système, ça voulait dire""",4
Vladimir Putin,Vladimir,Putin,He,Politician,RU,Contemporary,1952,,"Presidential speeches, invasion orders",BLOWsutra,,"authoritarianism,power,politics,war/peace,resistance",,,https://en.wikipedia.org/wiki/Vladimir_Putin,,Draft,115,M-115,,0
Bernie Sanders,Bernie,Sanders,He,"Politician,Philosopher",US,Contemporary,1941,,"Speeches on democratic socialism, political activism","BLOWsutra,GROWsutra",,"resistance,democracy,justice,social justice",,,https://en.wikipedia.org/wiki/Bernie_Sanders,,Draft,123,M-123,,0
Mahatma Gandhi,Mahatma,Gandhi,He,"Politician,Philosopher",IN,"Early 20th C,Mid 20th C",1869,1948,"Hind Swaraj, Non-violent resistance campaigns","BLOWsutra,BOWsutra,GROWsutra",,"resistance,nonviolence,spirituality/agnosticism,truth-telling",,,https://en.wikipedia.org/wiki/Mahatma_Gandhi,,Draft,58,M-58,,0
Nelson Mandela,Nelson,Mandela,He,"Politician,Philosopher",ZA,"Late 20th C,Contemporary",1918,2013,"Long Walk to Freedom, speeches on reconciliation","BLOWsutra,GROWsutra,BOWsutra",,"race/justice,resistance,forgiveness,spirituality/agnosticism",,,https://en.wikipedia.org/wiki/Nelson_Mandela,,Draft,92,M-92,,0
Desmond Tutu,Desmond,Tutu,He,"Politician,Philosopher,Saint",ZA,"Late 20th C,Contemporary",1931,2021,"Truth and Reconciliation Commission leadership, speeches","BOWsutra,GLOWsutra,BLOWsutra",,"spirituality/agnosticism,forgiveness,race/justice,compassion",,,https://en.wikipedia.org/wiki/Desmond_Tutu,,Draft,139,M-139,,0
Carl Rogers,Carl,Rogers,He,"Psychologist,Philosopher",US,Mid 20th C,1902,1987,"On Becoming a Person, Client-Centered Therapy","GROWsutra,KNOWsutra,GLOWsutra",,"psychology,personal growth,empathy,philosophy",,,https://en.wikipedia.org/wiki/Carl_Rogers,,Draft,118,M-118,,0
Albert Einstein,Albert,Einstein,He,Scientist,DE,Early 20th C,1879,1955,The General Theory of Relativity,KNOWsutra,,philosophy,"The ultimate archetype for the intersection of music and logic. Inspired the track 'Genius, You See'.","If you judge a fish by climbing trees, it won't be free...'",https://en.wikipedia.org/wiki/Albert_Einstein,,Draft,47,M-47,"Genius EP,""Genius, You See""",2
Grace Hopper,Grace,Hopper,She,Scientist,US,Mid 20th C,1906,1992,"COBOL (co-developer), A-0 Compiler",GROWsutra,,"science,computing,pioneering,feminism,knowledge",Inspired 'Zero Sum (Zero Sean)'. Her first bug was found not in code but in character (NO EMPATHY).,,https://en.wikipedia.org/wiki/Grace_Hopper,,Draft,70,M-70,,0
Stephen Hawking,Stephen,Hawking,He,Scientist,GB,"Late 20th C,Contemporary",1942,2018,"A Brief History of Time, The Universe in a Nutshell","KNOWsutra,GROWsutra",,"science,philosophy,knowledge,cosmology",,,https://en.wikipedia.org/wiki/Stephen_Hawking,,Draft,66,M-66,,0
Ada Lovelace,Ada,Lovelace,She,"Scientist,Philosopher",GB,19th C,1815,1852,"Notes on the Analytical Engine, computing theory","KNOWsutra,GROWsutra",,"science,mathematics,feminism,knowledge",,,https://en.wikipedia.org/wiki/Ada_Lovelace,,Draft,89,M-89,,0
Carl Sagan,Carl,Sagan,He,"Scientist,Philosopher",US,Late 20th C,1934,1996,"Cosmos: A Personal Voyage, Pale Blue Dot, Contact","KNOWsutra,GROWsutra",,"science,truth-telling,cosmology,wonder,philosophy",Inspired 'Bamboozled' / 'L'Embobinage' and 'Some Truths Are Harder to Swallow'.,"Une des leçons les plus tristes de l'histoire est celle-ci: si nous avons été embobinés assez longtemps, nous avons tendance à rejeter toute preuve de l'embobinage.'",https://en.wikipedia.org/wiki/Carl_Sagan,,Draft,122,M-122,"L’Embobinage,Some Truths Are Harder to Swallow,""We’re Tiny Specks, Right?""",3
Jon Kabat-Zinn,Jon,Kabat-Zinn,He,"Scientist,Philosopher",US,Contemporary,1944,,"Full Catastrophe Living, Wherever You Go There You Are, Arriving at Your Own Door","KNOWsutra,FLOWsutra",,"mindfulness,meditation,healing,philosophy,presence",,,https://en.wikipedia.org/wiki/Jon_Kabat-Zinn,,Draft,78,M-78,,0
Joseph Campbell,Joseph,Campbell,He,Writer,US,Mid 20th C,1904,1987,"The Hero with a Thousand Faces, The Power of Myth",KNOWsutra,,"mythology,storytelling,hero's journey,philosophy,psychology",A map for understanding the internal journey. Inspired tracks like 'Joseph Campbell's Truth Metaphors' and 'Metaphor's Edge'.,,https://en.wikipedia.org/wiki/Joseph_Campbell,,Draft,21,M-21,Metaphors' Edge (Joseph Campbell's song),1
Ada Limón,Ada,Limón,She,Poet,US,Contemporary,1976,,"The Carrying, Bright Dead Things, The Hurting Kind","GLOWsutra,FLOWsutra",BOWsutra,"poetry,gratitude,nature,wonder,belonging","26th US Poet Laureate (2022–2024). Limón's poetry radiates GLOW energy — a deep, embodied gratitude for the living world, grief included.",And the world says: You are here. You are here. You are here.,https://en.wikipedia.org/wiki/Ada_Lim%C3%B3n,,Draft,160,M-160,,0
Anaïs Nin,Anaïs,Nin,She,Author,FR/US,Mid 20th C,1903,1977,"The Diary of Anaïs Nin, Delta of Venus, House of Incest","FLOWsutra,GLOWsutra",KNOWsutra,"self-discovery,desire,identity,diary/writing,personal growth",Nin is the philosopher of becoming — she lived the FLOWsutra creed before it had a name. Her diaries are a masterclass in trusting the river.,"Life is a process of becoming, a combination of states we have to go through.",https://en.wikipedia.org/wiki/Ana%C3%AFs_Nin,,Draft,161,M-161,,0
bell hooks,bell,hooks,She,"Author,Feminist Theorist",US,"Late 20th C,Contemporary",1952,2021,"Ain't I a Woman, All About Love, Feminism Is for Everybody","FLOWsutra,GROWsutra,BLOWsutra",GLOWsutra,"feminism,love/kindness,social justice,race,education","hooks wrote love as a radical political act. Her vision flows from deep courage — GLOW lit from within, GROW fueled by love, BLOW as clear-eyed witness.",To be truly visionary we have to root our imagination in our concrete reality while simultaneously imagining possibilities beyond that reality.,https://en.wikipedia.org/wiki/Bell_hooks,,Draft,162,M-162,,0
Emily Dickinson,Emily,Dickinson,She,Poet,US,19th C,1830,1886,"The Collected Poems, Because I could not stop for Death, Hope is the thing with feathers","BOWsutra,FLOWsutra",GLOWsutra,"death/transcendence,nature,inner life,poetry,wonder",The ultimate BOW poet — she turned toward death with open eyes and found eternity in a hummingbird. Her slant of light is pure shimmer.,"Hope is the thing with feathers that perches in the soul, and sings the tune without the words, and never stops at all.",https://en.wikipedia.org/wiki/Emily_Dickinson,,Draft,163,M-163,,0
Frida Kahlo,Frida,Kahlo,She,"Painter,Artist",MX,Mid 20th C,1907,1954,"The Two Fridas, Self-Portrait with Thorn Necklace, The Broken Column","GLOWsutra,SHOWsutra,GROWsutra",BOWsutra,"identity,suffering/resilience,beauty,feminism,art",Kahlo turned her pain into paint and her pain into GLOW. She showed that suffering can be a canvas — and that the body is not a cage but a cathedral.,"Feet, what do I need you for when I have wings to fly?",https://en.wikipedia.org/wiki/Frida_Kahlo,,Draft,164,M-164,,0
Helen Keller,Helen,Keller,She,"Author,Activist",US,"Early 20th C,Mid 20th C",1880,1968,"The Story of My Life, The World I Live In, Optimism","GLOWsutra,BOWsutra,GROWsutra",KNOWsutra,"courage,wonder,perception,disability,optimism",Keller proved that wonder requires no eyes. Her GLOW was not despite her limits — it was made of them. She redefines what it means to see.,The best and most beautiful things in the world cannot be seen or even touched - they must be felt with the heart.,https://en.wikipedia.org/wiki/Helen_Keller,,Draft,165,M-165,,0
Isadora Duncan,Isadora,Duncan,She,"Dancer,Choreographer",US,Early 20th C,1877,1927,"My Life (autobiography), founder of modern dance","FLOWsutra,GROWsutra",SHOWsutra,"freedom,dance/movement,feminism,wildness,self-expression",Duncan didn't just dance — she FLOWed. She rewilded the body before it had a name. A founding FLOW goddess of the untamed feminine.,You were once wild here. Don't let them tame you.,https://en.wikipedia.org/wiki/Isadora_Duncan,,Draft,166,M-166,,0
Jane Goodall,Jane,Goodall,She,"Scientist,Activist,Author",GB,"Late 20th C,Contemporary",1934,,"In the Shadow of Man, Reason for Hope, My Life with the Chimpanzees","BOWsutra,GROWsutra",BLOWsutra,"nature,conservation,compassion,humility,science",Goodall sat very still and very long and the chimpanzees came to her. That is a BOW practice. Her life is a masterclass in showing up with humble presence.,"What you do makes a difference, and you have to decide what kind of difference you want to make.",https://en.wikipedia.org/wiki/Jane_Goodall,,Draft,167,M-167,,0
Joy Harjo,Joy,Harjo,She,"Poet,Musician",US,"Late 20th C,Contemporary",1951,,"An American Sunrise, Crazy Brave, Conflict Resolution for Holy Beings","GLOWsutra,FLOWsutra,BOWsutra",GROWsutra,"indigenous wisdom,nature,poetry,gratitude,earth/spirit",Harjo is the Poet Laureate of Earth herself. Her GLOW comes from deep-rooted indigenous gratitude — she sings the land back into remembering.,Remember the earth whose skin you are... Remember to dance.,https://en.wikipedia.org/wiki/Joy_Harjo,,Draft,168,M-168,,0
Marie Curie,Marie,Curie,She,"Scientist,Author",PL/FR,Early 20th C,1867,1934,"Research on Radioactivity (Nobel Physics 1903, Nobel Chemistry 1911)","BOWsutra,GROWsutra,KNOWsutra",BLOWsutra,"science,courage,humility,perseverance,truth",Curie literally glowed — and she bowed to the mystery of the atom. First person to win two Nobels in two sciences. BOW energy as radical curiosity.,"Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.",https://en.wikipedia.org/wiki/Marie_Curie,,Draft,169,M-169,,0
Octavia E. Butler,Octavia E.,Butler,She,Author,US,Late 20th C,1947,2006,"Parable of the Sower, Kindred, Wild Seed, Bloodchild","FLOWsutra,GROWsutra","BLOWsutra,BOWsutra","change/adaptation,science fiction,power,race,evolution",Butler wrote the FLOWsutra as speculative scripture — 'God is Change' is literally her theology. Parable of the Sower is a survival manual for the post-banana world.,All that you touch You Change. All that you Change Changes you. The only lasting truth Is Change. God Is Change.,https://en.wikipedia.org/wiki/Octavia_E._Butler,,Draft,170,M-170,,0
Pema Chödrön,Pema,Chödrön,She,"Author,Spiritual Teacher",US/CA,"Late 20th C,Contemporary",1936,,"When Things Fall Apart, The Places That Scare You, Start Where You Are","FLOWsutra,BOWsutra","GLOWsutra,KNOWsutra","impermanence,meditation,compassion,letting go,wisdom",Chödrön is the patron saint of FLOWsutra. 'You are the sky. Everything else is weather.' That is the whole sutra in one breath.,You are the sky. Everything else is just the weather.,https://en.wikipedia.org/wiki/Pema_Ch%C3%B6dr%C3%B6n,,Draft,171,M-171,,0
Rachel Carson,Rachel,Carson,She,"Author,Scientist",US,Mid 20th C,1907,1964,"Silent Spring, The Sea Around Us, The Sense of Wonder","BOWsutra,BLOWsutra","GLOWsutra,KNOWsutra","nature,ecology,wonder,activism,science",Carson invented environmental activism — Silent Spring woke the world up. BOW energy as fierce protection of beauty. BLOW as righteous defense of the living world.,Those who contemplate the beauty of the earth find reserves of strength that will endure as long as life lasts.,https://en.wikipedia.org/wiki/Rachel_Carson,,Draft,172,M-172,,0
Robin Wall Kimmerer,Robin Wall,Kimmerer,She,"Author,Scientist,Botanist",US,Contemporary,1953,,"Braiding Sweetgrass, Gathering Moss","GLOWsutra,BOWsutra","FLOWsutra,GROWsutra","indigenous wisdom,nature,gratitude,ecology,wonder",Kimmerer teaches that plants have agency and gratitude is a grammar. Her science is GLOW. Her Potawatomi roots are pure BOW. Braiding Sweetgrass is a sacred text for the app.,"Even a wounded world holds us, giving us moments of wonder and joy. I choose joy over despair.",https://en.wikipedia.org/wiki/Robin_Wall_Kimmerer,,Draft,173,M-173,,0
Ursula K. Le Guin,Ursula K.,Le Guin,She,Author,US,Late 20th C,1929,2018,"The Left Hand of Darkness, The Dispossessed, Earthsea series, The Word for World is Forest","FLOWsutra,GROWsutra","BOWsutra,BLOWsutra","science fiction,freedom,feminism,utopia/dystopia,philosophy","Le Guin wrote whole worlds that run on FLOWsutra logic — anarchist utopias, gender-fluid societies, empathic politics. The Dispossessed is a bananasutra songbook in novel form.","The only thing that makes life possible is permanent, intolerable uncertainty: not knowing what comes next.",https://en.wikipedia.org/wiki/Ursula_K._Le_Guin,,Draft,174,M-174,,0
Virginia Woolf,Virginia,Woolf,She,"Author,Essayist",GB,Early 20th C,1882,1941,"Mrs Dalloway, To the Lighthouse, A Room of One's Own, The Waves","FLOWsutra,GLOWsutra","GROWsutra,BOWsutra,SHOWsutra","feminism,stream of consciousness,identity,inner life,writing/language","Woolf invented stream-of-consciousness as a literary practice — that IS FLOWsutra. 'I am rooted, but I flow' is the most perfect sutra sentence ever written by accident.","I am rooted, but I flow.",https://en.wikipedia.org/wiki/Virginia_Woolf,,Draft,175,M-175,,0
Wangari Maathai,Wangari,Maathai,She,"Activist,Author,Scientist",KE,"Late 20th C,Contemporary",1940,2011,"Unbowed, The Challenge for Africa, Green Belt Movement (founded)","BOWsutra,GROWsutra,BLOWsutra",GLOWsutra,"activism,nature,justice,humility,community",Maathai planted 47 million trees. That is a BOW practice at scale. Nobel Peace Prize for connecting ecology and democracy — she knew the land and the law were one sentence.,It's the little things citizens do. That's what will make the difference. My little thing is planting trees.,https://en.wikipedia.org/wiki/Wangari_Maathai,,Draft,176,M-176,,0
Zora Neale Hurston,Zora Neale,Hurston,She,"Author,Anthropologist",US,"Early 20th C,Mid 20th C",1891,1960,"Their Eyes Were Watching God, Dust Tracks on a Road, Mules and Men","GLOWsutra,KNOWsutra,FLOWsutra",BOWsutra,"identity,race,culture,wonder,writing/language","Hurston was a one-woman GLOW department — anthropologist, novelist, folklorist, life-of-the-party. She studied her own people as sacred material. Wildly underrated for decades.",There are years that ask questions and years that answer.,https://en.wikipedia.org/wiki/Zora_Neale_Hurston,,Draft,177,M-177,,0
