title,lyrics_title,lyrics_id,ytvideo_in_app,format,rating,duration,topic_categories,yt_url,content_type,genre_primary,genre_secondary,instruments,sutra,mood,tempo_feel,curation_rating,has_manual_caption,manual_notes,publish_date,view_count,like_count,comment_count,thumbnail_url,description,yt_tags,series_info,language,playlist_names,playlist_count,has_captions,privacy_status,embeddable,license,made_for_kids,status,notes,video_id
Nietzsche’s Gift V2 • Hypnotic Jazz LOFI • Bananasutra(KNOW) Philosophy Songwriting is like heaven,Nietzsche's Gift (Muddy Waters),L-165,checked,16:9,2,3:04,"Jazz, Music",https://www.youtube.com/watch?v=lVdss6i77Es,Short/Reel,JAZZ,LOFI,"Upright Bass,Voice",BLOWsutra,,,,,v2 nietzsche gift,2024-10-22,21,,0,https://i.ytimg.com/vi/lVdss6i77Es/maxresdefault.jpg,"“They muddy the water to make it seem deep.” Friedrich Nietzsche, Philosopher and critic #nietzschequotes #npdawareness #narcissismawareness 

In my #bananasutra Bible, Nietzsche’s no-nonsense pondering of the #meaning of #integrity is a holy gift, to all of #humanity 🥸🙏",,,EN,"KNOWsutra : (Naked) Truth,PEACE CIRCUS,JAZZsutra,BLOWsutra,Bible Gone Bananas",5,,public,checked,youtube,,New,,lVdss6i77Es
Nietzsche’s Gift V3 • Hypnotic Jazz LOFI • Bananasutra(KNOW) Philosophy Songwriting is like heaven,Nietzsche's Gift (Muddy Waters),L-165,checked,16:9,2,3:04,"Independent music, Jazz, Music",https://www.youtube.com/watch?v=wHyBsMpALNg,Short/Reel,LOFI,JAZZ,"Upright Bass,Voice",BLOWsutra,,,,,v3 nietzsche gift,2024-10-22,33,0,0,https://i.ytimg.com/vi/wHyBsMpALNg/maxresdefault.jpg,"“They muddy the water to make it seem deep.” Friedrich Nietzsche, Philosopher and critic #nietzschequotes #npdawareness #narcissismawareness 

In my #bananasutra Bible, Nietzsche’s no-nonsense pondering of the #meaning of #integrity is a holy gift, to all of #humanity 🥸🙏",,,EN,"KNOWsutra : (Naked) Truth,PEACE CIRCUS,BLOWsutra,LOFIsutra,Bible Gone Bananas",5,,public,checked,youtube,,New,,wHyBsMpALNg
"The 7-Course Fascist Feast of the Week | Satirical Spoken Word + Song: “No, I’m Not Being Political”","No, I'm Not Being Political (CIRCA 2025)",L-168,checked,16:9,3,12:01,Music,https://www.youtube.com/watch?v=pSBv8kq6NnA,Commentary,SPOKEN WORDS,,Voice,GROWsutra,,,,,fascist feast housewife,2025-08-02,52,2,0,https://i.ytimg.com/vi/pSBv8kq6NnA/maxresdefault.jpg,"Song starts at 8:20  
📜 Cookbook recipes chapters below 👇

Welcome to the Dictator Diner — where this week’s specials include Ivy League sellouts, impeachment erasure, golden ballrooms, and desperation soufflés, ICE-style.

This 12-minute satirical spoken-word performance breaks down 7 “fascist recipes” currently simmering in America, followed by my original protest song: **“No, I’m Not Being Political.”**

THE LIST ;) 
i.e. this week’s American fasc!st king’s feast cookbook recipes breakdown: 

00:00 🍽️ Intro – Welcome to the Dictator Diner  
00:50 🧁 Course 1 – Desperation Soufflé, ICE-Style  
01:45 🍲 Course 2 – Gerrymandered Gumbo  
02:40 🥗 Course 3 – Ivy League Sellout  
03:35 🥧 Course 4 – Predator Protection Pie  
04:30 🔥 Course 5 – Government Accountability Flambé  
05:25 🧀 Course 6 – Impeachment Erasure  
06:20 🎂 Course 7 – Let-‘Em-Eat-Cake Layer Cake  
07:15 🧨 Outro – Culture War or Cookbook?  
08:20 🎵 Song – *No, I’m Not Being Political* (Indie version)

👁️‍🗨️ This piece is part satire, part smoke alarm. If it resonates, share it. If it unsettles you… share why?

—

@bananasutra lyrics ™️

[Intro]
You may think I’m emotional,
But I’m just saying what’s real.
This ain’t business as usual,
It’s history turned maniacal!

[Verse 1]
It’s not creeping, it’s exploding!
A convicted rapist’s gloating,
As if felony brings glory,
And silence ain’t a story…

Seventeen million deaths projected,
While folks just scroll and shop.
Taxes funding hell camps,
While no one dares say: STOP.

[Chorus]
No, I’m not being political,
I’m just a conscious caring gal.
No one needs to be spiritual
To know this shit’s immoral.

They call it woke—they ain’t that bright,
But this is basic human rights.
If that offends your appetites,
Well, you are part of what bites…

[Verse 2]
You shrug at abortion laws,
Like “pro-life” addresses female flaws,
Like incest and rape are no problemo,
Like fascists ain’t monsters but Zorros.

Don buried Epstein’s pedo lore,
While caging kids by the score,
And ICE raids echo SS now…
How low can we go before we bow?

[Bridge]
I’m not especially radical,
Hell, I’m barely social.
Just partial to the moral,
And allergic to the brutal.

Evil ain’t just conceptual.
It’s become legal, habitual.
I don’t march like it’s a ritual,
I just care when power’s lethal!

I’m not wise nor exceptional,
Just sensitive, observational.
When the gaslight turns perpetual
Choosing silence’s unethical.

[Chorus ]
No, I’m not being political,
I’m just a conscious caring gal.
No one needs to be spiritual
To know this shit’s immoral.

Are you under some kind of spell?
How can you shrug—not cry, not yell?
I’d rather grieve and feel the sting
Than hide behind not noticing.

[Outro]
I don’t practice bipartisanship.
I just came here on a scholarship…
And I choose not to play pretend:
I’m here to warn you, my friend.


—


#NoImNotBeingPolitical #BananaSutra #AuthoritarianAlert #SpokenWord #Satire #ProtestMusic #FascistFeast",,,EN,"BLABLAsutra,FOTUS CIRCUS (Felon Of The United States),Bible Gone Bananas",3,,public,checked,youtube,,New,,pSBv8kq6NnA
CLIP 🍒 The 7-Course M@G@ Feast of the Week | Satirical Spoken Word + Song,"No, I'm Not Being Political (CIRCA 2025)",L-168,checked,9:16,,0:28,Religion,https://www.youtube.com/watch?v=uCoEDlpri0Q,Commentary,SPOKEN WORDS,,Voice,GROWsutra,,,,,,2025-08-02,1,0,0,https://i.ytimg.com/vi/uCoEDlpri0Q/maxresdefault.jpg,,"aivoice,sunomusic,soulmatters,original lyrics,philosophy,music therapy",,EN,🎬🍌 Bananasutra Clips,1,,public,checked,youtube,,New,,uCoEDlpri0Q
"Not Bad, Friendo 🪐 SHOWsutra Infinite Psychedelic Galaxy Wink to the Burlesque Post-Punk Universe ✨","Not Bad, Friendo",L-325,checked,16:9,5,4:17,"Independent music, Music, Rock music",https://www.youtube.com/watch?v=l2Ui8EYdLj0,Music Video,INDIE,ROCK,"Bass,Voice",SHOWsutra,,,,checked,space station,2026-01-09,12,0,1,https://i.ytimg.com/vi/l2Ui8EYdLj0/maxresdefault.jpg,"A wackadiddly psychedelic indie rock song inspired by a fabulous, hilarious, nebulous dystopian space tale titled “The Pedalers of Oort”, written by my (in)famous friend Sean Kelly aka @spanganga on #substack

@b@bananasutrasonglyrics 

[Verse 1]
Ship’s on slow-slide,
Nowhere to hide,
Nothing but lies,
Forgetting whys (whyyys)

Sleek hacks cocks make,
Click-whack, clock’s fake,
“Trust us,” time takes,
Truth’s on a break.

[Chorus]
Big brother spins,
Black hole pulls in…
“Not bad, friendo,”
Around we spin (oh oh oh)

[Verse 2]
News feeds gone red,
“Chin up,” they said,
Nod to the rain,
Breathe through the pain (paiiin)

Cold calls, bold tolls,
Butthole troll rolls,
Pimped-up cons, tricks,
Peacocks are pricks.

[Chorus]
Big brother spins,
Black hole pulls in…
“Not bad, friendo,”
Around we spin (oh oh oh)

[Bridge]
Galaxy’s fine,
Crossed every line,
No consent clause,
Dark holes write laws.

Ruling by bait,
Organic fate,
Suck it true, boo,
And poo it too.

[Outro]
And now we wait,
Some later date…
Feeling “fine,” “great,”
Friendo, hi, mate (oh oh oh)

[end]",,,EN,"SHOWsutra : Fanana Club,SHOWsutra,BURLESQUEsutra,Bible Gone Bananas",4,,public,checked,youtube,,New,,l2Ui8EYdLj0
“We Are The World” ☆ Remember that song? This is an existential French trip hop LO-FI version of it.,Nous Sommes Le Feu,L-170,checked,9:16,5,2:42,"Electronic music, Hip hop music, Music, Pop music",https://www.youtube.com/watch?v=xms6QfZQf2U,Music Video,LOFI,,"Voice,Guitar",GROWsutra,,,,,c'est pas du cinema in FENCH,2025-01-26,25,,0,https://i.ytimg.com/vi/xms6QfZQf2U/maxresdefault.jpg,"PS: Kids, when strange shiny birds start acting (oh so) charming, please ask ‘em #why #triphop #frenchsong 

@bananasutra ""Nous Sommes le Feu"" lyrics, with musical prompting:

[INTRO: A Raw, Bluesy Acoustic Dub Poem with a Surrealist Edge, Sparse guitar strums, voice low and smoky]Il y a des cris qu’on ne peut plus étouffer,Des silences qui tranchent plus que des lames.La terre brûle, le ciel s’efface,Et toi… qu’est-ce que tu fais?
[Verse 1: Short, biting lines, hypnotic rhythm]Les jours se glissent comme des ombres,On attend, on espère, on s’aveugle.Qui bouge? Qui parle? Qui ose?On est des étoiles éteintes dans la brume.
[Chorus: Rhyming, hypnotic, and memorable]Nous sommes le feu, nous sommes le cri,L’éclair qui fend la nuit.Un souffle suffit, un cœur qui bat,À rallumer tout ça.
[Verse 2: Staccato delivery, surreal imagery]Le cœur casse, mais l’amour colle,Les mains tremblent, mais tiennent fort.Des pierres deviennent pain,Des cris deviennent chemins.
[Chorus: Repeats with raw intensity]Nous sommes le feu, nous sommes le cri,L’éclair qui fend la nuit.Un souffle suffit, un cœur qui bat,À rallumer tout ça.
[Bridge: Spoken word, over hypnotic bassline]Quand tout tombe, que reste-t-il?Un battement.Un pas dans le vide.Et si c’était toi,Qui portais la lumière?
[Chorus: Stripped-down, haunting delivery]Nous sommes le feu, nous sommes le cri,L’éclair qui fend la nuit.Un souffle suffit, un cœur qui bat,À rallumer tout ça.
[Outro: Whispered, fading into a heartbeat-like rhythm]On tombe, on vole,On brûle, on brille…Toi et moi,Un souffle,Un feu.",,,Bilingual,"GROWsutra : DARE (to Care),PEACE CIRCUS,FLOWsutra,FRENCHsutra,LOFIsutra,LULLABIESsutra,Bible Gone Bananas",7,,public,checked,youtube,,New,,xms6QfZQf2U
"“Oh My, Oh Why”, asked Socrates, and then, they silenced him… Men learned nothing in 2000 years!","Oh My, Oh Why (Socrates Song)",L-171,checked,16:9,5,3:33,"Independent music, Music, Pop music, Soul music",https://www.youtube.com/watch?v=JB_CWO24uUo,Music Video,INDIE,,"Cello,Voice",KNOWsutra,,,,,"QUOTING SOCRATES, WITHE ZOMBIES",2025-05-07,12,,0,https://i.ytimg.com/vi/JB_CWO24uUo/maxresdefault.jpg,"Socrates is facepalming so hard… Oh my, oh Why? And I’m about ready to join the zombies 🧟  #truestoryhorror #thecostoffascism",,,EN,"KNOWsutra : But(t) Whyyy,PEACE CIRCUS,GROWsutra,JAZZsutra,Bible Gone Bananas",5,,public,checked,youtube,,New,,JB_CWO24uUo
"I believe it’s fair to say American complacency is at the core of its demise, and return to slavery","Oh My, Oh Why (Socrates Song)",L-171,checked,9:16,,0:12,Politics,https://www.youtube.com/watch?v=YirURMHmKUs,Commentary,MANTRA,,Drum,KNOWsutra,,,,,,2025-07-03,102,0,0,https://i.ytimg.com/vi/YirURMHmKUs/maxresdefault.jpg,SOCRATES told me so ;),,,EN,"KNOWsutra : But(t) Whyyy,BLABLAsutra,Bible Gone Bananas",3,,public,checked,youtube,,New,,YirURMHmKUs
Ambient levels of cognitive dissonance (about bullies’ glory) are so ducking toxic 😵 #deadinside,"Oh, WELP… The Duck.",L-362,checked,9:16,3,2:12,Lifestyle (sociology),https://www.youtube.com/watch?v=qY9iR8MGdHU,Commentary,SPOKEN WORDS,"LOFI,DUB","Voice,Drum",QUACKsutra,,,,,,2025-02-16,30,,0,https://i.ytimg.com/vi/qY9iR8MGdHU/maxresdefault.jpg,"Dear Felon Nation watchers, do songs lyrics matter? Let me know. I’d be inclined to share more—like I do elsewhere—but(t) it’s just too vain and futile, with literally no viewers ever LOL… I would rather #GROW my heart, my knowledge and my faith by creating new badass BIBLEsutra prayer songs, rather than invest (whore?) my time sheepling around to “grow an audience” by following corporate compliance rules. I’m a hard core introvert so I much prefer the humble delicacies of intimac, over mainstream popularity—plus, fun fact: according to the kids chasing YT fame, the primary growth KPI (for shorts) is to create basic, scripted content well “under 5th grade reading level” (sic, ceci n’est pas une blague ni une excuse, c’est un #truestory) 
Et donc voilà, some thoughts streaming, à propos du pourquoi…",,,Bilingual,"BLOWsutra : DUCK (Shady),BLOWsutra,LOFIsutra,FOTUS CIRCUS (Felon Of The United States),SHORTsutra Bananas Matter,Bible Gone Bananas",6,,public,checked,youtube,,New,,qY9iR8MGdHU
When #udiomusic understands the assignment (almost;) #whoop #shadyduck #makeamericathinkagain 🦆💨,"Oh, WELP… The Duck.",L-362,checked,9:16,3,2:12,"Hip hop music, Music, Rhythm and blues, Rock music, Soul music",https://www.youtube.com/watch?v=LEdfniWrp5E,Commentary,SPOKEN WORDS,"LOFI,DUB","Voice,Drum",QUACKsutra,,,,,,2025-02-28,8,,0,https://i.ytimg.com/vi/LEdfniWrp5E/maxresdefault.jpg,No views given 🔛 No lyrics given 🤷🏻‍♀️,,,EN,"BLOWsutra : DUCK (Shady),BLOWsutra,LOFIsutra,FOTUS CIRCUS (Felon Of The United States),SHORTsutra Bananas Matter,Bible Gone Bananas",6,,public,checked,youtube,,New,,LEdfniWrp5E
Social media corporations forcing FelonDon & ElonTwat down my feed throat must STOP #metoomovement,"Oh, WELP… The Duck.",L-362,checked,9:16,,1:50,Lifestyle (sociology),https://www.youtube.com/watch?v=gYp79BPp97o,Commentary,SPOKEN WORDS,JAZZ,Upright Bass,QUACKsutra,,,,,,2025-03-15,10,,0,https://i.ytimg.com/vi/gYp79BPp97o/maxresdefault.jpg,,,,EN,"BLOWsutra : DUCK (Shady),“UNAVAILABLE” Content said YouTube Music… Who knew? Not me!,BLABLAsutra,BLOWsutra,FOTUS CIRCUS (Felon Of The United States),BURLESQUEsutra,SHORTsutra Bananas Matter,Bible Gone Bananas",8,,public,checked,youtube,,New,,gYp79BPp97o
Okie Dokie 🎈👀🏴‍☠️ #aimusicrevolution,Okie Dokie (No It's Not),L-174,checked,9:16,4,2:32,"Independent music, Music, Pop music",https://www.youtube.com/watch?v=nkDx0g8UGhg,Short/Reel,INDIE,"JAZZ,LOFI",Piano,BLOWsutra,,,,,,2025-02-14,18,,0,https://i.ytimg.com/vi/nkDx0g8UGhg/maxresdefault.jpg,,,,EN,"BLOWsutra : Apes Gone Wrong,PEACE CIRCUS,KNOWsutra,LOFIsutra,SHORTsutra Bananas Matter,Bible Gone Bananas",6,,public,checked,youtube,,New,,nkDx0g8UGhg
“Okey dokey (no it's not)” 🥕📺,Okie Dokie (No It's Not),L-174,checked,16:9,3,3:33,"Music, Pop music",https://www.youtube.com/watch?v=bDgpd-RFbx8,Music Video,LOFI,BURLESQUE,"Voice,Upright Bass",BLOWsutra,,,,checked,"Kittens watch tv too, save the kittens",2025-04-04,86,0,0,https://i.ytimg.com/vi/bDgpd-RFbx8/maxresdefault.jpg,"“Okey dokey (no it's not)”
bananasutra ©️ lyrics + #aivoice on #sunomusic
…
Woke up this mornin' felt so strange
World's on fire somethin's changed
Looked out the window, sky’s all red
Is this a nightmare, or are we all dead

People runnin' around pants on fire
Dogs running wild who’s not a liar
Cats on the roof singin' like they’re angels
And ‘em Monkeys in crowns no, not stable

Okey dokey no it's not
Turns out life's just a mad plot
True crime LIVE it's not all fine
Damn the world is outta line

Went to the store they sold no bread
Only fake mustaches instead
Raining popcorn  fell from the sky
Guess it's time for me to say goodbye

Walls are melting colors whirl
In this upside-down twisted world
Spinning round can't find my feet
Oh well ain't life so sweet

Okey dokey no it's not
Turns out life's just a mad plot
True crime LIVE it's not all fine
Damn the world is outta line","Cortisol,Stress,Alert,Sunomusic,Aivoice",,EN,"BLOWsutra : Apes Gone Wrong,BLOWsutra,LOFIsutra,Bible Gone Bananas",4,checked,public,checked,youtube,,New,,bDgpd-RFbx8
Okie Dokie (Not It’s Not) • BLOWsutra (Apes Gone Wrong) • Burlesque Trip Hop(e) LOFI 🌀📺 1 min cut,Okie Dokie (No It's Not),L-174,checked,9:16,3,1:01,"Lifestyle (sociology), Pop music",https://www.youtube.com/watch?v=R0M4ZO0NEW8,Short/Reel,LOFI,BURLESQUE,"Voice,Upright Bass",BLOWsutra,,,,,"Kittens watch tv too, save the kittens",2026-01-07,144,1,0,https://i.ytimg.com/vi/R0M4ZO0NEW8/maxresdefault.jpg,"""It's an Ethical Paradox, an Oxymoron Maze"" is a gipsy jazz edit of a (dense) KNOWsutra (Bertrand Knows) song that still needs some distilling, and so here it flows… EPx2 is part of Vol. 2 EPx15 released on Souncloud, which wags its way from Burlesque Jazzzzzzzzz (1-10) to Gipsy LoFi (11-14) to Indie DUB (15)...

Lyrics inspired by Bertrand Russel's ""Marriage and Morals"", where he asked: ""Are prostitution and traditional marriage interconnected by hypocritical societal structures and discriminatory economic dependency?"" 

In this long essay/book, Bertrand fairly observes that marriage often prioritizes financial stability and social status over love, mirroring prostitution’s very transactional nature, and  critiques the rigidity of marital norms, such as lifelong exclusivity and fidelity, arguing it often stifle desires, and lead to unmet physical, emotional, and spiritual needs.

He makes bold statements: “Marriage is for women the commonest mode of livelihood, and the total amount of undesired sex endured by women is probably greater in marriage than in prostitution.” 

And asks brave questions: “What if pr0stituti0n was required as a societal “release valve” for repressed desires, existing mostly as the condemned counterpart to marriage?”

But(t) his point really is this: Why not think of marriage as a relationship based on equality, respect, and personal freedom, i.e. friendship? Could practicing truth, and trust, with humility and integrity, help reduce foul plays--including society’s reliance on femmes de joie, for example, heh? 

Well duh, d'oh, heck yeah!? And… if you're doubting the veracity and value of Bertrand's kind and wise questions and observations, here's a fun fact for ya: marital r⭐︎pe was A-OK legal in almost ALL countries of the world, until the mid-90s?! (GASP)

What if the very notion of ""ethical paradox"" was an absurd oxymoron that never seems to end indeed? #daretoponder

• • • 
@bananasutra #lyrics

[Verse 1]
Step right up to the paradox parade,
Where the morals they sell come double-edged blade.
They wag their fingers, legislate laws,
Then break ’em in private to polite applause.

It’s a sugar-spun circus, bananas on stage,
Where yes means no and restraint’s just a phrase.
Marriage or market, they blur the scene,
Stamp it “righteous”, don’t ask what it means.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Verse 2]
In the chapel it’s sacred, divinely endowed,
In the alley it’s vulgar, condemned out loud.
One buys a mattress, one buys a ring,
Different costumes, same bargaining.

They preach purity, polish the lie,
While need’s the product they monetize.
Suit and tie or a scarlet brand,
Same old hustle… supply, demand.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Bridge]
Here’s a riddle, let logic stew:
Who makes the crime, then blames it on you?
They build the cage, lock the lid,
Then curse the creature they forbid.

[Verse 3]
Russell saw it, cut clean through the fog,
Truth gets strangled by moral smog.
Love’s not a contract, priced or policed,
It’s a living thing begging for release.

Burn the scripts that barter the heart,
Let freedom finish what law couldn’t start.
No paradox, no moral sleight,
Just justice breathing in open light.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Outro]
Fold up the map, walk out the maze,
No room for riddles in love’s next phase.
The ethical circus packs up its tent,
Let truth be simple, that’s how it’s meant.
• • •",,,Bilingual,"KNOWsutra : Bertrand (He Knows),PEACE CIRCUS,BURLESQUEsutra,Bible Gone Bananas",4,,public,checked,youtube,,New,,R0M4ZO0NEW8
"Somewhere in the Wild United Dreams Universe, Banjo matters…",Okie Dokie (No It's Not),L-174,checked,16:9,4,3:33,"Country music, Independent music, Music, Rock music",https://www.youtube.com/watch?v=qmtI1FMCkIo,Music Video,BLUES,"BURLESQUE,LOFI",Banjo,BLOWsutra,,,,,,2025-02-06,23,,0,https://i.ytimg.com/vi/qmtI1FMCkIo/maxresdefault.jpg,"Bah, who cares?",,,EN,"BLABLAsutra,BLOWsutra,BANJOsutra,Bible Gone Bananas",4,,public,checked,youtube,,New,,qmtI1FMCkIo
"Okey Ducky, No It’s Not—in Felon Nation, Fascism ain’t fake news Sir 🐇 it is #truecrime #BLOWsutra",Okie Dokie (No It's Not),L-174,checked,16:9,5,2:28,"Independent music, Music, Pop music",https://www.youtube.com/watch?v=VSKoG32jrTc,Music Video,LOFI,JAZZ,"Voice,Upright Bass",BLOWsutra,,,,,"she geisha sings, with her rabbit",2025-02-16,23,,0,https://i.ytimg.com/vi/VSKoG32jrTc/maxresdefault.jpg,"Brand new golden Bibles were dimmed the new required reading material for schools across several Southern States, and sold for over $60 a pop. Yup, that’s the schools wholesale price, yup that authoritarian lobbying did result in financial cuts into other budgets otherwise allocated to feeding and educating underprivileged kids, nope, Golden Bibles won’t go #onsale and nope ducks feel no shame, none. 

Because see, some things don’t change is true, and FOTUS or not, free fraudsters bullies cons are here for $ profit first, D’UH! and the revocation of the #equalopportunity act is but a formality, an historical prelude to the fascist disgrace Murica elected 🗳️🙈 

Please don’t get me wrong tho, I’m on Socrates’ team, all the way, okay dokey?! And so, all i really know is I dunno sh!t… except thats a rethorical lie, bc I do know. I do know that #americanbully #fascismo matters—badly, and for too many. Yet  most Americans seem so much more worried by celebrity glitter, the fate of tiktok, or the right to hang a flag… sigh. 

Mais bon (deep re-sigh) vive la magie de la #aimusicrevolution #sacrebleu #thankgod",,,Bilingual,"BLOWsutra : DUCK (Shady),FLOWsutra,LOFIsutra,Bible Gone Bananas",4,,public,checked,youtube,,New,,VSKoG32jrTc
"“1% Rising” is a Gipsy GROWsutra sort of #hope song for the Curious, the Honest, and the Unseen 🌝✨",One Percent Rising,L-175,checked,9:16,4,2:54,"Independent music, Music, Pop music, Rock music",https://www.youtube.com/watch?v=cKRqEgbCfQA,Short/Reel,LOFI,,"Drum,Voice",GROWsutra,,,,,fuming alone in the desert at dusk,2026-03-05,9,0,0,https://i.ytimg.com/vi/cKRqEgbCfQA/maxresdefault.jpg,"“Rage bait” was named the 2025 Word of the Year by the Oxford dictionary, and frankly, it’s no surprise. We are witnessing a grotesque circus of injustice—a global crisis that leaves many of us feeling powerless against the cold, cruel gears of the so-called new world order. And I, for one, often find myself holding my breath, standing at the edge of an increasingly scary, angry, insane lose-lose reality…

I wrote “One Percent Rising” almost a year ago, as a sort of torch song for the Curious, the Honest, and the Unseen. Inspired by a deep-dive personality test that placed me in ""the top 1% of Curiosity"", this song is a reminder of how rare and vital Universalism, Humility, and Authenticity have become; how much they matter, in a world that feels like a deadly toxic ""hog-feed"" of manufactured noise, led by ""suits and ties"" high on ego, fear, and conformity. It’s meant to be like a spark in the fog, for me, and for you, and everyone, equally… if you dare to care ;) Think of it as a lill’ pep talk, a friendly 'n fresh breath of hope, to feed sensitive and sensible souls—a prayer of sorts, for Creative (r)Evolution. 

With this song, I want to encourage prioritizing curiosity over competition, and sincerity over status, to help us feel like we can rise above this fasc!st tsunami... while others brainlessly and heartlessly admire and rewards nefarious ”Power Hoarders"", like a herd of ignorant ""Conformity Bros”, aka sheeples... Because, in an era gone fool on backward bananas—where global fascist trends and dehumanizing antics posture as “smart”, glorifying deceit in the name of greed—what we need, to solve dire problems, to survive, essentially, is a hell of a lot of imagination, rooted in altruism. I believe that with all my KNOWing and BLOWing guts!

And so here I go again, reimagining the French ideals of ""liberté, égalité, fraternité"", through my candid, psychedelic lens, and praying for the good kind of “weird” to rise—not through force, but(t) through the ""sharp perfume"" of curiosity, in the name of truth seeking, enlightenment through knowledge and transparency... i.e. what it would actually take to help make the world a better-not-worse place, for 99% of us. 

Blessed be the sincere, brave, creative outliers who refuse to stop GROWing, those who can fathom how to keep blooming in a mad, hostile world! Oh and, “thank god for dogs”, you know? ;)

—

@bananasutra #songlyrics

[Verse 1]
Top tier, crème de la crème, awe-dipped show
99 percent bros dunno how to flow
All fools in their heads, conformity blows foes
But curiosity, I grow where her compass goes

[Chorus]
No suits, no ties, you can’t buy my devotion
Authentic waves glow, life is an ocean
Fake smiles sink, truth's the only potion
1 percent rising, creative evolution 

[Verse 2]
Power hoarders smirk when truth step in the room
Egos shiver when they smell its sharp perfume
Designed by the cosmos, shared for the bloom,
Creative ignition, let gloom & doom consume

[Bridge]
Humility shines, cutting through the fog
Trailblazing paths with sparks in the slog
Watching starving minds, as they feed their hogs
Oh boy, it smells boring, thank god for dogs

[Verse 3]
Curiosity’s infinite, genius on beats
Sowing questions seeds in them cold concrete streets
Blueprint of the weird, no tricks, no cheats
Just a heart that sings trust, not compete

[Chorus]
No suits, no ties, you can’t buy my devotion
Authentic waves glow, life is an ocean
Fake smiles sink, truth's the only potion
1 percent rising, creative evolution!

—

EPx6 flows from Psychedelic Punk Rock (1-3) to Gipsy LOFI (4-6). It's raw, imperfect, and radically hope fool... and available for free on #soundcloud Enjoy 😘","OnePercent,Rising,🌝,Conscious Lyrics,Gipsy LoFi",,Bilingual,"GROWsutra : DARE (to Care),PEACE CIRCUS,GROWsutra,LOFIsutra,SHORTsutra Bananas Matter,Bible Gone Bananas",6,,public,checked,youtube,,New,,cKRqEgbCfQA
"I gotta confess, it’s true a duck can make life feel #hopelessly #notgreat 🦆🇺🇸💔📺🌫️ #bekind",Ordo Amoris in Decay (All I Want Is To Believe),L-178,checked,9:16,2,2:41,"Music, Pop music",https://www.youtube.com/watch?v=xA3pa3tE2aA,Music Video,INDIE,BURLESQUE,"Accordion,Cello",GROWsutra,,,,,,2025-04-05,58,0,0,https://i.ytimg.com/vi/xA3pa3tE2aA/maxresdefault.jpg,,,,EN,"BLOWsutra : Apes Gone Wrong,“UNAVAILABLE” Content said YouTube Music… Who knew? Not me!,BLOWsutra,FOTUS CIRCUS (Felon Of The United States),BURLESQUEsutra,SHORTsutra Bananas Matter,Bible Gone Bananas",7,,public,checked,youtube,,New,,xA3pa3tE2aA
