Track Title,Track Link,In Catalog?,Playlist Title,Playlist Link,Owner,Owner Profile,Owner Followers,Playlist Track Count,Playlist Duration (min),Playlist Likes,Playlist Reposts,Playlist Published,Playlist Last Updated,Scrape Date,Tier
Side B [01] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI,open,Yes,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
Side B [01] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI,open,Yes,Reggae,open,Nando,profile,0,36,195,0,0,2025-10-01,2026-06-05,2026-07-11,Mid-size Playlist
Side B [01] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
Side B [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
Side A [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
Side A [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,favorite,open,Rreeeiiii,profile,2,128,882,0,0,2025-12-29,2026-07-03,2026-07-11,Mid-size Playlist (Repeat)
Side A [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,psy classic,open,Rreeeiiii,profile,2,24,426,0,0,2026-02-04,2026-07-03,2026-07-11,Niche/Emerging Curator (Repeat)
Side A [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,Toto,open,Anthony Monteiro,profile,0,41,178,1,0,2025-12-11,2026-07-08,2026-07-11,Mid-size Playlist
Side A [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,Discovered on Offtrack,open,Dj GRV,profile,0,90,409,0,0,2025-04-16,2026-03-21,2026-07-11,Mid-size Playlist
Side A [02] Optics of Cruelty - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
Side A [02] Optics of Cruelty - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,اهخ,open,Rel,profile,0,58,294,0,0,2026-01-16,2026-05-14,2026-07-11,Mid-size Playlist
Side A [02] Optics of Cruelty - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,Yes,Lampadub,open,Louve,profile,13,471,1874,1,0,2024-01-22,2026-05-20,2026-07-11,Generic Dump (low signal)
Side A [01] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
"[05] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass Piano JAZZ",open,Yes,izi savna soft,open,Tina Petek,profile,5,5,21,0,0,2026-03-21,2026-03-21,2026-07-11,Niche/Emerging Curator
"[05] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass Piano JAZZ",open,Yes,NO5,open,fugrock,profile,19,28,120,0,0,2026-01-16,2026-01-20,2026-07-11,Niche/Emerging Curator
"[14] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello LOFI",open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
"[14] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello LOFI",open,Yes,Latino roman,open,E. S,profile,0,3,9,0,0,2026-02-02,2026-02-02,2026-07-11,Niche/Emerging Curator
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,Trip Hop,open,Epsyl Prod,profile,55,2,7,0,0,2026-07-06,2026-07-06,2026-07-11,Priority Curator
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,GenteL RaiN,open,Angus,profile,54,97,405,0,0,2025-11-12,2026-05-11,2026-07-11,Mid-size Playlist (Repeat)
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,Late Morning Beats,open,Angus,profile,54,123,532,0,0,2026-01-30,2026-05-10,2026-07-11,Mid-size Playlist (Repeat)
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,Reggae/dub,open,Dorian Ain,profile,1,49,212,0,0,2025-04-03,2026-06-20,2026-07-11,Mid-size Playlist
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,wubz,open,Chakrates Philosophies,profile,130,111,1302,0,0,2019-03-05,2026-05-26,2026-07-11,Mid-size Playlist (Repeat)
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,brain stormz,open,Chakrates Philosophies,profile,130,79,620,0,0,2018-12-06,2026-05-23,2026-07-11,Mid-size Playlist (Repeat)
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,Reggae,open,Nando,profile,0,36,195,0,0,2025-10-01,2026-06-05,2026-07-11,Mid-size Playlist
"[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI",open,Yes,Untitled Playlist,open,andre2508,profile,0,267,798,0,0,2024-07-27,2026-07-06,2026-07-11,Generic Dump (low signal)
"[07] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,Your Mix 7,open,Женя Кравченко,profile,0,30,114,0,0,2026-04-30,2026-04-30,2026-07-11,Niche/Emerging Curator (Repeat)
"[07] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,better my things w/ goofy things,open,S695164,profile,2,24,49,0,0,2026-02-18,2026-02-24,2026-07-11,Niche/Emerging Curator
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,Badder and classier than marliyn,open,Crystal,profile,28,8,23,0,0,2026-02-27,2026-07-08,2026-07-11,Niche/Emerging Curator
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,chill,open,looleh,profile,30,198,1678,0,0,2025-01-11,2026-07-10,2026-07-11,Mid-size Playlist (Repeat)
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,Misticak,open,Silente abstrusa,profile,45,117,870,0,0,2025-05-15,2026-05-28,2026-07-11,Mid-size Playlist
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,3rd,open,m.agamia,profile,20,321,1832,0,0,2023-01-04,2026-06-21,2026-07-11,Generic Dump (low signal)
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,Dançante,open,Débora Adorno,profile,11,1,5,0,0,2026-01-14,2026-01-14,2026-07-11,Niche/Emerging Curator
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,Classic Jazz,open,Robert Rolle,profile,0,2,8,0,0,2026-01-13,2026-01-13,2026-07-11,Niche/Emerging Curator
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,divers,open,alonzo,profile,0,44,226,0,0,2018-11-01,2026-02-27,2026-07-11,Mid-size Playlist
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,2026,open,looleh,profile,30,54,1427,0,0,2025-11-22,2026-07-10,2026-07-11,Mid-size Playlist (Repeat)
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,stand in you power,open,looleh,profile,30,102,1545,0,0,2025-04-20,2026-07-08,2026-07-11,Mid-size Playlist (Repeat)
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,be centered,open,looleh,profile,30,51,436,0,0,2025-08-16,2026-07-08,2026-07-11,Mid-size Playlist (Repeat)
"[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ",open,Yes,Farsi Jazz,open,looleh,profile,30,24,92,8,0,2026-01-04,2026-05-29,2026-07-11,Niche/Emerging Curator (Repeat)
"[01] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Bass JAZZ",open,Yes,Love Is A Mystery,open,Jaana Heinsalu 1,profile,0,51,300,0,0,2026-01-09,2026-02-27,2026-07-11,Mid-size Playlist
"[01] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Bass JAZZ",open,Yes,jazzy,open,Matthew Nord,profile,22,6,24,1,0,2026-01-07,2026-06-08,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Vintage 80’s,open,Mert Oksel,profile,54,316,1332,0,0,2025-12-29,2026-07-06,2026-07-11,Generic Dump (low signal)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,New private playlist,open,Leo Myrén,profile,2,296,1102,0,0,2015-10-07,2026-07-03,2026-07-11,Generic Dump (low signal)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Zeich3n Action,open,Julia Đinh,profile,6,37,134,0,0,2026-06-11,2026-06-23,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Burlesque,open,Gyldan,profile,0,2,8,0,0,2026-06-19,2026-06-19,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Electro Porn,open,Ben D. Reborn,profile,8,9,52,0,0,2026-04-01,2026-05-31,2026-07-11,Niche/Emerging Curator (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Electop,open,Ben D. Reborn,profile,8,32,204,0,0,2026-05-16,2026-06-25,2026-07-11,Mid-size Playlist (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,bananasutra,open,Volker Seifert,profile,0,50,194,0,0,2026-04-17,2026-04-17,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Song,open,Dit,profile,0,9,31,0,0,2026-04-17,2026-04-17,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Blues Cabaret,open,Strasilo,profile,12,95,434,0,0,2016-12-25,2026-04-08,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Hampi TRP SET,open,DeviLAWA,profile,22,49,295,0,0,2026-03-30,2026-04-21,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Weird,open,Jeff in the Wild,profile,17,8,29,0,0,2026-03-29,2026-05-23,2026-07-11,Niche/Emerging Curator (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Light Dance,open,User 93717890,profile,1,6,17,0,0,2026-03-23,2026-03-29,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Burlesque,open,Kwezi Human,profile,6,6,23,0,0,2026-03-20,2026-04-24,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Be here now,open,looleh,profile,30,97,1229,0,0,2024-10-07,2026-02-23,2026-07-11,Mid-size Playlist (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,🫧,open,Andriy woo,profile,33,16,51,3,0,2026-02-16,2026-03-19,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,chill,open,looleh,profile,30,198,1678,0,0,2025-01-11,2026-07-10,2026-07-11,Mid-size Playlist (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,lounge,open,DJ Tiger Brown,profile,12,216,1003,0,0,2025-12-10,2026-06-18,2026-07-11,Generic Dump (low signal)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,French Music,open,OmHana,profile,13,5,18,0,0,2026-01-23,2026-01-24,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,??,open,Israel Magana,profile,0,1,4,0,0,2026-01-22,2026-01-22,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Burlesque,open,NouvelleDanse.com,profile,12,23,117,1,0,2026-01-22,2026-06-18,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,My Jazz Stuff,open,Fred Laurent,profile,2,57,269,0,0,2025-07-19,2026-06-12,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Jazz Latino,open,‎,profile,3,60,221,3,0,2025-10-31,2026-05-08,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Locked_,open,Flicked_Locked,profile,1,42,135,0,0,2025-03-23,2026-03-05,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,sample6,open,chillymanjaro,profile,11,15,73,0,0,2026-01-17,2026-06-26,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Untitled playlist,open,Jay,profile,0,1,4,0,0,2026-01-14,2026-01-14,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Farsi jazz,open,User 203093236,profile,0,7,32,0,0,2026-01-13,2026-01-25,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,:>,open,Bumble Bee,profile,3,28,102,1,0,2025-09-14,2026-02-28,2026-07-11,Niche/Emerging Curator
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,be centered,open,looleh,profile,30,51,436,0,0,2025-08-16,2026-07-08,2026-07-11,Mid-size Playlist (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,stand in you power,open,looleh,profile,30,102,1545,0,0,2025-04-20,2026-07-08,2026-07-11,Mid-size Playlist (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,2026,open,looleh,profile,30,54,1427,0,0,2025-11-22,2026-07-10,2026-07-11,Mid-size Playlist (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Farsi Jazz,open,looleh,profile,30,24,92,8,0,2026-01-04,2026-05-29,2026-07-11,Niche/Emerging Curator (Repeat)
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,God,open,"ilya."")",profile,0,52,124,0,0,2025-12-29,2026-02-10,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Jazz 40z,open,𝒔𝒕𝒆𝒗𝒆,profile,1,39,221,1,0,2026-01-06,2026-01-10,2026-07-11,Mid-size Playlist
"[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ",open,Yes,Jazz,open,Heghine Mkoyan,profile,0,3,10,0,0,2026-01-04,2026-01-04,2026-07-11,Niche/Emerging Curator
"[05] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,No,café,open,armin gharib,profile,5,493,2752,2,0,2025-12-04,2026-06-30,2026-07-11,Generic Dump (low signal)
"[06] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Bass JAZZ",open,Yes,مادري,open,haddadista,profile,0,3,11,0,0,2026-01-07,2026-01-26,2026-07-11,Niche/Emerging Curator
"[02] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Indie FOLK",open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
"[07] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Bass JAZZ",open,Yes,Bananasutra,open,Lincoln Scott,profile,0,82,270,2,0,2026-05-21,2026-05-27,2026-07-11,Mid-size Playlist (Repeat)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,Melodic Feeling,open,Martín Paulus,profile,2,14,66,0,0,2026-04-29,2026-07-04,2026-07-11,Niche/Emerging Curator (Repeat)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,CoolJazz,open,Martín Paulus,profile,2,23,127,0,0,2026-04-03,2026-07-04,2026-07-11,Niche/Emerging Curator (Repeat)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,nice,open,moon,profile,3,225,955,0,0,2020-09-27,2026-06-12,2026-07-11,Generic Dump (low signal)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,jazz,open,Butterfly K,profile,2,492,2008,1,0,2025-03-28,2026-03-22,2026-07-11,Generic Dump (low signal)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,newnewnewnew,open,DJ OOMAMi🕊,profile,62,40,159,0,0,2025-12-20,2026-01-31,2026-07-11,Mid-size Playlist
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,Farsi Jazz,open,looleh,profile,30,24,92,8,0,2026-01-04,2026-05-29,2026-07-11,Niche/Emerging Curator (Repeat)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,funki soul,open,Rafa Cordo,profile,7,49,277,1,0,2021-07-16,2026-01-13,2026-07-11,Mid-size Playlist
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,English,open,Qasim.,profile,16,338,1401,3,0,2020-06-06,2026-06-07,2026-07-11,Generic Dump (low signal)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,Good Music - 5,open,Okos.szajko,profile,0,95,516,0,0,2025-12-17,2026-02-25,2026-07-11,Mid-size Playlist (Repeat)
"[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ",open,Yes,my best songs,open,Popping Mesh,profile,51,6,121,0,0,2020-07-05,2026-04-29,2026-07-11,Priority Curator
"[01] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Gospel BLUES",open,Yes,Bananasutra,open,Lincoln Scott,profile,0,82,270,2,0,2026-05-21,2026-05-27,2026-07-11,Mid-size Playlist (Repeat)
"[01] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Gospel BLUES",open,Yes,Banana Sutra,open,3rd Ear,profile,1496,7,22,0,0,2026-01-13,2026-04-19,2026-07-11,Priority Curator
"[01] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Gospel BLUES",open,Yes,Church K,open,Kelz,profile,1,29,191,0,0,2026-01-08,2026-01-08,2026-07-11,Niche/Emerging Curator
"[11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES",open,Yes,Mine,open,A,profile,0,36,147,0,0,2026-01-08,2026-07-05,2026-07-11,Mid-size Playlist
"[11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES",open,Yes,Chilllllz,open,D3,profile,5,61,313,0,0,2025-10-29,2026-04-13,2026-07-11,Mid-size Playlist
"[08] Two Things, Darling • KNOWsutra Bertrand (Knows) Existential Poetry Mama DUB",open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,Sky Chillin’,open,ANJOK,profile,6,32,141,1,0,2026-05-05,2026-06-02,2026-07-11,Mid-size Playlist (Repeat)
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,Untitled playlist,open,Sukhan Gill,profile,1,19,90,0,0,2026-03-28,2026-03-28,2026-07-11,Niche/Emerging Curator
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,Lounge Inn 🏝️,open,Angus,profile,54,62,266,0,0,2025-11-10,2026-04-08,2026-07-11,Mid-size Playlist (Repeat)
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,RaiNy dAyz!,open,Angus,profile,54,62,243,0,0,2025-11-11,2026-04-08,2026-07-11,Mid-size Playlist (Repeat)
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,GenteL RaiN,open,Angus,profile,54,97,405,0,0,2025-11-12,2026-05-11,2026-07-11,Mid-size Playlist (Repeat)
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,Late Morning Beats,open,Angus,profile,54,123,532,0,0,2026-01-30,2026-05-10,2026-07-11,Mid-size Playlist (Repeat)
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,Reggae❤️‍🔥,open,mana,profile,6,63,271,1,0,2025-05-09,2026-06-25,2026-07-11,Mid-size Playlist
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,P@c Mar,open,Perlin Marquez,profile,0,7,27,0,0,2025-12-29,2026-01-22,2026-07-11,Niche/Emerging Curator
"[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE",open,Yes,surf,open,sae,profile,0,29,133,0,0,2025-12-02,2026-04-27,2026-07-11,Niche/Emerging Curator
"[09] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES",open,Yes,funki soul,open,Rafa Cordo,profile,7,49,277,1,0,2021-07-16,2026-01-13,2026-07-11,Mid-size Playlist
"[01] Two Things, Darling • KNOWsutra Bertrand (Knows) Tzigane Peace Conscious Fusion Indie LOFI",open,Yes,Bananasutra,open,Lincoln Scott,profile,0,82,270,2,0,2026-05-21,2026-05-27,2026-07-11,Mid-size Playlist (Repeat)
