ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,ep_engagement_rate,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,vid_exist,vid_ytplaylist,vid_yturl,created_at,playlist_names_clean
Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Acoustic Psychedelick Fusion EPx28,https://soundcloud.com/bananasutra/sets/truth-i-never-knew-knowsutra-epx28,1,,KNOWsutra,DUB,DUB,28,"[01] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Americana Bluegrass Banjo BLUES, [02] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Authentic Dubby FOLK, [03] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Authentic Dubby FOLK, [04] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Arabesk Hop LOFI, [05] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Arabesk Hop LOFI, [06] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Arabesk Accordion Hop LOFI, [07] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Arabesk Hop LOFI, [08] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Tzigane Fusion LOFI, [09] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Tzigane Fusion LOFI, [10] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Tzigane Fusion LOFI, [11] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick F-Bomb Trip Hop Dub LOFI, [12] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick F-Bomb Trip Hop Dub LOFI, [13] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick F-Bomb Trip Hop Dub LOFI, [14] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Hop Hop Bruh LOF, [15] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Hop Hop Bruh LOFI, [16] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Motorik INDIE, [17] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Motorik INDIE, [18] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Motorik INDIE, [19] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Motorik INDIE, [20] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Motorik INDIEwav, [21] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Motorik INDIE, [22] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Motorik INDIE, [23] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Gipsy Mama Ragga Circus DUB, [24] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Ragga Mama Circus DUB, [25] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Ragga Mama Circus DUB, [26] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Ragga Mama Circus DUB, [27] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Ragga Mama Circus DUB, [28] Truth I Never Knew (Crushing on Bertrand) • KNOWsutra Psychedelick Gipsy Fado Techno World INDIE","2364209942, 2364209912, 2364209939, 2364209915, 2364209921, 2364209927, 2364209930, 2364209924, 2364209933, 2364209918, 2364209936, 2364209975, 2364209954, 2364209963, 2364209990, 2364209948, 2364209951, 2364209972, 2364209993, 2364209957, 2364209969, 2364209966, 2364209945, 2364209987, 2364209981, 2364209984, 2364209978, 2364209960",7089,84,1.184934,1:49:44,https://i1.sndcdn.com/artworks-USjXE89RQzptyvXI-fGzBJg-t500x500.jpg,https://i1.sndcdn.com/artworks-USjXE89RQzptyvXI-fGzBJg-t1080x1080.jpg,Truth I Never Knew (Crushing on Bertrand),L-272,checked,,"28 tracks about that one day I finally understood most people would rather believe what feels comfortable than confront an uncomfortable truth, myself included... until I met Bertrand.",Ask: BERTRAND (knows),,,,2026-07-20T06:51:16Z,"BLUESsutra, DUBsutra, DUBsutra (Best Of), FOLKsutra, INDIEsutra, KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra"
Tune in the Tender ☲ #GROWsutra EPx9,https://soundcloud.com/bananasutra/sets/tune-in-the-tender-growsutra-epx9,1,,GROWsutra,"DUB,INDIE,LOFI","DUB,INDIE,LOFI",9,"[01] Tune in the Tender • LOFI BLUESsutra, [02] Tune in the Tender • LOFI JAZZsutra, [03] Tune in the Tender • Jazzy DUBsutra, [04] Tune in the Tender • Indie DUB, [05] Tune in the Tender • Jazzy DUBsutra, [06] Tune in the Tender • Jazzy DUBsutra, [07] Tune in the Tender • Cello INDIEsutra, [08] Tune in the Tender • Cello Drum Howl MANTRAsutra, [09] Tune in the Tender • Cello Indie Howl MANTRAsutra","2117120607, 2117120613, 2117120595, 2117120598, 2117120601, 2117120616, 2117120610, 2117120604, 2117120619",2946,32,1.086219,0:36:05,https://i1.sndcdn.com/artworks-ayo6PDrn2o8EClWe-wyHddg-t500x500.png,https://i1.sndcdn.com/artworks-ayo6PDrn2o8EClWe-wyHddg-t1080x1080.png,Tune In The Tender,L-273,checked,,"A solid half-hour of beauty that bleeds, across 9 tracks. I still care. I still cry. That's why I'm still here. Inspired by Herman Hesse. Kindness as rebellion.",Dare: KIND(ness),,,,2025-06-21T09:02:24Z,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, GROWsutra : KIND(ness), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), LOFIsutra (Best Of), MANTRAsutra"
Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,1,,KNOWsutra,"BANJO,BLUES,DUB,INDIE,LOFI","BANJO,BLUES,DUB,FLAMENCO,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,"[01] Two Things, Darling • KNOWsutra Bertrand (Knows) Tzigane Peace Conscious Fusion Indie LOFI, [02] Two Things, Darling • KNOWsutra Bertrand (Knows) Tzigane Peace Conscious Fusion Indie LOFI, [03] Two Things, Darling • KNOWsutra Bertrand (Knows) Existential Cello Trip Hop(e) LOFI, [04] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [05] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [06] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [08] Two Things, Darling • KNOWsutra Bertrand (Knows) Existential Poetry Mama DUB, [09] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES, [10] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES, [11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES","2240112722, 2240112716, 2240112731, 2240112728, 2240112734, 2240112743, 2240112737, 2240112740, 2240112725, 2240112719, 2240112746",8440,75,0.888626,0:43:01,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t500x500.png,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t1080x1080.png,"Two Things, Darling",L-274,checked,,"Nearly an hour of curious reckoning, across 11 tracks. Two things, darling: the world is mad, and kindness is the only sane response. Get the facts right. Keep love in sight. Bertrand Russell walked in and stayed. One of the heavier hitters: 8k+ plays. Bertrand would approve. Probably.",Ask: BERTRAND (knows),,,,2026-01-01T22:37:09Z,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), JAZZsutra (Best Of), KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra"
Untamed EP X3,https://soundcloud.com/bananasutra/sets/untamed-ep-x3,1,,GROWsutra,INDIE,INDIE,3,"Belief Untamed, Just a Heart that Stays the Same, No Rebelion, No Shame","1984707755, 1984707763, 1984707767",534,2,0.374532,0:07:37,https://i1.sndcdn.com/artworks-h4WvLIv6GtEpPvLT-kyZycQ-t500x500.png,https://i1.sndcdn.com/artworks-h4WvLIv6GtEpPvLT-kyZycQ-t1080x1080.png,Untamed,L-276,checked,,"A 3-track sun-drunk hymn that dares you to show up. Born untamed. Nobody chooses the path they roam. The sound: indie. Holy questions, no holy answers.",Dare: GOD (etc.),,,,2024-12-14T20:25:26Z,"BANJOsutra, BLUESsutra, BOWsutra the last of 7 sutras · it's divine <3, FOLKsutra, GROWsutra : GOD (etc), Questions for the (kind) POPE in the Sky"
Up a San Francisco Hill EP(x4) VOL.2,https://soundcloud.com/bananasutra/sets/up-a-san-francisco-hill-epx4-vol2,2,,GLOWsutra,DUB,DUB,4,"Up a San Francisco Hill • dubby DUBsutra, Up a San Francisco Hill • dubby FOLKsutra, Up a San Francisco Hill • jazzy INDIEsutra, Up a San Francisco Hill • Jazzy DUB(step)sutra","2021229413, 2021246561, 2021247549, 2021229409",753,9,1.195219,0:13:31,https://i1.sndcdn.com/artworks-pNf3bEZAmay75ojX-AjKkkg-t500x500.png,https://i1.sndcdn.com/artworks-pNf3bEZAmay75ojX-AjKkkg-t1080x1080.png,Up a San Francisco Hill,L-277,checked,,"4 tracks of beauty that bleeds. Hippies puffing, poets dreaming, tambourines, hair flowers flying. Sundays on a San Francisco hill, and nowhere else to be. With a wink to Jacques Brel. Vol. 2, because one wasn't enough. A rainbow in someone's cloud.",Bless: RAINBOWS (in my clouds),,,,2025-01-29T19:15:53Z,"GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, INDIEsutra"
Up a San Francisco Hill • Bananasutra Heart Beats,https://soundcloud.com/bananasutra/sets/up-a-san-francisco-hill-bananasutra-heart-beats,1,,GLOWsutra,DUB,DUB,8,"Up A San Francisco Hill • BURLESQUEsutra • Humble Hippie Dub Dub Drums, Up A San Francisco Hill • INDIEsutra • Humble Hippie Dub Dub House, Up A San Francisco Hill • DUBsutra • Humble Hippie Dub Dub Dreams, Up A San Francisco Hill • MANTRAsutra • Humble Hippie Drum Drum Beat","2018851181, 2018851133, 2018851165, 2018851153",799,3,0.375469,0:12:52,https://i1.sndcdn.com/artworks-GDiJpggFg27JRXo9-ZnhHqQ-t500x500.jpg,https://i1.sndcdn.com/artworks-GDiJpggFg27JRXo9-ZnhHqQ-t1080x1080.jpg,Up a San Francisco Hill,L-277,checked,,"8 tracks of beauty that bleeds. Hippies puffing, poets dreaming, tambourines, hair flowers flying. Sundays on a San Francisco hill, and nowhere else to be. With a wink to Jacques Brel. A rainbow in someone's cloud.",Bless: RAINBOWS (in my clouds),,,,2025-01-26T23:36:26Z,"BURLESQUEsutra, DUBsutra, GLOWsutra where gratitude feeds, INDIEsutra, MANTRAsutra"
Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,https://soundcloud.com/bananasutra/sets/waldos-fascist-tango-epx3-vol-1-blowsutra-burlesque,1,,GROWsutra,"BURLESQUE,JAZZ","BURLESQUE,JAZZ",3,"[1] Waldo's Fascist Tango - CATjazz BURLESQUE, [2] Waldo's Fascist Tango - HATjazz BURLESQUE, [3] Waldo's Fascist Tango - Oh Boy Accordion BURLESQUE","2071884156, 2071884160, 2071884152",696,7,1.005747,0:10:30,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t500x500.png,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t1080x1080.png,Waldo's Fascist Tango (Down We Go),L-281,checked,,"3 burlesque and jazz tracks disguised as music. The ballroom is lit. The leaders are waltzing. Down we go. A nod to Ralph Waldo Emerson. Holy questions, no holy answers.",Dare: GOD (etc.),,,,2025-04-06T01:10:44Z,"BLOWsutra : APES (gone wrong), BURLESQUEsutra, BURLESQUEsutra (Best Of), GROWsutra : GOD (etc), QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky"
We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/we-live-not-by-lies-epx12-growsutra-revolution-ring,1,,GROWsutra,"BURLESQUE,DUB,INDIE,LOFI,ROCK","BURLESQUE,DUB,GIPSY,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",12,"[01] We Live Not By Lies - GROWsutra Gipsy Poetry DUB, [02] We Live Not By Lies - GROWsutra Pyschedelic Cello Dream Dub INDIE, [03] We Live Not By Lies - GROWsutra Psychedelic Piano Cello INDIE, [04] We Live Not By Lies - GROWsutra Psychedelic Piano Cello INDIE, [05] We Live Not By Lies - GROWsutra Tzigane Arabesk Fusion Indie LOFI, [06] We Live Not By Lies - GROWsutra Tzigane Arabesk Fusion Indie LOFI, [07] We Live Not By Lies - GROWsutra Tzigane Arabesk Fusion Indie LOFI, [08] We Live Not By Lies - GROWsutra Tzigane Arabesk Fusion Indie LOFI, [09] We Live Not By Lies - GROWsutra Tzigane Arabesk Fusion Indie LOFI, [10] We Live Not By Lies - GROWsutra Post-Punk Rock Bar Girl BURLESQUE, [11] We Live Not By Lies - GROWsutra IBYN Post-Punk BURLESQUE ROCK, [12] We Live Not By Lies - GROWsutra IBYN Post-Punk BURLESQUE ROCK","2211706571, 2211706586, 2211706580, 2211706565, 2211706562, 2211706556, 2211706574, 2211706568, 2211706583, 2211706589, 2211706559, 2211706577",11228,106,0.944068,0:34:57,https://i1.sndcdn.com/artworks-aUUxzKo6oEXsOIfq-vtqUJA-t500x500.png,https://i1.sndcdn.com/artworks-aUUxzKo6oEXsOIfq-vtqUJA-t1080x1080.png,We Live Not By Lies,L-282,checked,,"A solid half-hour of uncut honesty, across 12 tracks. We live not by lies. Solzhenitsyn said it. It's still true. Inspired by Aleksandr Solzhenitsyn. Resonated: 11k plays and 107 likes so far. Dare to care. That's the whole thing.",Dare: DARE (to care),,,,2025-11-13T07:30:08Z,"BLOWsutra : REVOLT (now), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), GROWsutra : DARE (to care), GROWsutra where we be brave, HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), KNOWsutra : (naked) TRUTH, LOFIsutra, ROCKsutra, ROCKsutra (Best Of)"
We Remember What (We Remember What) We Feel☉EPx5 INDIE GROWsutra,https://soundcloud.com/bananasutra/sets/we-remember-what-we-remember-what-we-feelepx5-indie-growsutra,1,,GROWsutra,INDIE,INDIE,5,"we remember what we remember when we feel 1, we remember what we remember when we feel 2, we remember what we remember when we feel 3, we remember what we remember when we feel 4, we remember what we remember when we feel 5","2106690216, 2106690222, 2106690225, 2106690219, 2106690213",1442,37,2.565881,0:15:54,https://i1.sndcdn.com/artworks-InO7MMy9vHYpBdDo-YcZoDQ-t500x500.png,https://i1.sndcdn.com/artworks-InO7MMy9vHYpBdDo-YcZoDQ-t1080x1080.png,We Remember What (We Remember What) We Feel☉,L-283,checked,,5 indie tracks asking questions that sting. They say “empathy is weakness” because feeling makes you question what they can’t afford to answer... Dare to care. That's the whole thing.,Dare: DARE (to care),,,,2025-06-02T23:28:12Z,"GROWsutra : DARE (to care), GROWsutra where we be brave, HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), MANTRAsutra (Best Of)"
We're Tiny Specks · Right • BOWsutra,https://soundcloud.com/bananasutra/sets/were-tiny-specks-right-bowsutra-epx11,1,,BOWsutra,"LOFI,DUB,INDIE","LOFI,DUB,INDIE,PSYCHEDELIC,GIPSY",11,"[01] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Hop Hop LOFI, [02] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Hop Hop LOFI, [03] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Hop Hop LOFI, [04] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Arabesk Hop Indie LOFI, [05] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Arabesk Hop Indie LOFI 2, [06] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Cello LOFI, [07] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Acoustic DUB, [08] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Acoustic DUB, [09] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Motorik INDIE, [10] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Motorik INDIE, [11] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Motorik INDIE","2301494084, 2301494105, 2301494087, 2301494081, 2301494093, 2301494090, 2301494108, 2301494099, 2301494111, 2301494102, 2301494096",10009,119,1.188930,0:25:36,https://i1.sndcdn.com/artworks-iSBnDzZ6pNZ2thIT-zteX6Q-t500x500.png,https://i1.sndcdn.com/artworks-iSBnDzZ6pNZ2thIT-zteX6Q-t1080x1080.png,"We’re Tiny Specks, Right?",L-359,checked,checked,"Eleven tracks of cosmic shrug and chosen care. Carl Sagan said we're tiny specks in a sea of stars; Banana asks the follow-up: if nothing out there is keeping score, what do we choose to care about? Psychedelic hop, dreamy dub, trippy motorik, drifting in space. The whole EP loops toward one word: care.",Bow: Cosmic Bananas,,,,2026-04-13T02:45:07Z,"BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, DUBsutra (Best Of), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
Wet (Prickly) Peaches vol.2,https://soundcloud.com/bananasutra/sets/wet-prickly-peaches-vol2,2,,FLOWsutra,BLUES,BLUES,9,"Wet Peaches • Cello INDIEsutra, Wet Peaches • Cello INDIEsutra (1), Wet Peaches • Cello INDIEsutra (2), Wet Peaches • Cello INDIEsutra (3), Wet Peaches • DUBsutra (1), Wet Peaches • DUBsutra (2), Wet Peaches • DUBsutra (3), Wet Peaches • JAZZsutra, Wet Peaches • Blues BANJOsutra","2029683436, 2029683528, 2029683492, 2029683456, 2029683404, 2029683356, 2029683308, 2029683260, 2029683560",2109,33,1.564723,0:27:28,https://i1.sndcdn.com/artworks-y6GNuYSUFwSvEtI4-VH6lnQ-t500x500.jpg,https://i1.sndcdn.com/artworks-y6GNuYSUFwSvEtI4-VH6lnQ-t1080x1080.jpg,Wet (Prickly) Peaches vol.2,L-285,checked,,"A solid half-hour of gleeful absurdity, across 9 tracks. What Jefferson Airplane would sound like as a haunting psychedelic ode to radical intimacy. Vol. 2, because some songs are cheekier than others. Served in blues. Volume 2 hits different. Where trust gets tender.","Trust: WET (my friend),EP: Peachy",,,,2025-02-08T23:13:28Z,"BANJOsutra, BLUESsutra, BLUESsutra (Best Of), DUBsutra, FLOWsutra : WET (my friend), INDIEsutra, JAZZsutra, SHOWsutra where bananas play"
What It's About - Blues Dub Murica Mantra EPx7,https://soundcloud.com/bananasutra/sets/what-its-about-blues-dub-murica-mantra-epx7,1,,BLOWsutra,"BLUES,DUB,MANTRA","BLUES,DUB,MANTRA",7,"[01] What It's About - BLUESsutra, [02] What It's About - BLUESsutra, [03] What It's About - INDIEsutra, [04] What It's About - DUBsutra, [05] What It's About - DUBsutra, [06] What It's About - Drum MANTRAsutra, [07] What It's About - Drum MANTRAsutra","2107318947, 2107318959, 2107318965, 2107318962, 2107318950, 2107318956, 2107318953",1500,21,1.400000,0:24:28,https://i1.sndcdn.com/artworks-GLU0pK07IFyP9sOF-R4l6cg-t500x500.jpg,https://i1.sndcdn.com/artworks-GLU0pK07IFyP9sOF-R4l6cg-t1080x1080.jpg,What It's About,L-288,checked,,"A 7-track sun-drunk hymn that stares history in the face. It's not about you or me. It's about the wounds nobody named. The sound: blues, dub, and mantra. The peace prayer that won't shut up.",Ask: PEACE (not war),,,,2025-06-04T01:10:00Z,"BLOWsutra, BLUESsutra, BLUESsutra (Best Of), GROWsutra : DARE (to care), INDIEsutra, MANTRAsutra, QUACKsutra where we sing FU"
What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,2,,KNOWsutra,"BANJO,BLUES,BURLESQUE,JAZZ","BANJO,BLUES,BURLESQUE,JAZZ,PSYCHEDELIC,TRIP HOP",6,"[01] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE, [02] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE, [03] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE, [04] What It's About • Vol. 02 • BLOWsutra Revolution Ring Psychedelic Piano Trip Hop Blues JAZZ, [05] What It's About • Vol. 02 • BLOWsutra Revolution Ring Psychedelic BANJO Trip Hop Blues JAZZ, [06] What It's About • Vol. 02 • BLOWsutra Revolution Ring Psychedelic Banjo Trip Hop Blues JAZZ","2216245640, 2216245637, 2216245649, 2216245643, 2216245634, 2216245646",5039,75,1.488391,0:25:11,https://i1.sndcdn.com/artworks-f5X1h7BNCNHQw6au-Qj1DyQ-t500x500.png,https://i1.sndcdn.com/artworks-f5X1h7BNCNHQw6au-Qj1DyQ-t1080x1080.png,What It's About,L-288,checked,,"A 25-minute ride of uncut honesty, across 6 tracks. It's not about you or me. It's about the wounds nobody named. The sound: banjo, blues, and burlesque. Volume 2 hits different. The peace prayer that won't shut up.",Ask: PEACE (not war),,,,2025-11-20T22:24:13Z,"BLOWsutra, BURLESQUEsutra (Best Of), JAZZsutra (Best Of), KNOWsutra : PEACE (not War)"
What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,https://soundcloud.com/bananasutra/sets/what-the-mirror-said-reste-lucide-glowsutra-jazz,1,,GROWsutra,"BURLESQUE,INDIE,JAZZ","BURLESQUE,INDIE,JAZZ",5,"What the Mirror Said (Reste Lucide) • Lucille Clifton • GLOWsutra Lucide French JAZZ, What the Mirror Said (Reste Lucide) • Lucille Clifton • GLOWsutra Radiance French JAZZ, What the Mirror Said (Reste Lucide) • Lucille Clifton • GLOWsutra Believe French INDIE, What the Mirror Said (Reste Lucide) • Lucille Clifton • GLOWsutra This Light French JAZZ, What the Mirror Said (Reste Lucide) • Lucille Clifton • GLOWsutra Miroir Oh Miroir French BURLESQUE","2136264261, 2136264267, 2136264270, 2136264273, 2136264264",772,7,0.906736,0:18:38,https://i1.sndcdn.com/artworks-VQkWPBpI3EhvPQjd-JaXiYg-t500x500.png,https://i1.sndcdn.com/artworks-VQkWPBpI3EhvPQjd-JaXiYg-t1080x1080.png,What the Mirror Said (Reste Lucide),L-290,checked,,"A 18-minute ride of beauty that bleeds, across 5 tracks. Un hommage à Lucille Clifton — en français. T'es un feu, un fleuve, une immensité. Reste lucide. Burlesque, indie, and jazz grooves from end to end. En français, évidemment. Kindness as rebellion.",Dare: KIND(ness),,,,2025-07-25T08:08:38Z,"BURLESQUEsutra, FRENCHsutra oui oui · sacrebleu, GLOWsutra where gratitude feeds, GROWsutra : KIND(ness), JAZZsutra, JAZZsutra (Best Of), OUI OUI : Pardon (my French)"
What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,https://soundcloud.com/bananasutra/sets/whats-f-a-s-c-i-s-t-epx9-vol-1-blowsutra-jazz-folk-fusion,1,,BLOWsutra,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,COUNTRY,FOLK,JAZZ,LOFI",8,"[1] What's Fascist - My song is a little bit Snarky (misscheeky) - FOLK, [2] What's Fascist - My song is a little bit Snarky (CATjazz) - BURLESQUE, [3] What's Fascist - My song is a little bit Quirky (LOFIstoryteller) - JAZZ, [4] What's Fascist - My song is a little bit Quirky [AD] - LOFI, [5] What's Fascist - My Country's got a new Daddy (IBYN) - FOLK, [6] What's Fascist - My Country's got a new Daddy (shewannaknow) - JAZZ LOFI, [7] What's F-A-S-C-I-S-T  Welcome to the State of the not so Free (psyTenor) - BURLESQUE, [8] What's F-A-S-C-I-S-T  Welcome to the State of the not so Free (AD) - JAZZ LOFI","2070512072, 2070512040, 2070512056, 2070512060, 2070512036, 2070512048, 2070512052, 2070512064",1563,11,0.703775,0:25:17,https://i1.sndcdn.com/artworks-ovG5pHzgSSHWXS4C-9duL4w-t500x500.png,https://i1.sndcdn.com/artworks-ovG5pHzgSSHWXS4C-9duL4w-t1080x1080.png,What's F-A-S-C-I-S-T?,L-292,checked,,"8 tracks of democracy in distress. F is for... wait, let's spell it out slowly. Served in burlesque, folk, and jazz. The naked truth, served warm.",Ask: (Naked) TRUTH,,,,2025-04-04T00:41:21Z,"BLOWsutra, BLOWsutra : CENSOR(ed), BURLESQUEsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, JAZZsutra, LOFIsutra, QUACKsutra where we sing FU"
