ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,created_at,playlist_names_clean
Broken Whole (Vol. 02) • EPx16 • GROWsutra Psychedelick Banjo BLUES + FOLK + DUB,https://soundcloud.com/bananasutra/sets/broken-whole-growsutra-vol2-epx16,2,,GROWsutra,"BANJO,FOLK","BANJO,FOLK",16,"[01] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [02] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [03] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [04] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [05] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [06] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [07] Broken Whole (Encore) • GROWsutra Kindness Is In The Depth Bluesy Banjo FOLK, [08] Broken Whole (Encore) • GROWsutra Kindness Is In The Depth Bluesy Banjo FOLK, [09] Broken Whole (Encore) • GROWsutra Queen of Authentic Dubby Banjo FOLK, [10] Broken Whole (Encore) • GROWsutra Queen of Authentic Dubby Banjo FOLK, [11] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [12] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [13] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [14] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [15] Broken Whole (Encore) • GROWsutra La Poesita Fado World Indie DUB, [16] Broken Whole (Encore) • GROWsutra La Poesita Fado World Indie DUB",,13598,123,0:47:21,https://i1.sndcdn.com/artworks-z8cA6ydBGgr5F4Jp-zISI5w-t500x500.png,https://i1.sndcdn.com/artworks-z8cA6ydBGgr5F4Jp-zISI5w-t1080x1080.png,Broken Whole (Encore),L-423,checked,,"Serious questions, for you and I and us all, recycled from the bottom of my (he)art...",,2026-06-02 02:32,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), GROWsutra : DARE (to care), GROWsutra where we be brave"
What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,2,,KNOWsutra,"BANJO,BLUES,BURLESQUE,JAZZ","BANJO,BLUES,BURLESQUE,JAZZ,PSYCHEDELIC,TRIP HOP",6,"[01] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE, [02] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE, [03] What It's About • Vol. 02 • BLOWsutra Revolution Ring Piano Jazz BURLESQUE, [04] What It's About • Vol. 02 • BLOWsutra Revolution Ring Psychedelic Piano Trip Hop Blues JAZZ, [05] What It's About • Vol. 02 • BLOWsutra Revolution Ring Psychedelic BANJO Trip Hop Blues JAZZ, [06] What It's About • Vol. 02 • BLOWsutra Revolution Ring Psychedelic Banjo Trip Hop Blues JAZZ",,4963,74,0:25:11,https://i1.sndcdn.com/artworks-f5X1h7BNCNHQw6au-Qj1DyQ-t500x500.png,https://i1.sndcdn.com/artworks-f5X1h7BNCNHQw6au-Qj1DyQ-t1080x1080.png,What It's About,L-288,checked,,"A 25-minute ride of uncut honesty, across 6 tracks. It's not about you or me. It's about the wounds nobody named. The sound: banjo, blues, and burlesque. Volume 2 hits different. The peace prayer that won't shut up.",Ask: PEACE (not war),2025-11-20 22:24,"BLOWsutra, BURLESQUEsutra (Best Of), JAZZsutra (Best Of), KNOWsutra : PEACE (not War)"
FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol2-epx10-burlesquesutra,2,,QUACKsutra,"BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK","BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK",10,"[01] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [02] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [03] FOTUS Circus VOL. 02 • Liberty's in Chains • JAZZ LOFI QUACKsutra, [04] FOTUS Circus Vol. 02  • Monkey Dance • QUACKsutra, [05] FOTUS Circus Vol. 02 • Monkey Dance • QUACKsutra, [06] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [07] FOTUS Circus Vol. 02 • Ego Lore Galore • QUACKsutra, [08] FOTUS Circus VOL. 02 • Step Right In, Don't be Shy • Burlesque QUACKsutra, [09] FOTUS Circus VOL. 02 • It's FOTUS Horror Show Tonight • banjo folk QUACKsutra, [10] FOTUS Circus VOL. 02 • Liberty's in Chain • ROCK QUACKsutra",,1733,11,0:32:55,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t500x500.png,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t1080x1080.png,FOTUS Circus: Ginsberg Hollow (Horror) Show,L-82,checked,,"10 banjo, burlesque, and folk tracks for the ones who still give a damn. It's the Allen Ginsberg Show (in ducklandia). Good joke. And FOTUS rhymes with anus. Channeling Allen Ginsberg, obviously. Vol. 2, because one wasn't enough.",Quack: FOTUS Circus,2025-05-21 02:01,"BANJOsutra, FOTUS CIRCUS Playlist An American Freaks Show, HIDDEN PEELS, LOFIsutra, QUACKsutra : FOTUS Circus"
If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-vol-2-epx22-blowsutra-censored-epstein-etcetera-soundtrack,2,,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,CABARET,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",22,"Side A [01] If We Had But(t) The Truth • BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Hop LOFI, Side A [02] If We Had But(t) The Truth • BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Hop LOFI, Side A [03] If We Had But(t) The Truth • BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Scratch Hop LOFI, Side A [04] If We Had But(t) The Truth • BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Hop LOFI, Side A [05] If We Had But(t) The Truth • BLOWsutra (Censored) Storyteller Hip Trip Hop LOFI, Side A [06] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB, Side A [07] If We Had But(t) The Truth • BLOWsutra (Censored) PsyFolk Poetry on the Bridge DUB, Side A [08] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB, Side A [09] If We Had But(t) The Truth • BLOWsutra (Censored) Feel Di Riddim Ragga Mama DUB, Side A [10] If We Had But(t) The Truth • BLOWsutra (Censored) WSWHFN Ragga Mama DUB, Side A [11] If We Had But(t) The Truth • BLOWsutra (Censored) Dem Sed Ragga Mama DUB, Side A [12] If We Had But(t) The Truth • BLOWsutra (Censored) Dem Sed Ragga Mama DUB, Side B [13] If We Had But(t) The Truth • BLOWsutra (Censored) Destiny Classic Psychedelia BLUES, Side B [14] If We Had But(t) The Truth • BLOWsutra (Censored) Gipsy Psychedelia Strings Indie FOLK, Side B [15] If We Had But(t) The Truth • BLOWsutra (Censored) Gipsy Psychedelia Accordion Cello Indie FOLK, Side B [16] If We Had But(t) The Truth • BLOWsutra (Censored) PsyPunk Rock Cabaret BURLESQUE, Side B [17] If We Had But(t) The Truth • BLOWsutra (Censored) PsyPunk Rock Cabaret BURLESQUE, Side B [18] If We Had But(t) The Truth • BLOWsutra (Censored) PsyPunk Rock Cabaret BURLESQUE, Side B [19] If We Had But(t) The Truth • BLOWsutra (Censored) Burlesque PsyGipsy Cello Jazz INDIE, Side B [20] If We Had But(t) The Truth • BLOWsutra (Censored) Burlesque PsyGipsy Cello Jazz INDIE, Side B [21] If We Had But(t) The Truth • BLOWsutra (Censored) Burlesque PsyGipsy Cello Jazz INDIE, Side B [22] If We Had But(t) The Truth • BLOWsutra (Censored) Burlesque PsyGipsy Cello Jazz INDIE",,13917,96,1:18:17,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t500x500.png,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t1080x1080.png,If We Had But(t) The Truth,L-114,checked,,"22 tracks of fair-play defiance. If we had but(t) the truth, what would we even do with it? Blues, burlesque, and dub grooves from end to end. Volume 2 hits different. One of the heavier hitters: 13k+ plays.",Speak: CENSOR(ed),2026-01-25 23:52,"BLOWsutra, BLOWsutra : CENSOR(ed), BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), INDIEsutra, LOFIsutra, LOFIsutra (Best Of), QUACKsutra where we sing FU"
Tell the Truth EP x4 BLUESsutra,https://soundcloud.com/bananasutra/sets/tell-the-truth-ep-x4-bluessutra,2,,KNOWsutra,"BANJO,BLUES,JAZZ","BANJO,BLUES,JAZZ",5,"Tell the Truth (That Spark In Your Eye), That Spark In Your Eye (Tell the Truth), Feeel The Rhythm (Tell the Truth), Face The World (Feel the Bass), Tell the Truth : BANJOsutra",,1299,21,0:18:54,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t500x500.jpg,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t1080x1080.jpg,Tell The Truth,L-239,checked,,"5 banjo, blues, and jazz tracks dripping with uncomfortable truths. Tell the truth. Even when it's inconvenient. Especially then. This is Vol. 2—the saga deepens. The naked truth, served warm.",Ask: (Naked) TRUTH,2025-01-22 11:10,"BANJOsutra, BLUESsutra, BLUESsutra (Best Of), GROWsutra where we be brave, INDIEsutra, JAZZsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter"
Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,https://soundcloud.com/bananasutra/sets/double-standards-ep-4-vol-2,2,,BLOWsutra,"FOLK,LOFI","FOLK,LOFI",4,"[1] Double Standards (why we can't be brave) • VOL. 2 • LOFI FOLK, [2] Double Standards (in a world of unspoken lies) • VOL. 2 • LOFI FOLKsutra, [3] Double Standards (in a world of unspoken lies) • VOL. 2 • Bass LOFIsutra, [4] Double Standards (in a world of shadows) • VOL. 2 • Acapela MANTRAsutra",,757,4,0:12:16,https://i1.sndcdn.com/artworks-CzCzt9mTlZWzjTqp-8FLR4g-t500x500.png,https://i1.sndcdn.com/artworks-CzCzt9mTlZWzjTqp-8FLR4g-t1080x1080.png,Double Standards,L-64,checked,,"A 4-track shadow-walk that dares you to show up. They censor skin but cradle sin. Guns in, truth locked out. Why can't we be brave? A waltz-question that won't age. Channeling Jacques Brel, obviously. This is Vol. 2—the saga deepens. Dare to care. That's the whole thing.",Dare: DARE (to care),2025-04-02 05:42,"FOLKsutra, GROWsutra : DARE (to care), GROWsutra where we be brave, JAZZsutra, MANTRAsutra"
Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,2,,BLOWsutra,LOFI,LOFI,3,"Nietzsche’s Gift V.3 • LOFI Jazzz • sutraKNOW, Nietzsche’s Gift V.1 • LOFI Jazzz • sutraKNOW, Nietzsche’s Gift V.2 • LOFI Jazzz • sutraKNOW",,2460,35,0:10:06,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t500x500.jpg,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t1080x1080.jpg,Nietzsche's Gift (Muddy Waters),L-165,checked,,"A quick 10-minute burst of ego autopsy, across 3 tracks. They muddy the water to make it look deep. Nietzsche saw through it. Inspired by Friedrich Nietzsche. Volume 2 hits different. Ego, meet your reflection.",Speak: EGO (gone loco),2024-11-19 17:53,"BLOWsutra : EGO (gone loco), KNOWsutra where questions matter, LOFIsutra, LOFIsutra (Best Of)"
Question Di Kingdom EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/question-di-kingdom-epx4-vol02,2,,KNOWsutra,DUB,"DUB,RAGGA",4,"[01] Question Di Kingdom - Dub's the Path (Truth is the riddim) - Ragga DUBsutra, [02] Question Di Kingdom - Dub's the Path (Truth is the riddim) - DUBsutra, [03] Reason over Reverence - They said bow down but we rise 1 - DUBsutra, [04] Reason over Reverence - They said bow down but we rise 2 - DUBsutra",,4807,47,0:11:40,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t500x500.png,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t1080x1080.png,Question Di Kingdom,L-199,checked,,"A 4-track sun-drunk hymn that dances where gods fear to tread. Rise up tall. Reason first. Kingdom, second (if needed). Channeling Bertrand Russell, obviously. This is Vol. 2—the saga deepens. Bertrand would approve. Probably.",Ask: BERTRAND (knows),2025-04-27 02:47,"DUBsutra, DUBsutra (Best Of), KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, Questions for the (kind) POPE in the Sky"
Predators (why war) EP x11 vol.2,https://soundcloud.com/bananasutra/sets/predators-why-war-ep-vol2,2,,KNOWsutra,MANTRA,MANTRA,11,"Predators (why Kids Are Allowed To Die) • BASS JAZZsutra, You Know Why (wars) • CONTRABASS LOFIsutra, Why They Die (predators) 1 • INDIEsutra, Why They Die (predators) 2 • INDIEsutra, WAR They Die (predators) 3 • WARsutra, Who Cares Who Knows • WTFsutra, Predators (why Kids Are Allowed To Die) • FOLKsutra, Predators (why Kids Are Allowed To Die • PIANO JAZZsutra, Predators (why Kids Are Allowed To Die) • CELLOsutra, Predators (why Kids Are Allowed To Die) • MANTRA DRUMsutra, Predators (why Kids Are Allowed To Die) MANTRAencore DRUMsutra",,2157,23,0:38:38,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t500x500.jpg,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t1080x1080.jpg,Predators (Why War),L-194,checked,,"A 11-track dark bloom that asks the fairness question out loud. Why? No one cares. No one hears. Predators in history, memories in mystery. Vol. 2, because war's a long story. The sound: mantra. Vol. 2, because one wasn't enough. The peace prayer that won't shut up.",Ask: PEACE (not war),2025-01-08 00:47,"BURLESQUEsutra, FOLKsutra, INDIEsutra, JAZZsutra, KNOWsutra : PEACE (not War), LOFIsutra, MANTRAsutra"
Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,https://soundcloud.com/bananasutra/sets/shady-fools-oh-cant-you-see-vol-2-epx9-blowsutra-ego-gone-loco-lofi-burlesque,2,,BLOWsutra,"BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,LOFI,PSYCHEDELIC,ROCK",9,"[01] Shady Fools (Oh Can’t You See?) • BLOWsutra Indie Burlesque ROCK, [02] Shady Fools (Oh Can’t You See?) • BLOWsutra Psychedelic Folk Rock BURLESQUE, [03] Shady  Fools (Oh Can’t You See?) • BLOWsutra BURLESQUE, [04] Shady Fools (Oh Can’t You See?) • BLOWsutra Arabesk Fado Hip Hop LOFI, [05] Shady Fools (Oh Can’t You See?) • BLOWsutra Arabesk Fado Hip Hop LOFI, [06] Shady Fools (Oh Can’t You See?) • BLOWsutra Arabesk Fado Hip Hop LOFI, [07] Shady Fools (Oh can’t you see?) • BLOWsutra Arabesk Fado Hip Hop LOFI, [08] Shady Fools (Oh Can’t You See?) • BLOWsutra psyGipsy Tango Dub INDIE, [BONUS] Shady Fools (I lived and learned) • BLOWsutra Oh Boy Psychedelic Waltz BURLESQUE",,1838,21,0:29:15,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t500x500.png,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t1080x1080.png,Shady Fools,L-218,checked,,"A 9-track luminous ride that wears the fool's crown with pride. We're all fools on show. The question is what shade. Served in burlesque, dub, and folk. This is Vol. 2—the saga deepens. Because why not ask why.",Ask: But(t) WHY,2025-11-22 01:27,"BLOWsutra, BURLESQUEsutra, INDIEsutra, LOFIsutra, LOFIsutra (Best Of), ROCKsutra"
My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,https://soundcloud.com/bananasutra/sets/my-quest-glowsutra-jacques-brel-epx7,2,,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,ROCK","BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,PSYCHEDELIC,ROCK,TRIP HOP",6,"[01] My Quest • To dream an impossible dream • GLOWsutra Psychedelic Cello Lullaby INDIE, [02] My Quest • To dream an impossible dream • GLOWsutra Psychedelic Cello Lullaby INDIE, [03] My Quest • To dream an impossible dream • GLOWsutra She Wanna Know Psychedelic Bass Hop JAZZ, [04] My Quest • To dream an impossible dream with Jacques Brel • GLOWsutra Psychedelic Muse DUB, [05] My Quest • To dream an impossible dream • GLOWsutra Burlesque Indie Trip Hop ROCK, [06] My Quest • To dream an impossible dream with Jacques Brel • GLOWsutra Indie Banjo BLUES",,2996,16,0:16:43,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t1080x1080.png,This Is My Quest,L-263,checked,,A 6-track glow-up that dares you to show up. Born with a fire that silence could not tame. This is the quest. A nod to Jacques Brel. Volume 2 hits different. A rainbow in someone's cloud.,Bless: RAINBOWS (in my clouds),2026-03-15 16:44,"BLUESsutra, DUBsutra, DUBsutra (Best Of), GLOWsutra where gratitude feeds, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, ROCKsutra"
Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-vol2-epx21-blowsutra-dub-lofi,2,,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",21,"[01] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB, [02] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB, [03] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB, [04] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB, [05] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB, [06] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB, [07] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB, [08] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) She Wanna Know Psychedelic Jazz Fusion DUB, [09] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) She Wanna Know Psychedelic Jazz Fusion DUB, [10] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) She Wanna Know Psychedelic Jazz Fusion DUB, [11] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Bruh Dubby Psychedelic Hip Hop Dub LOFI, [12] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Cello Burlesque Jazz LOFI, [13] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Cello Burlesque Jazz LOFI, [14] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Gipsy Indie Jazz Fusion LOFI, [15] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Gipsy Indie Jazz Fusion LOFI, [16] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Gipsy Indie Jazz Fusion LOFI, [17] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Gipsy Indie Jazz Fusion LOFI, [18] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Post-Punk Psychedelic IBYN Rock BURLESQUE, [19] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Post-Punk Psychedelic IBYN Rock BURLESQUE, [20] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Post-Punk Psychedelic IBYN Rock BURLESQUE, [21] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Queen of Authentic Dubby Psychedelic Folk BLUES",,30193,316,1:24:25,https://i1.sndcdn.com/artworks-qfOVhmHG1WJJqjc9-k1w2VA-t500x500.png,https://i1.sndcdn.com/artworks-qfOVhmHG1WJJqjc9-k1w2VA-t1080x1080.png,Ego Ain't Your Amigo,L-68,checked,checked,"Twenty-one tracks of ego on parade, built around the line ""ego ain't your amigo."" Midway through, the song asks the sutra questions back at us: ""Is it true? Is it fair? Is it fun? Are we free, or just numb, marchin' to a drum?"" Gipsy dub gives way to psychedelic lo-fi, burlesque punk, and Americana blues. The gateway in.",Speak: EGO (gone loco),2026-02-23 04:45,"BLOWsutra, BLOWsutra : EGO (gone loco), BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
DEFY (Vol 2) - 3 Songs EPx6 - BLOWsutra Revolution Ring LoFi Jazz Fusion,https://soundcloud.com/bananasutra/sets/defy-vol-2-3-songs-epx6-blowsutra-revolution-ring-lofi-jazz-fusion,2,,BLOWsutra,"BURLESQUE,JAZZ,LOFI","BURLESQUE,JAZZ,LOFI,PSYCHEDELIC,TRIP HOP",7,"Side A [01] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ, Side A [02] Optics of Cruelty - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ, Side A [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ, Side B [01] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI, Side B [02] Optics of Cruelty - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI, Side B [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI, [BONUS] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Jazz BURLESQUE",,7806,52,0:19:37,https://i1.sndcdn.com/artworks-ZOzjbG3qBNgMzOWS-9LnxjQ-t500x500.png,https://i1.sndcdn.com/artworks-ZOzjbG3qBNgMzOWS-9LnxjQ-t1080x1080.png,,"L-219,L-275,L-177",checked,,"7 tracks of righteous fury. They used to hide the cruelty. Now it's front row seats. Served in burlesque, jazz, and lo-fi. This is Vol. 2—the saga deepens. Revolution as a daily practice.","Speak: REVOLT (now),EP: DEFY",2026-01-08 07:26,"BLOWsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), HIDDEN PEELS, JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
Kindness - Psychedelic INDIEsutra,https://soundcloud.com/bananasutra/sets/kindness-psychedelic-indiesutra,2,,GROWsutra,INDIE,PSYCHEDELIC,2,"Kindness - Psychedelic INDIEsutra, Kindness - Psychedelic INDIEsutra",,309,3,0:04:22,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t500x500.jpg,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t1080x1080.jpg,Kindness,L-126,checked,,"2 indie tracks asking questions that sting. You don't know the weight of kindness until you've needed it. Channeling Naomi Shihab Nye, obviously. Vol. 2, because one wasn't enough. Kindness as rebellion.",Dare: KIND(ness),2025-02-06 09:39,"INDIEsutra, KNOWsutra where questions matter"
Linguistic Weaponry EPx4 (Vol 2) DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx4-vol-2-dubsutra,2,,SHOWsutra,DUB,"DUB,HIP HOP",1,Yeah I'm dropping (F)Bombs DUBsutra 3,,164,1,0:03:19,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t1080x1080.png,Linguistic Weaponry,L-147,checked,,"A quick 3-minute burst of clarity with claws, across 1 tracks. F*ck: noun, verb, adjective, adverb, and apparently, a Supreme Court problem. A hymn to the most flexible word in the English language. With a wink to George Carlin. This is Vol. 2—the saga deepens. Welcome to the Fanana club.",Play: FANANA (party),2025-03-06 00:24,"KNOWsutra where questions matter, MANTRAsutra"
Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,https://soundcloud.com/bananasutra/sets/bloom-past-doom-vol-2-2-songs-epx7-blowsutra-revolution-ring-series-fusion-jazz,2,,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ","BANJO,BLUES,BURLESQUE,DUB,FOLK,GIPSY,INDIE,JAZZ,PSYCHEDELIC",7,"Side A [01] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Jazzy Gipsy Blues DUB, Side A [02] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Bluesy Burlesque JAZZ, Side A [03] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Bluesy Burlesque JAZZ, Side A [04] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Jazzy Blues BLUES, Side B [05] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Jazzy INDIE, Side B [06] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Cello Accordion Burlesque INDIE, Side B [07] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Bluesy Psychedelic Americana Banjo FOLK",,5868,69,0:22:38,https://i1.sndcdn.com/artworks-UsXPQkqEgN2gCzJ6-0lSKCQ-t500x500.png,https://i1.sndcdn.com/artworks-UsXPQkqEgN2gCzJ6-0lSKCQ-t1080x1080.png,Bloom Past Doom,L-36,checked,,"7 banjo, blues, and burlesque tracks asking questions that sting. Why not think of marriage as a relationship based on equality, respect, and personal freedom, i. Volume 2 hits different. Revolution as a daily practice.",Speak: REVOLT (now),2026-01-16 04:36,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, DUBsutra, DUBsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of)"
