﻿song_title,lyrics_id,url_slug,url_slug_locked,song_in_app,production_stage,landr_url,cover_art_ready,lyrics_review_needed,meta_review_needed,review_notes,ldr_trc_count,ldr_vol,lyrics_rating,fav,sutra,songbook,song_characters,muse,canonical,lyrics,lyrics_extract,lyrics_summary,sister_songs,From field: sister_songs,lang,light_shadow,topic,intention,cover,public_domain,song_muse_type,song_muse_quote,lyrics_notes,files_media,year_created,date_created,last_modified,last_edited_vintage_time,fallback_cover_art,fallback_sc_url,vid_exist,vid_yturls,vid_ytplaylists,r_rated
Suspended in Time,L-403,suspended-in-time,checked,checked,PUBLISHED,,,,,,,,4,,FLOWsutra,Trust: FLY (like water),,,Canonical Lyrics,"[Verse]
Above the world
Just below the sky (ooh-yeah!)
She floats on dreams
Letting time fly (oh-oh)
Soft whispers tease through her hair (soft whispers)
An ethereal bond
A mystery rare (so rare)

[Chorus]
Suspended in time
Serene view (serene view)
A slender thread
Connection new (new connection)
Fading into the calm
Her dream (her dream)
In the vast blue
She finds peace unseen (peace unseen)

[Verse 2]
Her eyes close gently
Skies so grand (so grand)
Lost in a daze
In the sun’s soft hand (soft hand)
Whispers around from clouds so white (so white)
Held by a line
In peace
She finds light (finds light)

[Bridge]
As the world turns
Untouched she stays (she stays)
In her cloud cocoon
Through endless days (endless days)
A mid-air dance
With grace she sways (she sways)
Above the cares
In a dreamy haze (dreamy haze)

[Chorus]
Suspended in time
Serene view (serene view)
A slender thread
Connection new (new connection)
Fading into the calm
Her dream (her dream)
In the vast blue
She finds peace unseen (peace unseen)

[Outro]
May she glide in skies so wide (so wide)
Dreams her guide
In clouds she’ll hide (she’ll hide)
Above
Where winds weave tales untold (untold tales)
In her serene world
Bold and cold (bold and cold)","She floats on dreams
Letting time fly (oh-oh)","Suspended in time. Above the world, just below the sky — floating on dreams and letting time fly.","Peace Unseen,They Call Her Wild (But She's Just Free),""Out of Step, Out Of Mind"",Making Songs Like...,Fluye (como el mar),""Freee, La Fille"",""Out of Step, Out Of Sight""","Drop Di Baggage,Fluye (como el mar),""Out of Step, Out Of Mind"",Self-Remembering,Thrifting Memories,Peace Unseen,They Call Her Wild (But She's Just Free),Feel The Ryhthm,Like Rivers In Syncopated Times,The Sound of A Wondering Mind,""Out of Step, Out Of Sight""",EN,LIGHT,PEACE,beWISE,,,Chat,,,,2024,2024-12-03,2026-05-03 12:59,,,,,,,
Sutra of Immanence,L-236,sutra-of-immanence,checked,checked,PUBLISHED,,,,,,,,3,,FLOWsutra,Trust: FLY (like water),,,Canonical Lyrics,"I don't need a temple,
I’ve got muddy paws and Sunday sun.
I don’t chant to stars,
I listen to belly laughs
and the rhythm of run.
The sacred is scruffy.
The holy wears fur.
The prophets are playful,
and truth says “grrrr.”
I kneel for no master,
but I bow to joy.
I chase what’s real,
not what decoys.
If there’s a god,
it lives in the tail wag,
in the face-lick,
and the nap sag.
Let the popes preach.
I’ve got my pack.
We follow the scent
and never look back...","If there’s a god, / it lives in the tail wag, / in the face-lick, / and the nap sag.",The sacred is scruffy. The holy wears fur. The prophets are playful. And god lives in the tail wag.,"Blessed Be The Dogs (SHOWsutra Edition),Dream A Dog,Like A Dog In The Sky,Blessed Be The Dogs,Making Songs Like...,Just Be","Ain't Doing Bad Doing Nothing,Blessed Be The Dogs,Blessed Be The Dogs (SHOWsutra Edition),Dream A Dog,""Freee, La Fille"",Just Be,Like A Dog In The Sky,Making Songs Like...,Life's A Song,""Out of Step, Out Of Mind"",Thrifting Memories,Peace Unseen,They Call Her Wild (But She's Just Free),Like Rivers In Syncopated Times,The Sound of A Wondering Mind,""Out of Step, Out Of Sight"",What a Wonderful Dog",EN,LIGHT,BEAUTY,beHUMBLE,,,Chat,Thank dogs!,"“Sutra of Immanence” is a simple song for when you need to remember that the divine isn’t a transcendental power above—it’s bubbling right here and now, immanently farting in the bath with you :)

--
SC EP: Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3",,2025,2025-06-06,2026-04-10 17:56,,,,,,,
Syncopated Patriarchy,L-427,syncopated-patriarchy,checked,checked,LANDR,https://app.landr.com/library/folder/50943aac-a6c2-47c7-b8c5-ab1bbc85cc28,,,,,,,3,,BLOWsutra,Speak: REVOLT (now),,,Canonical Lyrics,"[Intro]
DIY audio delights are my best friends now
I hope we agree, my stories are clear and loud
Political art, fair social commentary
In a world that’s lost, where truth is now so scary

[Verse 1]
I’d be upset in my heart, but not surprised
If close-minded dummies choose to criticize
Corporate bullies mock, blame, shame, and silence me
“Whores deserve to be shut up,” they say with glee

[Chorus]
But I’ll keep singing, I’ll keep dreaming
Truths they don’t want to hear, I’m scheming
Of a world that listens, a world that’s free
From the chains of capitalist patriarchy

[Bridge]
They call me names, they strike me down
But I’m more than their circus clown
I share my thoughts, my deep philosophy
They’ll never break my spirit, my belief in humanity

[Chorus]
But I’ll keep singing, I’ll keep dreaming
Truths they don’t want to hear, I’m scheming
Of a world that listens, a world that’s free
From the chains of capitalist patriarchy

[Outro]
So let them mock, let them shame
I’ll rise above their twisted game
In every note, in every rhyme
I’ll share the truth, I’ll bide my time","But I’ll keep singing, I’ll keep dreaming / Truths they don’t want to hear, I’m scheming.","“Whores deserve to be shut up,” they say, with delightfool glee... that, mon cher ami, is an ancient true story!","Like Rivers In Syncopated Times,It's An Ethical Paradox,Daddy's a Creep,Predators (FOTUS Edition),Double Standards,Radio Static (The Dystopian Cabaret)","Like Rivers In Syncopated Times,Predators (FOTUS Edition)",EN,SHADOW,INJUSTICE,beYOU,,,Fact,,,,2024,2024-08-13,,,,,,,,
Syndrome Nom Nom,L-375,syndrome-nom-nom,checked,checked,PUBLISHED,https://app.landr.com/library/folder/6473cfdf-f89f-41ed-afac-9d2babc4dab0,checked,,,,5,1,3,,QUACKsutra,Quack: DUCK (shady),Don Ducky,,Canonical Lyrics,"[Verse 1]  
Public health alert ’s a jerk,
For folks that ain’t yet berserk!
Symptoms rhyme with holy shit curse,  
Knowing history, and much worse…

Coughing at hypocrisy,
Wanking on cryptocracy,  
Banning brain literacy,
Shaming humble empathy…

[Chorus]  
We’re so not sick!
He’s just a prick,
Serving shit cake.
Make no mistake.

Daddy’s on a jail break,
A freakin’ grifter’s trek…
The urge to puke, derangement’s fake…  
Syndrome Nom Nom… conscience awake!    

[Verse 2]  
Cognitive dissonance spinning wild,  
Feels like reason got defiled.
ICE king cages, kids on trial…
Empathy’s a threat? Oh boy, vile!  

Decrees done with no consent.  
Facts gagged by the President.  
Nausea rises with each lie…
Expect to choke when morals die.  

[Bridge]  
Bragged he grabbed cunts like a con,  
Signed a law to shut speech down,  
Mocked the kind, praised all the wrongs,  
Murdering rights, and all my stupid songs!

Stress rises at every shout,
With Jingo dicks charging out.
Look how they shoot with fascist flair…
But(t) why scream? Because we do care!  

[Chorus]  
We’re so not sick!
He’s just a prick,
Serving shit cake.
Make no mistake.

Daddy’s on a jail break,
A freakin’ grifter’s trek…
The urge to puke, derangement’s fake…  
Syndrome Nom Nom… conscience awake!  

[Verse 3]  
When truth’s redacted, and rights retracted,
Constitution gaslighted, ghosted, shredded…
You’re not delusional, you’re reacting.  
Stay sane, hear the words, world’s quacking!

Calling out for a revolution  
Isn’t madness, it’s the solution.
If you dream of saving grace,
Please wake up now, or forget faith…  

[Outro]  
Ordo is woke,
No pedo joke…
Pope Leo, Hello,
Preach Amoris, bro!

Spit out that cake,  
Sing, for fuck’s sake!
In the win-win lane,
Wrong is just insane.","We’re so not sick! / He’s just a prick,","Public health alert: chronic exposure to idiocracy may cause history-coughing, crypto-crowing, and acute democracy wanking.","Trump Derangement Syndrome ™,Creepy Con Meme,""It's War, My Friend"",Mind the Felon,Project 2025 (Honky tonk dreams in the land of the free),SS Means Sacred Sp3rm",Trump Derangement Syndrome ™,EN,SHADOW,POOLITICS,beWOKE,,,Fact,,,,2026,2026-01-15,2026-04-15 13:10,,,,,,,
SynthemaSutra,L-237,synthemasutra,checked,checked,PUBLISHED,,,,,,,,2,,SHOWsutra,Play: FANANA (party),,Banana Sutra,Canonical Lyrics,"[Verse 1 – KNOW : Prometheus]
Every truth you KNOW
Flickers soft and low
Like a stolen flame
From a god of shame
He gave us fire, paid the toll
To free the know from control

[Verse 2 – BLOW / Hydra + Medusa]
Every cruel BLOW
Feeds the beast below
Cut one head, three rise
In the name of lies
And still we cage her rage and grace
To fear what dares to blow this place

[Verse 3 – SHOW : Dionysus ]
Every mask you SHOW
Hides the pain you stow
But the sacred jest
Is a truth confessed
He laughs through wounds the wise won’t see
To show what dares to set us free

[Verse 4 – GROW : Persephone]
Every time you GROW
You descend below
Like the seeds she sows
Where the silence knows
That roots need dark to rise again
And grow through loss, not just through gain

[Verse 5 – FLOW : Hermes ]
Every word you FLOW
Is a place you go
Past the borderlines
Of the gods' designs
Hermes walks where logic ends
To let new meanings flow through bends

[Verse 6 – GLOW : Apollo + Hestia ]
Every time you GLOW
Through the ache and slow
You become the spark
In the temple dark
He sings the wounds she warms to heal
They glow in silence, soft and real

[Verse 7 – BOW : Orpheus ]
Every time you BOW
To the here and now
Like Orpheus did
For the love he hid
You trust the gods to give it back
But some truths die when we bow to lack

[Outro]
Synthema… Sutra…
We know… we blow…
We show… we grow…
We flow… we glow…
And sometimes… we bow…",Like Orpheus did / For the love he hid.,"All seven sutras, as if they were good old greek synthemas. Timeless philosophy in motion.","Seven Sutras Gone Banana,Bananasutra Cabaret,Dressed In (Nothing Butt) Wonder,Gladys in Sonderland,I Did The Math (Everything is Stupid),7 Dirty Words","Dressed In (Nothing Butt) Wonder,Gladys in Sonderland,I Did The Math (Everything is Stupid),Seven Sutras Gone Banana,Bananasutra Cabaret,Fckonomics,Singing Heavenly In Five Steps,Acoustic Attractions",EN,LIGHT,WISDOM,beWONDROUS,,,Chat,,"“Synthema Sutra” is a nerdy mythical banana philosophy explainer song, with no hooky hook, no catchy catch, no morale of the story even... It just asks what if Sutras were ancient Greek Synthemas, and strolls through each Sutra, one by one (KNOW, BLOW, SHOW, GROW, FLOW, GLOW, and BOW). One song, seven guiding principles, and a bunch of gods who totally would have benefited from #musictherapy :) Enjoy the melodic wander. Or don’t. Whatever works for ya. The gods won’t agree about it anyway, haha #truestory

EPx8 flows Indie (1), LoFi (2-3), Dub (4), Burlesque (5-7), and psychedelic Indie Punk Rock (8).

And if you're a Greek mythology nerd, or just curious about the ancient wisdom of musical storytelling gone bananas, or both, here's the split 🍌🏛️
1. KNOWsutra : Prometheus ➵ Gave fire (knowledge) to humans; punished for empowering truth. A true win-win rebel.
2. BLOWsutra : Hydra + Medusa ➵ Hydra: corrupt systems that grow stronger when attacked wrong. Medusa: demonized femininity + misunderstood power.
3. SHOWsutra : Dionysus ➵ God of ecstatic joy, chaos, music, and theatre. Shows the sacred side of silliness and subversion.
4. FLOWsutra : Hermes ➵ Trickster god of transitions, language, and messages. A master of in-betweenness.
5. GROWsutra : Persephone ➵ Her cycle (abduction and return) teaches growth through descent and rebirth. Feminine resilience myth.
6. GLOWsutra : Apollo + Hestia ➵ Apollo = light, art, and healing. Hestia = the hearth, peace, inner warmth.
7. BOWsutra : Orpheus ➵ Music so beautiful it moved the gods. Journeyed to the underworld for love—faith, failure, and awe.",,2025,2025-11-25,2026-04-10 17:56,,,,,,,
T-R-U-T-H,L-238,t-r-u-t-h,checked,checked,PUBLISHED,https://app.landr.com/library/folder/7c3cbd83-04e0-4769-b5fb-f594a6cfb9fd,,,,,12,1,4,checked,KNOWsutra,Ask: (Naked) TRUTH,,"Aretha Franklin,Margaret Atwood",Canonical Lyrics,"[Verse 1]
Tell me now, baby, what’s the story?
Don’t hide the words, let ‘em run free,
Truth and light, they go together,
It’s your power, your liberty!

[Pre-Chorus]
Speak it loud, don’t give it up now,
Even when the storm’s so wild,
Powerless without your truth, babe,
Take that truth and wear it proud!

[Chorus]
T-R-U-T-H, that’s what we need, alright,
T-R-U-T-H, let it shine, let it fight,
(Just a little) Truth, (just a little) Truth,
(Just a little) Truth, that’s all we need, come on!
Stand tall and don’t fall down, yeah.

[Verse 2]
When they try to pull you under,
And shut the door on what you say,
Don’t forget, they can’t control you,
Truth is how we pave the way!

[Pre-Chorus]
Let it out, break down the silence,
Truth and voice, hand in hand,
Power’s gone when words are buried,
We rise up and take a stand!

[Chorus]
T-R-U-T-H, that’s what we need, alright,
T-R-U-T-H, let it shine, let it fight,
(Just a little) Truth, (just a little) Truth,
(Just a little) Truth, that’s all we need, come on!
Stand tall and don’t fall down, yeah.","Tell me now, baby, what’s the story? / Don’t hide the words, let ‘em run free.","T.R.U.T.H: tell it, receive it, understand it, trust it, hold it.","V.O.I.C.E.S (Blessed Be),V.O.I.C.E.S (What You Want Baby),Tell The Truth,Banana Alleluia,How Do Kids Learn Now?,When Did Seduction Become so Untrue?","Tell The Truth,V.O.I.C.E.S (Blessed Be),V.O.I.C.E.S (What You Want Baby),""Hold The Mic, Babe""",EN,LIGHT,TRUTH,beBRAVE,,,Song,R.E.S.P.E.C.T.,"Because respect means consent, in fairness, and being kind means being clear, much more than nice...  It means telling the T-R-U-T-H. 

Lyrics inspired by the soul song written by Otis Redding, and later made into an anthem by Aretha Franklin, and a little bit of Margaret Atwood's spirit (because, blessed be your voice"" 

--

Oh my TRUTH, oh RESPECT, give it to me.... 
“Truth” inspired by V.O.I.C.E.S 

(Another track in the same spirit, tied to truth and resistance)",,2024,2024-09-14,2026-04-10 17:56,"December 21, 2024 2:54 AM",,,,,,
Tell The Truth,L-239,tell-the-truth,checked,checked,PUBLISHED,,,,,,,,5,checked,KNOWsutra,Ask: (Naked) TRUTH,,,Canonical Lyrics,"[Intro hypnotic psychedelic deep haunting female vocals]
Feel the rhythm, life unseen
Seek the truth in every scene
Stand up straight, shoulders strong
Sing the wisdom, right the wrong

[Verse 1]
Tell the truth, don’t let it fade
Speak with care, precision made
Promote the best in who you see
Be the change you wish to be

[Chorus]
Tell the truth, let your heart align
Find the path where meaning shines
In the light, your soul is free
Tell the truth, it’s destiny

[Verse 2]
Don’t let bullies have their way
Be precise in what you say
Dress yourself in dignity
Aim at who you’re meant to be

[Chorus]
Tell the truth, let your heart align
Find the path where meaning shines
In the light, your soul is free
Tell the truth, it’s destiny

[Bridge]
Pursue what’s right, don’t hide in the fog
Pet the cat that walks through the smog
Grateful hearts endure the pain
With truth, your purpose will remain

[Chorus]
Tell the truth, let your heart align
Find the path where meaning shines
In the light, your soul is free
Tell the truth, it’s destiny

[Outro]
Set your house in order first
Quench the fires of inner thirst
Speak the truth, no matter cost
In that truth, you'll never be lost

[End]","Speak the truth, no matter cost / In that truth, you'll never be lost.",Tell the truth. Even when it's inconvenient. Especially then.,"T-R-U-T-H,Hard Core,How Do Kids Learn Now?,Shades of Fools (All I Know),""So, What Is Racism?"",Some Truths Are Harder to Swallow","How Do Kids Learn Now?,Metaphors' Edge (Joseph Campbell's song),New Normalcy (Planet Earth to Higher Grounds),Shades of Fools (All I Know),Truth Don't Care,When Did Seduction Become so Untrue?,""Philosophy, My Dear"",Let Me Tell You (This Is My Truth),Hard Core,Some Truths Are Harder to Swallow,T-R-U-T-H,Who Are You? (And Who Am I?),Authentic Innovation Manifesto,Honest Is Best",EN,LIGHT,TRUTH,beWISE,,,Chat,,"Tell The Truth (encore) KNOWsutra EPx9 Vol. 04 -- because I love this song, I'm finally making thematic music albums, and #truth is one of my all-time top existential kinks 🍄✨ #honestisbest

EPx9 flows Burlesque ROCK ❯ BLUES ❯ BURLESQUE (XTRA)",,2024,2024-12-28,2026-04-10 17:56,,,,,,,
"Thank you, Mister Paine",L-240,thank-you-mister-paine,checked,checked,PUBLISHED,,,,,,,,4,,BLOWsutra,Speak: REVOLT (now),,Thomas Paine,Canonical Lyrics,"[Verse 1]
I met a ghost in a three-cornered hat
Sippin’ tea with no sugar, talkin’ revolution chat
He said, “Power’s a beast when it hides in a suit,
If it answers to no one, it’s rotten to the root.”

And I said, “Hell yeah, I feel that too,
My rent goes up while my rights fall through
They got cameras in the sky, lies in the law
But they won’t look back when we raise our paw.”

[CHORUS]
A body of men holdin’ no one to account,
Ought not to be trusted... throw ’em out by the ounce!
Thank you, Mr. Paine, for sayin’ it plain,
With your fire and your pen and your radical brain.

Ooooh… You saw the storm before the rain…
Much love and rage to Thomas Paine.

[Verse 2]
He said, “Kings wear robes but sleep like thieves,
With courts full of cronies and mouths full of grief.
But the people, my dear, must learn to discern,
Truth without trust will make the whole world burn.”

I laughed through my teeth, with tears in my throat
Said, “We got algorithms now that rig the vote.”
He said, “Same wine, new bottle, different kind of chain,
Call it progress, but it’s just renamed pain.”

[CHORUS]
A body of men holdin’ no one to account,
Ought not to be trusted... throw ’em out by the ounce!
Thank you, Mr. Paine, for your caring flame,
For your stubborn grace and your rebel name.

Oh… You drew the map through tyranny’s terrain…
Forever bold, dear Thomas Paine.

[BRIDGE]
He said:
“Accountability ain’t optional,
it’s the spine of liberty.”
And I thought, damn…
this man’s words got more grit
than all these faux-democracy committees.
He wrote by candlelight what we barely tweet by noon,
so I raise my voice, my pen, my spoon:
To feed the hungry truth,
to sing in tune with Paine’s refrain,
and knock on the conscience of the sane.

[FINAL CHORUS]
A body of men holdin’ no one to account,
Ought not to be trusted, not even an ounce!
Oh thank you, Thomas, for drawing the line,
With your fierce heart, and your guts divine.

Ooooh… You lit a match with your righteous brain…
I’ll keep it burning in your name…
Much love and fire to Thomas Paine.","A body of men holdin’ no one to account, / Ought not to be trusted... throw ’em out by the ounce!","A body of men accountable to nobody ought not to be trusted by anybody.' — Thomas Paine. Thank you, Mister Paine.","A Man's a Man and A' That,""Oh, Freedom"",""Oy, We Care"",""Rise Up, You Naked Peoples (Freedom Rings)"",Liberty,""No Fear, My Dear""","A Man's a Man and A' That,""Oh, Freedom""",EN,LIGHT,INJUSTICE,beGRATEFUL,,,Quote,,"""‘A body of men holding themselves accountable to nobody ought not to be trusted by anybody.""
(Thank you, Mister) Thomas Paine

... A dub blues fusion EPx3 with a raw, hypnotic upright bass groove, a deep respect for turn, and an old revolutionary spirit.

SC EP: Thank you, Mister Paine - American Accountability Revolution Blues EPx3",,2025,2025-06-06,2026-04-10 17:56,,,,,,,
The (Womp Womp) Conquestor,L-241,the-womp-womp-conquestor,checked,checked,NEW,,,,,,,,4,,KNOWsutra,Ask: BERTRAND (knows),,Bertrand Russell,Canonical Lyrics,"[Verse 1]
Oh, the world’s so dreary when you’re chasing the gold,
Eyes on the prize, but the heart’s feeling cold,
Compete and compare, oh, it’s never enough,
You’re lost in the hustle, stuck in the bluff.

Chorus:
Boredom or excitement, you swing to extremes,
Forget all the peace, lost in wild schemes,
Fatigue, oh fatigue, it’s weighing you down,
Envy’s a monster wearing a frown.

Bridge:
Guilt on your shoulder, shame in your step,
Living in fear of opinions they’ve kept,
Paranoia’s a friend you never should trust,
A life full of worry is bound to combust!

Chorus:
Boredom or excitement, you swing to extremes,
Forget all the peace, lost in wild schemes,
Fatigue, oh fatigue, it’s weighing you down,
Envy’s a monster wearing a frown.

Outro:
But there’s a secret, a way to be free,
Let go of these habits, come dance with me,
Break free from the madness, come find a new way,
To live in the light, not in fear’s dark ballet!","Compete and compare, oh, it’s never enough, / You’re lost in the hustle, stuck in the bluff.","The conquestor conquers everything, except the feeling it's not enough.","The Unhappiness Tango,The Conquest of Happiness,It's An Ethical Paradox,""Two Things, Darling"",Question Di Kingdom","The Conquest of Happiness,The Unhappiness Tango",EN,LIGHT,WISDOM,beBRIGHT,,,Quote,Bertrand Russel on Truth,How to be unhappy. according to Bertrand,,2024,2025-11-20,2026-04-10 17:56,"December 9, 2024 1:52 AM",,,,,,
The Accordion of Ignorance,L-242,the-accordion-of-ignorance,checked,checked,PUBLISHED,,,,,,,,3,,QUACKsutra,Quack: FOTUS Circus,,Jacques Brel,Canonical Lyrics,"In the heart of the streets, where truths fall apart,
There’s an accordion tune, a discordant start.
Where reason is quieted, shadowed and dimmed,
And they dance to a beat that’s cruel and grim.

They sing of a man with words like a slap,
With a mouth full of lies and hands that grab.
Yet on and on, they cheer his charms,
Blind to the rage in the world’s open arms.

[Chorus]
Oh, the accordion plays, on loops it sways,
To the tyranny of ignorance, our tragic malaise.
It stutters and wheezes, no sense, no rhyme,
As justice falters, as truth runs out of time.

They tell tales of valor, of victories grand,
While rights are erased by his careless hand.
With a sneer for the weak, he tears apart,
All that we built with wisdom and heart.

And the tune, it shudders, sharp and vile,
A cacophony cloaked in a foolish smile.
They laugh as they stumble, entranced by his spin,
Never seeing the rot that festers within.

[Chorus]
Oh, the accordion plays, relentless and strong,
The rhythm of ignorance, blind and wrong.
A sad, twisted tune, syncopated lies,
Where justice fails, and truth slowly dies.

And the world, it watches, hands thrown in despair,
At a dance so absurd it’s beyond compare.
As double standards keep time to the beat,
A twisted march in the city’s street.

[Verse 3]
Where is the outrage, the furious cry?
In a land where dreams now go to die.
Innocence silenced, wisdom ignored,
And ignorance crowned, shamelessly adored.

Oh, they sing of freedom, they sing of might,
But dance in darkness, blinded by light.
To the cruel tune, they happily sway,
While dignity slips further away.

[Chorus]
Yes, the accordion plays, to tyranny’s call,
As ignorance rises and values fall.
In syncopated shame, we watch it unfold,
The tragic tune of hearts grown cold.

So here we stand, in a baffled trance,
Dumbfounded by ignorance’s strange dance.
As it winds and unwinds in a hopeless refrain,
The world laughs along, numbed by the pain.","So here we stand, in a baffled trance, / Dumbfounded by ignorance’s strange dance.",The accordion of ignorance plays itself louder the more you pull it open.,"The Tyranny of Ignorance,FOTUS Circus: Ginsberg Hollow (Horror) Show,Radio Static (The Dystopian Cabaret),""FOTUS Circus: Step Right Up, Murica Freaks"",""FOTUS Circus: Step right up, My Dearest Souls"",Carnival FOTUS (ctd)",The Tyranny of Ignorance,EN,SHADOW,POOLITICS,beSILLY,,,Quote,It's tragic poetry,Welcome to FOTUS Circus...,,2024,2024-12-08,2026-04-10 17:56,"December 21, 2024 2:53 AM",,,,,,
The Atheist Tango,L-243,the-atheist-tango,checked,checked,PUBLISHED,,,,,,,,4,checked,GROWsutra,Dare: GOD (etc.),,Ralph Waldo Emerson,Canonical Lyrics,"[Verse 1]
In a world of sin and saints,
I’ll paint my life with no restraints.
Who needs a sky full of gods above,
When you’ve got jazz, and a bit of love?

[Chorus]
Spin the atheist tango, twirl on the floor,
Who needs heaven? I’ve opened the door.
To a cabaret paradise, right here on earth,
A dance of delight, a bohemian rebirth.

[Verse 2]
Existential cocktails, shake ‘em with flair,
Sartre’s in the corner, despair in the air.
But I’m dancing with reason, a jive with fate,
To the blues of existence, no divine debate.

[Chorus]
Spin the atheist tango, sway with your soul,
We’re more than dust; we’re whole in the hole.
In a cabaret carnival, we’ll spin and we’ll shout,
With each step forward, we’ll figure it out.

[Bridge]
In this cosmic cabaret, who knows what’s true?
It’s all up for grabs, for me and for you.
So let’s drink to the chaos, the joy, and the pain,
With a wink to the cosmos, and a nod to the rain.

[Chorus]
Spin the atheist tango, dance with the stars,
Who needs a god when the music’s this far?
In the cabaret cosmos, we’re all divine,
Singing the blues with a twist of the spine.

[Outro]
So lift up your (gl)asses, and toast to the night,
To the atheist tango, and the quest for the light.
With a cheeky grin and a jazz-infused soul,
We’ll dance our own path, and we’ll make it whole.","So let’s drink to the chaos, the joy, and the pain, / With a wink to the cosmos, and a nod to the rain.",Who needs a sky full of gods when you've got a tango?,"Waldo's Atheist Tango,Waldo's Fascist Tango (Down We Go),Make your Own Bible,El Papito (Es No MAGA Show),Queer Almighty,The Invisible Man In The Sky","Make your Own Bible,Queer Almighty,Seminal Bollocks,The Invisible Man In The Sky,Untamed,Waldo's Atheist Tango,Waldo's Fascist Tango (Down We Go),""Why trust an old, mean religion?""",EN,LIGHT,RELIGION,beGODless,,,Quote,Where is Waldo? :),"This is volume 2 of ""The Atheist Tango"" a(nother) song originally inspired by the observant cheekiness of Ralph Waldo Emerson. EPx12 flows Gipsy LOFI (1-5), Cello BURLESQUE (6-8), Tripsy JAZZ (9-12)",,2025,2026-01-09,2026-04-10 17:56,,,,,,,
