ep_title,ep_url,LIKE RATE,LIKES per TRACK,total_plays,total_likes,duration_total,sutra,genres,genres_full,track_count,ep_total_tracks,artwork_url,created_at,playlist_names_clean,TRACKs,Auto ID,EP G-ID,lyrics_id
MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx8,0.615%,5.4%,6992,43,20:16,BLOWsutra,"BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",5,8,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,,"BLOWsutra,BLOWsutra : MAxA Series,BLUESsutra,INDIEsutra,LOFIsutra","Side A [03] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Cello Melancholia Burlesque INDIE,Side B [03] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Trip Hop Smooth LOFI,Side A [01] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Back-to-Basics Folk Indie Cello BLUES,Side A [02] MAMA-B-C (Make America Mine Achtung) • BLOWsutra psychedelic kindness is depth (high) Banjo Folk BLUES",111,G-111,L-156
Freee · La Fille • French SHOWsutra Psychedelic EPx10,https://soundcloud.com/bananasutra/sets/freee-la-fille-french-showsutra-psychedelic-epx10,0.791%,5.3%,6698,53,30:12,SHOWsutra,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,HIP HOP,LOFI,PSYCHEDELIC,RAGGA",10,10,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t500x500.png,,"BURLESQUEsutra,DUBsutra,FRENCHsutra oui oui · sacrebleu,OUI OUI : Pardon (my French),SHOWsutra where bananas play","""[09] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB"",""[03] Freee, la fille (remastered) • French SHOWsutra Circus Accordion BURLESQUE"",""[08] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB""",60,G-60,L-84
Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,https://soundcloud.com/bananasutra/sets/secret-de-polichinelle-french-epx10-knowsutra-psychedelic-gipsy-circus,0.990%,5.3%,5354,53,35:11,KNOWsutra,"BURLESQUE,INDIE,JAZZ","BURLESQUE,GIPSY,INDIE,JAZZ,PSYCHEDELIC",10,10,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t500x500.png,2025-11-11 23:41,"BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,OUI OUI : Pardon (my French)","[07] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Piano BURLESQUE,[01] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Accordion BURLESQUE,[06] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Chanson BURLESQUE,[05] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Chanson BURLESQUE,[08] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Piano BURLESQUE",157,G-157,L-212
Foolish EPx5,https://soundcloud.com/bananasutra/sets/foolish-epx5,1.974%,5.2%,1317,26,17:26,FLOWsutra,"INDIE,FOLK","INDIE,FOLK",5,5,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t500x500.png,,"BURLESQUEsutra,DUBsutra,FLOWsutra : WET (my friend),FLOWsutra where time is space,INDIEsutra","Absinthe Bliss (Kiss Me Slow) • DUBsutra,Dark (Lace) Rhythms • TANGOsutra",55,G-55,L-79
Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,https://soundcloud.com/bananasutra/sets/donkeys-years-showsutra-fanana-club-gratitude-epx20,0.954%,5.2%,10796,103,59:12,SHOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI,ROCK","BURLESQUE,CABARET,DUB,FLAMENCO,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,ROCK",20,20,https://i1.sndcdn.com/artworks-09nrbUudNilo3UyQ-Qz1LzA-t500x500.png,,"BURLESQUEsutra,INDIEsutra,JAZZsutra,LOFIsutra,SHOWsutra : FANANA Club,SHOWsutra where bananas play","Side A [02] Donkeys Years • SHOWsutra Fanana Club Gipsy La Poesita Cabaret Dub INDIE,Side B [18] Donkeys Years • SHOWsutra Fanana Club Gipsy Oh Boy Accordion Circus Waltz BURLESQUE,Side A [06] Donkeys Years • SHOWsutra Fanana Club Gipsy Cabaret Indie LOFI,Side A [09] Donkeys Years • SHOWsutra Fanana Club Gipsy Cabaret Indie Cello LOFI,Side B [17] Donkeys Years • SHOWsutra Fanana Club Psychedelic Gipsy IBYN Cabaret Rock BURLESQUE,Side A [01] Donkeys Years • SHOWsutra Fanana Club Gipsy Flamenco Cabaret Dub INDIE,Side B [13] Donkeys Years • SHOWsutra Fanana Club Gipsy Piano Kitten Cabaret Burlesque JAZZ",39,G-39,L-63
A Letter to My Friend (Never Again) EPx44 ☮ GROWsutra World Peace Mantra,https://soundcloud.com/bananasutra/sets/a-letter-to-my-friend-never-again-epx44-growsutra-world-peace-mantra,0.797%,5.1%,28089,224,2:26:10,GROWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","BANJO,BLUES,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,MANTRA,RAGGA,SOUL",44,44,https://i1.sndcdn.com/artworks-wWQhnGqz9vHL3gbU-Sx2Pvw-t500x500.png,,"GROWsutra where we be brave,INDIEsutra,KNOWsutra : PEACE (not War),LOFIsutra","[32] Letter to My Friend (Never Again) • GROWsutra She Wanna Know PsyBass Circus JAZZ,[23] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[39] Letter to My Friend (Never Again) • GROWsutra PsyDestiny Banjo BLUES,[19] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[27] Letter to My Friend (Never Again) • GROWsutra Jazzy Hop Storyteller LOFI 02,[31] Letter to My Friend (Never Again) • GROWsutra She Wanna Know PsyBass Circus JAZZ,[21] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[18] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[15] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE,[28] Letter to My Friend (Never Again) • GROWsutra Jazzy Hop Storyteller LOFI 03,[08] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE,[26] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[12] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE,[17] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[01] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE",1,G-1,L-3
The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,https://soundcloud.com/bananasutra/sets/the-great-naked-king-showsutra-epx30,1.252%,5.1%,12138,152,1:46:12,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,FADO,FLAMENCO,GIPSY,HIP HOP,INDIE,JAZZ,LOFI",30,30,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,2026-04-01 23:37,"BURLESQUEsutra,JAZZsutra,LOFIsutra,SHOWsutra where bananas play","[29] The Great Naked King • SHOWsutra Psychedelick Hillbilly Hop Pop Blues Banjo LOFI,[26] The Great Naked King • SHOWsutra Psychedelick Hillbilly Hop Pop Indie Blues Banjo LOFI,[17] The Great Naked King • SHOWsutra Psychedelick Cabaret Jazz Swing BURLESQUE,[18] The Great Naked King • SHOWsutra Psychedelick Cabaret Gipsy Swing BURLESQUE,[22] The Great Naked King • SHOWsutra Psychedelick Hop Pop Piano Jazz LOFI,[11] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Waltz BURLESQUE,[07] The Great Naked King • SHOWsutra Psychedelick French Accordion Cello Tango JAZZ",188,G-188,L-250
Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,https://soundcloud.com/bananasutra/sets/glitter-on-a-turd-epx5,1.004%,5.0%,2491,25,14:49,GROWsutra,"BURLESQUE,INDIE","BURLESQUE,CABARET,INDIE",5,5,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t500x500.png,2025-05-23 11:53,"BURLESQUEsutra,GROWsutra : KIND(ness),GROWsutra where we be brave,JAZZsutra,LOFIsutra","[03] Glitter and Guts - Arabesk Indie JAZZsutra,[01] Glitter and Guts - Circus BURLESQUEsutra,[05] Glitter and Guts - Bass Revolution LOFIsutra,[04] Glitter and Guts - oh lordy DUBsutra",63,G-63,L-89
Because the Light ☉ EPx4 VOL.01,https://soundcloud.com/bananasutra/sets/because-the-light-epx4-vol01,0.914%,5.0%,2188,20,13:30,GROWsutra,MANTRA,MANTRA,4,4,https://i1.sndcdn.com/artworks-ZPfcJ5Xdh8yItO33-t97RIA-t500x500.png,,"BANJOsutra,BLOWsutra,BLOWsutra : REVOLT (now),LOFIsutra","[01] Because the Light (wontdietonight) ⭐︎ Breathy LOFIsutra,[02] Because the Fight ⭐︎ MellO BANJOsutra",14,G-14,L-28
Seminal Bollocks EP,https://soundcloud.com/bananasutra/sets/seminal-bollocks-ep,1.745%,5.0%,573,10,5:05,GROWsutra,ROCK,ROCK,2,2,https://i1.sndcdn.com/artworks-Ik066z1d2sgR1wBb-CC1jVQ-t500x500.jpg,,"DUBsutra,GROWsutra : GOD (etc),KNOWsutra where questions matter,SINGLEsutra Exclusive SoundCloud (woo)",Seminal Bollocks  • DUBsutra,160,G-160,L-214
The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,https://soundcloud.com/bananasutra/sets/the-conquest-of-happiness-according-to-bertrand-russel-2-songs-epx10-knowsutra,1.054%,4.9%,4650,49,44:45,KNOWsutra,"BURLESQUE,FOLK,INDIE,JAZZ,MANTRA","BURLESQUE,FOLK,INDIE,JAZZ,MANTRA",10,10,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t500x500.png,,"BURLESQUEsutra,GROWsutra where we be brave,JAZZsutra,KNOWsutra : BERTRAND (mon chéri)","Side A [03] EP Bertrand - The Unhappiness Dance - GROWsutra Jazzy Indie FOLK,Side B [04] EP Bertrand - The Conquest of Happiness - GROWsutra Indie Folk JAZZ,Side B [05] EP Bertrand - The Conquest of Happiness - GROWsutra Sweet Waltz BURLESQUE,Side A [01] EP Bertrand - The Unhappiness Dance - GROWsutra Jazzy BURLESQUE,Side A [05] EP Bertrand - The Unhappiness Dance - GROWsutra Indie JAZZ",184,G-184,L-244
Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,0.886%,4.9%,7679,68,1:06:19,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,LOFI","BANJO,BLUES,BURLESQUE,GIPSY,INDIE,LOFI,PSYCHEDELIC",14,14,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t500x500.png,,"BURLESQUEsutra,SHOWsutra : FANANA Club,SHOWsutra where bananas play","[12] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz BURLESQUE,[10] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz INDIE BURLESQUE,[06] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Breathing BURLESQUE,[11] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Accordion Circus Waltz BURLESQUE,[04] Gladys in Sonderland • SHOWsutra Psychedelic Gentle Gipsy Piano Cello Accordion Waltz Cameo BURLESQUE",62,G-62,L-88
The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,https://soundcloud.com/bananasutra/sets/the-echo-song-song-vladimir-vysotsky-epx6-english-cover-blowsutra-gipsy-trip-hop-trip,0.827%,4.8%,3506,29,18:46,BLOWsutra,"BURLESQUE,DUB,FOLK,INDIE,LOFI","BURLESQUE,DUB,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",6,6,https://i1.sndcdn.com/artworks-csa1LSOJaNbx8eWJ-OVqzHA-t500x500.png,,"BLOWsutra,BLOWsutra : REVOLT (now),DUBsutra,INDIEsutra","[05] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Gipsy Piano Cello Duende INDIE,[02] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Gipsy La Poesita Cello Indie Folk DUB",187,G-187,L-247
En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,https://soundcloud.com/bananasutra/sets/en-vrai-on-est-tous-freres-banjo-frenchsutra-epx5,1.799%,4.8%,1334,24,16:26,KNOWsutra,"BANJO,BLUES,FOLK,LOFI,MANTRA","BANJO,BLUES,FOLK,LOFI,MANTRA",5,5,https://i1.sndcdn.com/artworks-LV5LoqM7mHhduC2y-UvDK3w-t500x500.jpg,,"BANJOsutra,FOLKsutra,FRENCHsutra oui oui · sacrebleu,GLOWsutra where gratitude feeds,KNOWsutra where questions matter,LOFIsutra,MANTRAsutra,OUI OUI : Pardon (my French)","""En Vrai, On Est Tous Frères • LOFI BLUES FRENCHsutra""",49,G-49,L-71
Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),https://soundcloud.com/bananasutra/sets/woke-em-whacks-epx4-blues-dubsutra-music-therapy,1.734%,4.8%,1096,19,12:56,BLOWsutra,BLUES,BLUES,4,4,https://i1.sndcdn.com/artworks-w61imgKjvg3ASHMz-HXgbbA-t500x500.jpg,,"BLOWsutra,BLUESsutra,DUBsutra,FOLKsutra,INDIEsutra,JAZZsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU","Woke-N-Whack-A-Musk ☆ BLUESsutra (1),Woke-N-Whack-A-Musk ☆ BLUESsutra (2),Woke-N-Whack-A-Musk ☆ DUBsutra (2)",229,G-229,L-309
Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,1.361%,4.7%,5877,80,46:58,BLOWsutra,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,CABARET,DUB,JAZZ,LOFI,PUNK,SOUL",17,17,https://i1.sndcdn.com/artworks-Jz9sGDEqD1gTTB5H-sILJIA-t500x500.jpg,,"BLOWsutra,BURLESQUEsutra,DUBsutra,FRENCHsutra oui oui · sacrebleu,INDIEsutra,JAZZsutra,KNOWsutra where questions matter,LOFIsutra,OUI OUI : Pardon (my French)","Le Poids de l'Ego v1 • sutraFRENCH • Burlesque Ego Dub Cabaret,""Le système, ça voulait dire… v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Manu, Le P'tit Menteur v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Manu, Le P'tit Menteur v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Le système, ça voulait dire… v3 • sutraFRENCH • Burlesque Ego JAZZZ Masquerade"",Le P'tit Jupiter • sutraFRENCH • indieJAZZZ Piano LOFI Soul :)",100,G-100,L-137
Creo (La Poesia) ☘ EPx10 VOL.01 ☘ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/creo-la-poesia-epx10-vol01-bananasutra-en-espanol,1.003%,4.7%,4684,47,36:34,GLOWsutra,DUB,"DUB,FADO,FLAMENCO,PSYCHEDELIC,RAGGA",10,10,https://i1.sndcdn.com/artworks-HYGREko4IUXdrDm0-LliGgA-t500x500.png,2025-05-27 13:06,"DUBsutra,GLOWsutra where gratitude feeds,WORLDsutra : SPAN(k)ish","[01] Creo (la poesia) - Arabesk Flamenco,[04] Creo - Cello Accordion Psychedelic Circus 1,[03] Creo (la poesia) - Contrabass Guitar Classico,[06] Creo - Muse DUBsutra,[02] Creo (la poesia) - Arabesk Fado",31,G-31,L-51
Thank you · Mister Paine - American Accountability Revolution Blues EPx3,https://soundcloud.com/bananasutra/sets/thank-you-mister-paine-american-accountability-revolution-blues-epx3,1.643%,4.7%,852,14,11:47,BLOWsutra,BLUES,BLUES,3,3,https://i1.sndcdn.com/artworks-u5pewrASgTDY7LtN-z0b1TA-t500x500.png,2025-06-06 11:12,"BLOWsutra : REVOLT (now),BLUESsutra,QUACKsutra where we sing FU","""[02] Thank you, Mister Paine - American Accountability Revolution BLUESsutra"",""[03] Thank you, Mister Paine - American Accountability Revolution BLUESsutra""",181,G-181,L-240
If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-vol-2-epx22-blowsutra-censored-epstein-etcetera-soundtrack,0.739%,4.6%,13528,100,1:18:17,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,CABARET,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",22,22,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t500x500.png,2026-01-25 23:52,"BLOWsutra,BLOWsutra : CENSOR(ed),BURLESQUEsutra,DUBsutra,FOLKsutra,LOFIsutra,QUACKsutra where we sing FU","Side B [15] If We Had But(t) The Truth • BLOWsutra (Censored) Gipsy Psychedelia Accordion Cello Indie FOLK,Side A [08] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB,Side A [01] If We Had But(t) The Truth • BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Hop LOFI,Side A [06] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB,Side A [09] If We Had But(t) The Truth • BLOWsutra (Censored) Feel Di Riddim Ragga Mama DUB,Side B [16] If We Had But(t) The Truth • BLOWsutra (Censored) PsyPunk Rock Cabaret BURLESQUE",81,G-81,L-114
Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx2-vol02-blowsutra-world-peace-lofi-rock,1.339%,4.5%,672,9,8:37,BLOWsutra,"BURLESQUE,LOFI,ROCK","BURLESQUE,GIPSY,LOFI,PSYCHEDELIC,PUNK,ROCK",2,2,https://i1.sndcdn.com/artworks-301rwrEjz0M0tuZV-1dVJMg-t500x500.png,2025-09-20 18:14,"BLOWsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU,ROCKsutra,WORLDsutra : Russian(ish)",Who's Your Vladdy BLOWsutra Psychedelic Burlesque Punk ROCK,223,G-223,L-302
Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,https://soundcloud.com/bananasutra/sets/question-the-nation-blowsutra-psychedelic-revolution-epx10,1.105%,4.4%,3981,44,35:59,BLOWsutra,"BLUES,DUB,INDIE,JAZZ,LOFI","ACOUSTIC,BLUES,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,TRIP HOP",10,10,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t500x500.png,,"BLOWsutra,LOFIsutra","[06] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI,[09] Question The Nation • BLOWsutra (Revolt Now) SWK Dubby Raw Acoustic Bass Jazz LOFI",148,G-148,L-200
Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,0.745%,4.4%,8860,66,1:03:59,KNOWsutra,"BLUES,DUB,FOLK,INDIE,LOFI","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,SOUL",15,15,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,,"BLUESsutra,DUBsutra,INDIEsutra,KNOWsutra : PEACE (not War),LOFIsutra","[02] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) La Poesita Psychedelic Cello Dub INDIE,[05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB,[01] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Mama-b-c Psychedelic Cello Dream INDIE,[14] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Destiny BLUES,[08] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI,[07] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI",56,G-56,L-80
Hereby · I Cry ☠ BLOWsutra EPx5,https://soundcloud.com/bananasutra/sets/hereby-i-cry-blowsutra-epx5,1.437%,4.4%,1531,22,18:15,BLOWsutra,"DUB,FOLK,JAZZ,MANTRA","DUB,FOLK,GIPSY,JAZZ,MANTRA",5,5,https://i1.sndcdn.com/artworks-AJnyssyEpQIFaGYl-f1dxCg-t500x500.png,,"BLOWsutra,DUBsutra,FOTUS CIRCUS Playlist An American Freaks Show,GROWsutra : DARE (to care),MANTRAsutra,QUACKsutra where we sing FU","""[04] Hereby, I Cry • We Sing mo' DUB"",""[05] Hereby, I Cry • Arabesk Drum MANTRA""",69,G-69,L-96
Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,0.794%,4.4%,10957,87,1:08:23,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI,ROCK","BURLESQUE,DUB,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",20,20,https://i1.sndcdn.com/artworks-D95jhvq945VUHBlk-M2mkVQ-t500x500.png,2025-11-23 19:48,"BLOWsutra,BLOWsutra : EGO (gone loco),DUBsutra,LOFIsutra","""[16] Hey, Creeps • BLOWsutra Ego Gone She Wanna Know Psychedelic LoFi Jazz DUB"",""[12] Hey, Creeps • BLOWsutra Ego Gone Loco Tzigane Fusion LOFI"",""[02] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Grouchy Cosmic Punk LOFI"",""[01] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Bonobo Cosmic Punk LOFI"",""[05] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI"",""[13] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI""",70,G-70,L-97
Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,0.897%,4.3%,3345,30,23:24,BLOWsutra,BLUES,BLUES,7,7,https://i1.sndcdn.com/artworks-m0yZE3BD5czpTSpy-yzAs5A-t500x500.png,,"BLUESsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU","[04] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,[07] Sideration - No Velvet Scream - BLUESsutra,[05] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,[02] Sidération Blues Revolution - A Song of Wrong - BLUESsutra",166,G-166,L-225
Tell the Truth EP x4 BLUESsutra,https://soundcloud.com/bananasutra/sets/tell-the-truth-ep-x4-bluessutra,1.627%,4.2%,1291,21,18:54,GROWsutra,"BANJO,BLUES,JAZZ","BANJO,BLUES,JAZZ",5,5,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t500x500.jpg,,"BANJOsutra,BLUESsutra,GROWsutra where we be brave,JAZZsutra,KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter","Feeel The Rhythm (Tell the Truth),Tell the Truth : BANJOsutra",180,G-180,L-239
Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,https://soundcloud.com/bananasutra/sets/bo-burnham-gone-bananas-coversutra-epx11,1.096%,4.2%,4197,46,43:15,SHOWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI",11,11,https://i1.sndcdn.com/artworks-0cRNu3FFXne8uJuk-QwQNJA-t500x500.png,2026-03-07 23:40,"DUBsutra,JAZZsutra","[10] What's Funny (Bo Burnham Gone Bananas) - COVERsutra Indie Reggae DUB,[05] F*CK (Bo Burnham Gone Bananas) - COVERsutra Candid Piano JAZZ",22,G-22,L-37
Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,https://soundcloud.com/bananasutra/sets/queer-almighty-holy-questions-matter-epx16-vol-02,0.708%,4.1%,9316,66,51:38,KNOWsutra,"BANJO,BLUES,FOLK,MANTRA","BANJO,BLUES,CABARET,COUNTRY,FOLK,MANTRA",16,16,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,,"BANJOsutra,BLUESsutra,DUBsutra,GROWsutra : GOD (etc),KNOWsutra where questions matter,MANTRAsutra,Questions for the (kind) POPE in the Sky","[15] Queer Almighty - Drum Mantra DUBsutra,[06] Queer Almighty - Queer Enough to Cabaret - BANJOsutra,[08] Queer Almighty - Tell me why - FOLK BANJOsutra,[01] Queer Almighty - Folk BANJOsutra,[05] Queer Almighty - Jazzy Queer Almighty - BLUESy BANJOsutra",145,G-145,L-198
El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/el-papito-leo-es-no-maga-show-knowsutra-epx6,0.662%,4.0%,3623,24,15:38,KNOWsutra,"DUB,INDIE,JAZZ","DUB,INDIE,JAZZ",6,6,https://i1.sndcdn.com/artworks-pO4mbYYB5FWshxlE-Emrw6Q-t500x500.png,2025-06-23 22:28,"DUBsutra,GROWsutra : GOD (etc),INDIEsutra,JAZZsutra","[03] El Papito Leo es No MAGA Show - Muse DUB,[01] El Papito no es loco - Latin JAZZ,[06] El Papito Leo es No MAGA Show - Cello INDIE,[02] El Papito Leo es No MAGA Show - Muse DUB",48,G-48,L-70
So · What Is Racism • EPx9 Vol. 2 • KNOWsutra Gipsy Jazz + LoFi,https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-jazz-lofi-epx9-vol2,0.903%,4.0%,3988,36,29:01,KNOWsutra,"JAZZ,LOFI","GIPSY,JAZZ,LOFI",9,9,https://i1.sndcdn.com/artworks-NK0wy8xSKMBP4LSI-DlE3WA-t500x500.png,,"JAZZsutra,KNOWsutra where questions matter,LOFIsutra","""[02] So, What Is Racism • KNOWsutra Ethically Gipsy Fusion JAZZ"",""[03] So, What Is Racism • KNOWsutra Ethically Gipsy Fusion JAZZ"",""[07] So, What Is Racism • KNOWsutra Ethically Gipsy Fusion LOFI""",169,G-169,L-228
