ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,created_at,playlist_names_clean
Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,2,,BLOWsutra,LOFI,LOFI,3,2447,35,0:10:06,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t500x500.jpg,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t1080x1080.jpg,Nietzsche's Gift (Muddy Waters),L-165,checked,,"A quick 10-minute burst of ego autopsy, across 3 tracks. They muddy the water to make it look deep. Nietzsche saw through it. Inspired by Friedrich Nietzsche. Volume 2 hits different. Ego, meet your reflection.",Speak: EGO (gone loco),2024-11-19 17:53:10,"BLOWsutra : EGO (gone loco), KNOWsutra where questions matter, LOFIsutra, LOFIsutra (Best Of)"
My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,https://soundcloud.com/bananasutra/sets/my-quest-glowsutra-jacques-brel-epx7,2,,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,ROCK","BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,PSYCHEDELIC,ROCK,TRIP HOP",6,2918,17,0:16:43,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t1080x1080.png,This Is My Quest,L-263,checked,,A 6-track glow-up that dares you to show up. Born with a fire that silence could not tame. This is the quest. A nod to Jacques Brel. Volume 2 hits different. A rainbow in someone's cloud.,Bless: RAINBOWS (in my clouds),2026-03-15 16:44:40,"BLUESsutra, DUBsutra, GLOWsutra where gratitude feeds, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, ROCKsutra"
New Normalcy (Planet Earth to Higher Grounds) EP x7,https://soundcloud.com/bananasutra/sets/new-normalcy-planet-earth-to-higher-grounds-ep-x7,1,,KNOWsutra,FOLK,FOLK,7,1861,19,0:25:21,https://i1.sndcdn.com/artworks-ud5KKsf2ftHwkxwZ-emOxEw-t500x500.jpg,https://i1.sndcdn.com/artworks-ud5KKsf2ftHwkxwZ-emOxEw-t1080x1080.jpg,New Normalcy (Planet Earth to Higher Grounds),L-164,checked,,"A 25-minute ride of war-weary prayer, across 7 tracks. Planet Earth to Higher Grounds. What have we done now? Beautiful things don’t ask for attention... Inspired by David Bowie. The naked truth, served warm.",Ask: (Naked) TRUTH,2024-12-20 02:30:09,"BANJOsutra, BLOWsutra : APES (gone wrong), BURLESQUEsutra, DUBsutra, FOLKsutra, JAZZsutra, KNOWsutra where questions matter, ROCKsutra"
Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,https://soundcloud.com/bananasutra/sets/nietzsches-gift-they-muddy-the-water-to-make-it-look-deep-knowsutra-epx13-vol-5,4,,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",13,2629,26,0:42:09,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t500x500.png,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t1080x1080.png,Nietzsche's Gift (Muddy Waters),L-165,checked,,"13 tracks of ego autopsy. They muddy the water to make it look deep. Nietzsche saw through it. A nod to Friedrich Nietzsche. Volume 4 hits different. Ego, meet your reflection.",Speak: EGO (gone loco),2025-09-04 19:56:59,"BANJOsutra, BLOWsutra : EGO (gone loco), BURLESQUEsutra, DUBsutra, INDIEsutra, JAZZsutra, KNOWsutra where questions matter, LOFIsutra"
No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,1,,BLOWsutra,"BLUES,FOLK,INDIE,JAZZ,LOFI","BLUES,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,14549,143,1:15:40,https://i1.sndcdn.com/artworks-ecBWNrgF4umdHgXR-yDUv4A-t500x500.png,https://i1.sndcdn.com/artworks-ecBWNrgF4umdHgXR-yDUv4A-t1080x1080.png,"No Fear, My Dear",L-166,checked,,"Over an hour of structural outrage, across 19 tracks. Freedom means no fear. Nina Simone said it. We're still working on it. Inspired by Nina Simone. One of the heavier hitters: 14k+ plays. Revolution as a daily practice.",Speak: REVOLT (now),2025-11-29 07:48:10,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, FOLKsutra, INDIEsutra, JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
No · I'm Not Being Political (circa 2026) ⚉ Vol. 2 EPx10 ⚉ BLOWsutra Quacks Gone Wrong,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-circa-2026-blowsutra-epx10,2,,BLOWsutra,"LOFI,DUB,INDIE","LOFI,DUB,INDIE",10,280,3,0:40:12,https://i1.sndcdn.com/artworks-IZ8a3FakdTggbyZU-ULxipg-t500x500.png,https://i1.sndcdn.com/artworks-IZ8a3FakdTggbyZU-ULxipg-t1080x1080.png,"No, I'm Not Being Political (CIRCA 2026)",L-169,checked,,"A 10 track sequel of the 2025 story... updated with the Big Beautifool Bill, miscarriages counting as murder, illegal wars, dystopian galore etc... because guess what, fascism never gets better.","Speak: APES (gone wrong),EP: Criminals · EP: Criminals,Ask: BERTRAND (knows) · Speak: APES (gone wrong),EP: Criminals,World: FRENCHsutra",2026-05-10 05:53:54,"BLOWsutra, BURLESQUEsutra, DUBsutra, LOFIsutra"
No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,1,,BLOWsutra,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,2961,25,0:48:40,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t1080x1080.png,"No, I'm Not Being Political (CIRCA 2025)",L-168,checked,,"15 dub, folk, and indie tracks that won't let you look away. No, I'm not being political. I'm just awake. (Circa 2025.) Dare to care. That's the whole thing.",Dare: DARE (to care),2025-08-07 22:37:43,"BLOWsutra : APES (gone wrong), KNOWsutra where questions matter"
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,1,,GROWsutra,"DUB,INDIE,MANTRA","DUB,INDIE,MANTRA",4,870,10,0:12:40,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t1080x1080.png,Nous Sommes Le Feu,L-170,checked,,"A 4-track luminous ride that practices kindness like a contact sport. Nous sommes le monde — en français, du fond de l'âme humaniste. On est le feu, les cendres, la lumière. Served in dub, indie, and mantra. En français, évidemment. Kindness as rebellion.","Dare: KIND(ness),World: FRENCHsutra",2025-09-15 08:03:07,"DUBsutra, FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave, INDIEsutra, MANTRAsutra, OUI OUI : Pardon (my French)"
Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,1,,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,1247,12,0:26:35,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t1080x1080.png,"Oh My, Oh Why (Socrates Song)",L-171,checked,,"A 7-track smoldering reckoning that refuses to stop asking why. He said 'I know I know nothing.' They sentenced him to death. Oh my, oh why — is truth still the crime they crucify? A nod to Socrates. Because why not ask why.",Ask: But(t) WHY,2025-08-08 01:24:27,"BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra : but(t) WHY, MANTRAsutra"
Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),https://soundcloud.com/bananasutra/sets/oh-freedom-bluessutra-public-domain-lyrics,1,,BLOWsutra,BLUES,SOUL,10,1861,24,0:28:24,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t500x500.png,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t1080x1080.png,"Oh, Freedom",L-172,checked,,"10 tracks of structural outrage. Before I be a slave, I'll be buried in my grave. The oldest, truest freedom song. The sound: blues. Revolution as a daily practice.",Speak: REVOLT (now),2025-01-14 09:27:32,"BANJOsutra, BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, BOWsutra the last of 7 sutras · it's divine <3, BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, JAZZsutra, ROCKsutra"
Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,https://soundcloud.com/bananasutra/sets/oh-martine-french-glowbowsutra-side-ab-epx28,1,,BOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",28,11292,104,1:03:00,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t1080x1080.png,"Oh, Martine",L-173,checked,,"A 28-track glow-up that says thank you with its whole chest. Pour ma tante Martine, qui me manque. Des tartines, des clins d'œil, et un amour pour toujours. Blues, burlesque, and dub grooves from end to end. Resonated: 11k plays and 104 likes so far. En français, évidemment.","Bow: Death (is nothing),World: FRENCHsutra",2025-10-22 06:19:19,"BLUESsutra, BOWsutra : DEATH (is nothing), BOWsutra the last of 7 sutras · it's divine <3, BURLESQUEsutra, DUBsutra, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, LOFIsutra, OUI OUI : Pardon (my French), ROCKsutra"
Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,1,,BLOWsutra,INDIE,INDIE,5,6762,49,0:15:26,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t500x500.png,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t1080x1080.png,Okie Dokie (No It's Not),L-174,checked,,A 5-track shadow-walk that stays wide awake through the circus. Okie dokie. (No. It's not.) Served in indie. The apes are at it again.,Speak: APES (gone wrong),2025-04-25 06:33:17,"BANJOsutra, BLOWsutra, BLOWsutra : APES (gone wrong), LOFIsutra, LOFIsutra (Best Of)"
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,1,,GROWsutra,"INDIE,LOFI,ROCK","GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",6,1340,15,0:17:03,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t1080x1080.png,One Percent Rising,L-175,checked,,"A 17-minute ride of curious reckoning, across 6 tracks. More curious than 99% of the population. That's the one percent that matters. The sound: indie, lo-fi, and rock. Dare to care. That's the whole thing.",Dare: DARE (to care),2026-02-24 20:27:47,"GROWsutra where we be brave, LOFIsutra, ROCKsutra"
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,1,,GROWsutra,"INDIE,JAZZ","FADO,INDIE,JAZZ",6,4849,42,0:19:10,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t1080x1080.png,Ordo Amoris in Decay (All I Want Is To Believe),L-178,checked,,"6 indie and jazz tracks asking questions that sting. It's Pride month. Authenticity isn't loud and proud — it's humble, vulnerable, and brave. Ordo amoris, in a world of ego. Holy questions, no holy answers.",Dare: GOD (etc.),2025-06-19 10:35:09,"BLOWsutra : APES (gone wrong), BURLESQUEsutra, DUBsutra, INDIEsutra, LOFIsutra"
Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,https://soundcloud.com/bananasutra/sets/oy-we-care-quacksutra-psychedelic-punk-rock-mantra-epx4,1,,BLOWsutra,"BURLESQUE,FOLK,MANTRA,ROCK","BURLESQUE,FOLK,MANTRA,PSYCHEDELIC,PUNK,ROCK",4,1609,9,0:08:44,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t500x500.png,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t1080x1080.png,"Oy, We Care",L-180,checked,,"4 burlesque, folk, and mantra tracks for the ones who still give a damn. Oy! We care! Oy! We dare! Born to love, not kneel to greed. Time to boom through the gloom. Revolution as a daily practice.",Speak: REVOLT (now),2025-10-05 06:46:42,"BLOWsutra : REVOLT (now), BURLESQUEsutra, QUACKsutra where we sing FU, ROCKsutra"
Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,https://soundcloud.com/bananasutra/sets/peace-matters-more-the-only-wish-worth-making-growsutra-birthday-wish-song,1,,KNOWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,GIPSY,INDIE,JAZZ",7,8522,78,0:31:58,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t500x500.png,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t1080x1080.png,Peace Matters More,L-182,checked,,"7 tracks of stubborn hope. The only wish worth making: peace. Just peace. Please? Burlesque, dub, and indie grooves from end to end. Resonated: 8k plays and 78 likes so far. The peace prayer that won't shut up.",Ask: PEACE (not war),2025-11-08 04:29:57,"BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, GROWsutra where we be brave, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), KNOWsutra : PEACE (not War)"
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,1,,QUACKsutra,"BANJO,BLUES,DUB,LOFI,MANTRA","BANJO,BLUES,COUNTRY,DUB,LOFI,MANTRA,TRIP HOP",14,3227,24,0:50:51,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t1080x1080.png,Pedo Nation,L-184,checked,,"14 banjo, blues, and dub tracks steeped in equal parts fury and love. For the silenced girls. Private jets, blackmail nights, masked faces. The shame isn't tiny. The story must be told. Quack quack. You know who you are.",Quack: DUCK (shady),2025-06-23 03:11:57,"BANJOsutra, BLUESsutra, DUBsutra, LOFIsutra, MANTRAsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,https://soundcloud.com/bananasutra/sets/peel-me-kindly-showsutra-gone-banana-a-la-gipsy-jazz,1,,GROWsutra,JAZZ,"GIPSY,JAZZ",7,5166,60,0:30:57,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t1080x1080.png,Peel Me Kindly,L-185,checked,,"A 7-track luminous ride that insists you be exactly yourself. Seven secrets, one sutra. Peel when ready. The sound: jazz. Kindness as rebellion.",Dare: KIND(ness),2025-12-06 09:47:10,"FLOWsutra : WET (my friend), JAZZsutra, JAZZsutra (Best Of), SHOWsutra where bananas play"
Poem (I wanted to be · basically) ℘ EPx14 VOL.01,https://soundcloud.com/bananasutra/sets/poem-i-wanted-to-be-basically-epx14-vol01,1,,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,PSYCHEDELIC",14,2391,20,0:46:15,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t500x500.png,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t1080x1080.png,The Poem,L-254,checked,,"14 tracks of questions that won't quit. I thought I wanted to be a poet. But really, I wanted to be a poem. Federico Garcia Lorca walked in and stayed. Poetry as essential infrastructure.",Bless: POET(ry),2025-04-21 18:32:18,"BANJOsutra, BLUESsutra, FOLKsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, INDIEsutra, JAZZsutra, LOFIsutra"
Poetry Matters EP vol.3,https://soundcloud.com/bananasutra/sets/poetry-matters-ep-vol3,3,,GLOWsutra,"FOLK,LOFI,MANTRA","FOLK,LOFI,MANTRA",3,545,8,0:10:10,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t1080x1080.jpg,Poetry Matters,L-189,checked,,"A quick 10-minute burst of beauty that bleeds, across 3 tracks. Question my empathy. I dare you. (Poetry has entered the chat.) The sound: folk, lo-fi, and mantra. This is Vol. 3—the saga deepens. Poetry as essential infrastructure.",Bless: POET(ry),2025-01-19 05:28:52,"BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra"
Poetry Matters ☰ BANJOsutra EPx2,https://soundcloud.com/bananasutra/sets/poetry-matters-banjosutra-ep,2,,GLOWsutra,"BANJO,BLUES","BANJO,BLUES",5,771,9,0:11:40,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t1080x1080.jpg,Poetry Matters,L-189,checked,,5 tracks of beauty that bleeds. Question my empathy. I dare you. (Poetry has entered the chat.) Banjo and blues grooves from end to end. This is Vol. 2—the saga deepens. Poetry as essential infrastructure.,Bless: POET(ry),2025-01-10 09:33:55,"BANJOsutra, DUBsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, GROWsutra where we be brave, JAZZsutra, SINGLEsutra Exclusive SoundCloud (woo)"
Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-matters-epx3-vol05-dubsutra,1,,GLOWsutra,DUB,DUB,3,2258,22,0:12:21,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t500x500.png,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t1080x1080.png,Poetry Matters,L-189,checked,,"A quick 12-minute burst of beauty that bleeds, across 3 tracks. Question my empathy. I dare you. (Poetry has entered the chat.) The sound: dub. Poetry as essential infrastructure.",Bless: POET(ry),2025-05-29 03:53:25,"DUBsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds"
Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-nah-lie-epx6-vol01-dubsutra,1,,GLOWsutra,DUB,RAGGA,6,3421,39,0:21:43,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t500x500.png,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t1080x1080.png,Poetry Nah Lie,L-190,checked,,"6 dub tracks disguised as music. Poetry nah lie. It's vital like a plant. Medicine for truth, in a world where viral means value. Poetry as essential infrastructure.",Bless: POET(ry),2025-05-29 04:13:57,"DUBsutra, GLOWsutra where gratitude feeds"
Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-slow-burns-epx5-vol01-dubsutra,1,,GLOWsutra,DUB,DUB,5,4052,37,0:19:17,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t500x500.png,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t1080x1080.png,Poetry Slow Burns,L-191,checked,,"A 19-minute ride of beauty that bleeds, across 5 tracks. Not for show, not for fame. Just to name the ache and sing the flame. Poetry slow burns — soft, deadly. Dub grooves from end to end. Poetry as essential infrastructure.",Bless: POET(ry),2025-05-29 03:59:25,"DUBsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds"
Predators (why war) EP x11 vol.2,https://soundcloud.com/bananasutra/sets/predators-why-war-ep-vol2,2,,KNOWsutra,MANTRA,MANTRA,11,2154,23,0:38:38,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t500x500.jpg,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t1080x1080.jpg,Predators (Why War),L-194,checked,,"A 11-track dark bloom that asks the fairness question out loud. Why? No one cares. No one hears. Predators in history, memories in mystery. Vol. 2, because war's a long story. The sound: mantra. Vol. 2, because one wasn't enough. The peace prayer that won't shut up.",Ask: PEACE (not war),2025-01-08 00:47:56,"BURLESQUEsutra, FOLKsutra, INDIEsutra, JAZZsutra, KNOWsutra : PEACE (not War), LOFIsutra, MANTRAsutra"
Prickly Peaches DUBsutra EPx3,https://soundcloud.com/bananasutra/sets/prickly-peaches-dubsutra-epx3,1,,FLOWsutra,DUB,DUB,3,649,8,0:10:53,https://i1.sndcdn.com/artworks-RAzwB4AnKcyRKbyO-wrGX6g-t500x500.jpg,https://i1.sndcdn.com/artworks-RAzwB4AnKcyRKbyO-wrGX6g-t1080x1080.jpg,Wet (Prickly) Peaches vol.2,L-285,checked,,"3 dub tracks built on nerve and a prayer. What Jefferson Airplane would sound like as a haunting psychedelic ode to radical intimacy. Vol. 2, because some songs are cheekier than others. Where trust gets tender.","Trust: WET (my friend),EP: Peachy",2024-12-24 21:59:40,"DUBsutra, FLOWsutra : WET (my friend), FLOWsutra where time is space"
Pro-life means what · honey?,https://soundcloud.com/bananasutra/sets/pro-life-means-what-honey,1,,GROWsutra,"BANJO,MANTRA","BANJO,MANTRA",6,1213,18,0:20:15,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t500x500.jpg,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t1080x1080.jpg,"Pro-life Means What, Honey?",L-196,checked,,"A 20-minute ride of holy doubt, across 6 tracks. Pro-life means what, exactly? (Still waiting for a straight answer.) The sound: banjo and mantra. Holy questions, no holy answers.",Dare: GOD (etc.),2025-02-11 03:29:51,"BANJOsutra, BLUESsutra, DUBsutra, GROWsutra : GOD (etc), KNOWsutra where questions matter, QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky"
Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,https://soundcloud.com/bananasutra/sets/project-2-0-2-5-explicit-fascism-advisory-pray-for-murica-soulsutra-epx7,1,,QUACKsutra,FOLK,"FOLK,SOUL",7,1388,16,0:24:25,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t500x500.png,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t1080x1080.png,Project 2025 (Honky tonk dreams in the land of the free),L-197,checked,,"A 7-track shadow-walk that stays wide awake through the circus. Project 2025: a reading list nobody asked for, a playlist everyone needs. The sound: folk. Quack quack. You know who you are.",Quack: DUCK (shady),2025-01-30 00:32:50,"BLOWsutra, BLUESsutra, DUBsutra, FOLKsutra, INDIEsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,https://soundcloud.com/bananasutra/sets/queer-almighty-holy-questions-matter-epx16-vol-02,2,,GROWsutra,"BANJO,BLUES,FOLK,MANTRA","BANJO,BLUES,CABARET,COUNTRY,FOLK,MANTRA",16,9339,66,0:51:38,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t1080x1080.png,Queer Almighty,L-198,checked,,"16 banjo, blues, and folk tracks for the ones who still give a damn. Queer almighty: if God made everything, the closet wasn't His idea. Vol. 2, because one wasn't enough. Resonated: 9k plays and 66 likes so far. Holy questions, no holy answers.",Dare: GOD (etc.),2025-04-27 06:04:28,"BANJOsutra, BLUESsutra, BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), FOLKsutra (Best Of), GROWsutra : GOD (etc), KNOWsutra where questions matter, MANTRAsutra, Questions for the (kind) POPE in the Sky"
Question Di Kingdom EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/question-di-kingdom-epx4-vol02,2,,KNOWsutra,DUB,"DUB,RAGGA",4,4787,47,0:11:40,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t500x500.png,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t1080x1080.png,Question Di Kingdom,L-199,checked,,"A 4-track sun-drunk hymn that dances where gods fear to tread. Rise up tall. Reason first. Kingdom, second (if needed). Channeling Bertrand Russell, obviously. This is Vol. 2—the saga deepens. Bertrand would approve. Probably.",Ask: BERTRAND (knows),2025-04-27 02:47:39,"DUBsutra, DUBsutra (Best Of), KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, Questions for the (kind) POPE in the Sky"
Question di Kingdom ✰ Ragga DUBsutra EPx10,https://soundcloud.com/bananasutra/sets/question-di-kingdom-ragga-dubsutra-epx10,1,,KNOWsutra,DUB,RAGGA,10,2874,24,0:27:13,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t500x500.png,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t1080x1080.png,Question Di Kingdom,L-199,checked,,"A 10-track sun-drunk hymn that dances where gods fear to tread. Rise up tall. Reason first. Kingdom, second (if needed). Channeling Bertrand Russell, obviously. Bertrand would approve. Probably.",Ask: BERTRAND (knows),2025-03-01 11:04:15,"BANJOsutra, DUBsutra, KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra, Questions for the (kind) POPE in the Sky"
