ep_title,ep_url,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,playlist_names_clean,TRACKs
MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,https://soundcloud.com/bananasutra/sets/mawa-mawa-epx2-maxa-series-vol-2,GROWsutra,LOFI,LOFI,2,455,3,0:00:00,https://i1.sndcdn.com/artworks-ohldLp0ezWMHuexZ-Z1TUbg-t500x500.png,L-158,,"BURLESQUEsutra, GROWsutra where we be brave, JAZZsutra, QUACKsutra where we sing FU","MAWA MAWA • Make America Woke Again • LOFI JAZZsutra, MAWA MAWA • Make America Woke Again • Accordion Cello Lament BURLESQUEsutra"
MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,https://soundcloud.com/bananasutra/sets/maxa-series,BLOWsutra,"BANJO,BURLESQUE","BANJO,BURLESQUE",20,4827,49,0:00:00,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t500x500.png,L-149,2025-02-22 18:37,"BANJOsutra, BLOWsutra, BLOWsutra : MAxA Series, BLUESsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, INDIEsutra, JAZZsutra, LOFIsutra, QUACKsutra where we sing FU","[4] MAHA • Make America Humane Again • Accordion CAT BURLESQUEsutra, [5] MAHA • Make America Humane Again • Authentic Banjo FOLKsutra, [6] MAHA • Make America Humane Again • DUBsutra, [1] MAHA • Make America Humane Again • Psy Waltz BURLESQUEsutra, [3] MAHA • Make America Humane Again • Bass IBYN BURLESQUE JAZZsutra, [7] MAHA • Make America Humane Again • Booya BANJOsutra, [2] MAHA • Make America Humane Again • Psy Waltz BURLESQUEsutra (2), [8] MAHA • Make America Humane Again • Weary BLUESsutra, MAWA MAWA • Make America Woke Again • Banger BANJOsutra, MASA MASA • Contrabass DUBsutra (2), MASA MASA • Booya BANJOsutra, MASA MASA • Contrabass DUBsutra (1)"
Men-Oh-Pause 🩸 KNOWsutra EPx14,https://soundcloud.com/bananasutra/sets/men-oh-pause-knowsutra-epx14,KNOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,RAGGA,ROCK",14,4270,47,0:00:00,https://i1.sndcdn.com/artworks-CwrH2fJ04mrnXKyD-lpasyg-t500x500.png,L-159,2025-09-16 11:10,"BLOWsutra : CENSOR(ed), BLUESsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter, LOFIsutra, ROCKsutra","[01] Men-Oh-Pause • GROWsutra La Poesita Fado Arabesk World INDIE, [11] Men-Oh-Pause • GROWsutra Accordion Circus BURLESQUE, [06] Men-Oh-Pause • GROWsutra F-Bomb Hip Hop LOFI, [03] Men-Oh-Pause • GROWsutra She Wanna Know Fusion Jazz CelLOFI INDIE, [13] Men-Oh-Pause • GROWsutra Accordion Circus BURLESQUE, [14] Men-Oh-Pause • GROWsutra I Burlesque You Not Psychedelic Punk ROCK, [09] Men-Oh-Pause • GROWsutra Kindness is in the Depth Indie FOLK, [02] Men-Oh-Pause • GROWsutra La Poesita Fado Arabesk World INDIE, [05] Men-Oh-Pause • GROWsutra She Wanna Know Fusion Jazz CelLOFI INDIE, [08] Men-Oh-Pause • GROWsutra Dem Sed Ragga DUB, [04] Men-Oh-Pause • GROWsutra She Wanna Know Fusion Jazz CelLOFI INDIE, [07] Men-Oh-Pause • GROWsutra Muse DUB, [10] Men-Oh-Pause • GROWsutra Psychedelic Destiny BLUES, [12] Men-Oh-Pause • GROWsutra Accordion Circus BURLESQUE"
Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,https://soundcloud.com/bananasutra/sets/mind-the-felon-bananasutra-jazz-lofi,BLOWsutra,"JAZZ,LOFI","JAZZ,LOFI,PSYCHEDELIC,SOUL",5,3178,28,0:00:00,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t500x500.png,L-154,,"BLOWsutra, BURLESQUEsutra, FOLKsutra, JAZZsutra, MANTRAsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU","Mind the Felon • MANTRAsutra, Mind the Felon (two) • FOLKsutra, Mind the Felon (four) • JAZZsutra, Mind the Felon (one) • JAZZsutra, Mind the Felon (three) • JAZZsutra"
Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,KNOWsutra,LOFI,LOFI,3,2439,35,0:00:00,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t500x500.jpg,L-165,2024-10-22 18:43,"BLOWsutra : EGO (gone loco), KNOWsutra where questions matter, LOFIsutra","Nietzsche’s Gift V.3 • LOFI Jazzz • sutraKNOW, Nietzsche’s Gift V.2 • LOFI Jazzz • sutraKNOW, Nietzsche’s Gift V.1 • LOFI Jazzz • sutraKNOW"
My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,https://soundcloud.com/bananasutra/sets/my-quest-glowsutra-jacques-brel-epx7,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,ROCK","BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,PSYCHEDELIC,ROCK,TRIP HOP",6,2792,18,0:00:00,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,L-163,2026-03-15 16:44,"BLUESsutra, DUBsutra, GLOWsutra where gratitude feeds, INDIEsutra, JAZZsutra, ROCKsutra","[04] My Quest • To dream an impossible dream with Jacques Brel • GLOWsutra Psychedelic Muse DUB, [03] My Quest • To dream an impossible dream • GLOWsutra She Wanna Know Psychedelic Bass Hop JAZZ, [02] My Quest • To dream an impossible dream • GLOWsutra Psychedelic Cello Lullaby INDIE, [01] My Quest • To dream an impossible dream • GLOWsutra Psychedelic Cello Lullaby INDIE, [06] My Quest • To dream an impossible dream with Jacques Brel • GLOWsutra Indie Banjo BLUES, [05] My Quest • To dream an impossible dream • GLOWsutra Burlesque Indie Trip Hop ROCK"
New Normalcy (Planet Earth to Higher Grounds) EP x7,https://soundcloud.com/bananasutra/sets/new-normalcy-planet-earth-to-higher-grounds-ep-x7,KNOWsutra,FOLK,FOLK,7,1847,19,0:00:00,https://i1.sndcdn.com/artworks-ud5KKsf2ftHwkxwZ-emOxEw-t500x500.jpg,L-156,,"BANJOsutra, BLOWsutra : APES (gone wrong), BURLESQUEsutra, DUBsutra, FOLKsutra, JAZZsutra, KNOWsutra where questions matter, ROCKsutra","New Normalcy, Space Oddity ☰ BANJOsutra, New Normalcy, Space Oddity ☰ BURLESQUEsutra, New Normalcy, Space Oddity ☰ COUNTRYsutra, New Normalcy, Space Oddity ☰ DUBsutra, New Normalcy, Space Oddity ☰ FOLK JAZZsutra, New Normalcy, Space Oddity ☰ ROCKsutra, New Normalcy, Space Oddity ☰ PIANOsutra"
Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,https://soundcloud.com/bananasutra/sets/nietzsches-gift-they-muddy-the-water-to-make-it-look-deep-knowsutra-epx13-vol-5,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",13,2615,26,0:00:00,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t500x500.png,L-165,2025-09-04 19:56,"BANJOsutra, BLOWsutra : EGO (gone loco), BURLESQUEsutra, DUBsutra, INDIEsutra, JAZZsutra, KNOWsutra where questions matter, LOFIsutra","[08] They Muddy the Water • Nietzsche's Gift • KNOWsutra Tzigane Fusion FOLK DUB, [03] They Muddy the Water • Nietzsche's Gift • KNOWsutra Accordion BURLESQUE, [02] They Muddy the Water • Nietzsche's Gift • KNOWsutra Piano BURLESQUE, [06] They Muddy the Water • Nietzsche's Gift • KNOWsutra Jazzy Folk INDIE, [11] They Muddy the Water • Nietzsche's Gift • KNOWsutra Dubby Dub DUB, [04] They Muddy the Water • Nietzsche's Gift • KNOWsutra Jazz BURLESQUE, [09] They Muddy the Water • Nietzsche's Gift • KNOWsutra Tzigane Indie Fusion FOLK DUB, [05] They Muddy the Water • Nietzsche's Gift • KNOWsutra Bluesy Bass (Remastered) JAZZ, [10] They Muddy the Water • Nietzsche's Gift • KNOWsutra Muse DUB, [07] They Muddy the Water • Nietzsche's Gift • KNOWsutra Destiny Blues BANJO, [01] They Muddy the Water • Nietzsche's Gift • KNOWsutra Piano BURLESQUE, [13] They Muddy the Water • Nietzsche's Gift • KNOWsutra Drum LOFI, [12] They Muddy the Water • Nietzsche's Gift • KNOWsutra Dubby Dub DUB"
No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,BLOWsutra,"BLUES,FOLK,INDIE,JAZZ,LOFI","BLUES,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,14392,146,0:00:00,https://i1.sndcdn.com/artworks-ecBWNrgF4umdHgXR-yDUv4A-t500x500.png,L-166,,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, FOLKsutra, INDIEsutra, JAZZsutra, LOFIsutra","Side B [11] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic Folky BLUES, Side A [06] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Psychedelic Chanson Piano JAZZ, Side A [07] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Psychedelic Chanson Piano JAZZ, Side B [18] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World Fusion Indie LOFI, Side B [15] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Folk Fusion INDIE, Side B [12] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Jazzy Psychedelic Chanson Piano FOLK, Side A [10] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic Chanson Bluesy JAZZ, Side B [14] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Folk Fusion INDIE, Side A [05] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ, Side B [13] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic FOLK, Side A [09] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ, Side B [16] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Folk Fusion INDIE, Side A [02] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano Bass JAZZ, Side A [01] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ, Side A [08] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Fusion Piano Indie JAZZ, Side A [03] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ, Side A [04] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ, Side B [17] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Fusion INDIE, Side B [19] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World Fusion Indie LOFI"
No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,KNOWsutra,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,2944,25,0:00:00,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,L-160,2025-08-07 22:37,BLOWsutra : APES (gone wrong),"[15] No, I'm Not Being Political • KNOWsutra Drum MANTRA, [11] No, I'm Not Being Political • KNOWsutra Indie DUB, [13] No, I'm Not Being Political • KNOWsutra DUB, [14] No, I'm Not Being Political • KNOWsutra DUB, [12] No, I'm Not Being Political • KNOWsutra DUB, [08] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [04] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [01] No, I'm Not Being Political • KNOWsutra La poesita Folk INDIE, [10] No, I'm Not Being Political • KNOWsutra Indie DUB, [05] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [07] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [02] No, I'm Not Being Political • KNOWsutra Folk INDIE, [03] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [09] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [06] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK"
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,GROWsutra,"DUB,INDIE,MANTRA","DUB,INDIE,MANTRA",4,856,10,0:00:00,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,L-162,,"DUBsutra, FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave, INDIEsutra, MANTRAsutra, OUI OUI : Pardon (my French)","[02] Nous Sommes Le Feu - Chanson à la JAZZsutra - INDIE, [04] Nous Sommes Le Feu - Queen FOLKsutra - MANTRA, [01] Nous Sommes Le Feu - Chanson à la BLUESsutra - INDIE, [03] Nous Sommes Le Feu - Jazzy Muse DUB"
Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,1243,12,0:00:00,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,L-163,,"BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra : but(t) WHY, MANTRAsutra","[02] Oh My, Oh Why (Socrates Song) - GROWsutra INDIE, [07] Oh My, Oh Why (Socrates Song) - GROWsutra Muse DUB, [04] Oh My, Oh Why (Socrates Song) - GROWsutra INDIE FOLK, [06] Oh My, Oh Why (Socrates Song) - GROWsutra mo FOLK, [03] Oh My, Oh Why (Socrates Song) - GROWsutra Bass INDIE, [01] Oh My, Oh Why (Socrates Song) - GROWsutra Vocal INDIE, [05] Oh My, Oh Why (Socrates Song) - GROWsutra FOLK"
Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),https://soundcloud.com/bananasutra/sets/oh-freedom-bluessutra-public-domain-lyrics,BOWsutra,BLUES,SOUL,10,1852,24,0:00:00,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t500x500.png,L-164,,"BANJOsutra, BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, BOWsutra the last of 7 sutras · it's divine <3, BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, JAZZsutra, ROCKsutra","oh (oh) freedom • BLUESsutra, oh (ohoh) freedom • BLUESsutra, oh freedom (no more segregation) • indieBLUESsutra, Oh, Freedom ♛ Dubby BLUESsutra (Public Domain Heavens), Ooh, Freedom ♛ BLUESsutra (Public Domain Heavens on Fire), Oh, Freedom ♛ GOSPELsutra (Public Domain Heavens), Oh, Freedom ♛ BLUESsutra (Public Domain Heavens), Oh, Freedom ♛ Circus BLUESsutra (Public Domain Heavens), Oh, Freedom ♛ Reverb BLUESsutra (Public Domain Heavens), Ooh, Freedom ♛ BLUESsutra Soul (Public Domain Heavens)"
Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,https://soundcloud.com/bananasutra/sets/oh-martine-french-glowbowsutra-side-ab-epx28,BOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",28,11217,101,0:00:00,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,L-173,,"BLUESsutra, BOWsutra : DEATH (is nothing), BOWsutra the last of 7 sutras · it's divine <3, BURLESQUEsutra, DUBsutra, INDIEsutra, JAZZsutra, LOFIsutra, OUI OUI : Pardon (my French), ROCKsutra","Side B [02] Oh Martine • BOWsutra Ethereal French BLUES, Side B [08] Oh Martine • BOWsutra Gipsy World LoFi Fusion INDIE, Side B [11] Oh Martine • BOWsutra French Storyteller Mama Indie LOFI, Side B [04] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side B [03] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side B [09] Oh Martine • BOWsutra Gipsy World LoFi Fusion INDIE, Side A [15] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side B [10] Oh Martine • BOWsutra French Cello Psychedelia Indie LOFI, Side B [13] Oh Martine • BOWsutra French Folk Poetry DUB, Side B [06] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side A [12] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side A [13] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side B [12] Oh Martine • BOWsutra French Storyteller Mama Indie LOFI, Side B [07] Oh Martine • BOWsutra Gipsy World LoFi Fusion INDIE, Side A [10] Oh Martine • BOWsutra French Accordion Psychedelia INDIE, Side A [09] Oh Martine • BOWsutra French Accordion Psychedelia INDIE, Side B [05] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side A [11] Oh Martine • BOWsutra French Accordion Psychedelia INDIE, Side B [01] Oh Martine • BOWsutra Ethereal French BLUES, Side A [02] Oh Martine • BOWsutra Oh Boy French Accordion Circus Jazz BURLESQUE, Side A [14] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side A [01] Oh Martine • BOWsutra French Accordion Tango Circus Jazz INDIE, Side A [08] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ, Side A [06] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ, Side A [03] Oh Martine • BOWsutra Cheeky Piano Bar Kittens BURLESQUE, Side A [04] Oh Martine • BOWsutra Cheeky Piano Bar Kittens BURLESQUE, Side A [05] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ, Side A [07] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ"
Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,BLOWsutra,INDIE,INDIE,5,6749,49,0:00:00,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t500x500.png,L-166,,"BANJOsutra, BLOWsutra, BLOWsutra : APES (gone wrong), LOFIsutra","[04] Okey Dokey, No It's Not • Jazzy LOFIsutra, [03] Okey Dokey, No It's Not • Indie LOFIsutra, [02] Okey Dokey, No It's Not • Indie LOFIsutra, [01] Okey Dokey, No It's Not • Banger BANJOsutra, [05] Okey Dokey, No It's Not • Jazzy LOFIsutra"
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,GROWsutra,"INDIE,LOFI,ROCK","GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",6,1314,15,0:00:00,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,L-175,2026-02-24 20:27,"GROWsutra where we be brave, LOFIsutra, ROCKsutra","[02] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [05] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI, [03] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [04] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI, [06] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI, [01] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK"
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,GROWsutra,"INDIE,JAZZ","FADO,INDIE,JAZZ",6,4837,42,0:00:00,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,L-170,2025-06-19 10:35,"BLOWsutra : APES (gone wrong), BURLESQUEsutra, DUBsutra, INDIEsutra, LOFIsutra","[01] Ordo Amoris In Decay - Gypsy Fado BURLESQUEsutra, [05] Ordo Amoris In Decay - muse DUBsutra, [00] All I Want Is To Believe - CAT JAZZ BURLESQUEsutra, [04] Ordo Amoris In Decay - Indie LOFIsutra, [02] Ordo Amoris In Decay - Oh Boy Accordion Cello BURLESQUEsutra, [03] Ordo Amoris In Decay - Gypsy Fado INDIEsutra"
Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,https://soundcloud.com/bananasutra/sets/oy-we-care-quacksutra-psychedelic-punk-rock-mantra-epx4,BLOWsutra,"BURLESQUE,FOLK,MANTRA,ROCK","BURLESQUE,FOLK,MANTRA,PSYCHEDELIC,PUNK,ROCK",4,1596,9,0:00:00,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t500x500.png,L-180,,"BLOWsutra : REVOLT (now), BURLESQUEsutra, QUACKsutra where we sing FU, ROCKsutra","Oy, We Care! BLOWsutra I Burlesque You Not 3, Oy, We Care! BLOWsutra I Burlesque You Not 2, Oy, We Care! BLOWsutra I Burlesque You Not 1, Oy, We Care! BLOWsutra I Piano Bar Burlesque FOLK"
Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,https://soundcloud.com/bananasutra/sets/peace-matters-more-the-only-wish-worth-making-growsutra-birthday-wish-song,GROWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,GIPSY,INDIE,JAZZ",7,8465,78,0:00:00,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t500x500.png,L-182,,"BURLESQUEsutra, DUBsutra, GROWsutra where we be brave, INDIEsutra, JAZZsutra, KNOWsutra : PEACE (not War)","[03] Peace Matters More - GROWsutra Gipsy Circus BURLESQUE, [06] Peace Matters More - GROWsutra Gipsy Hop DUB, [05] Peace Matters More - GROWsutra Gipsy DUB JAZZ, [04] Peace Matters More - GROWsutra Gipsy Circus BURLESQUE, [07] Peace Matters More - GROWsutra Gipsy Hop DUB, [01] Peace Matters More - GROWsutra Gipsy psyCello INDIE, [02] Peace Matters More - GROWsutra Gipsy Burlesque INDIE"
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,BLOWsutra,"BANJO,BLUES,DUB,LOFI,MANTRA","BANJO,BLUES,COUNTRY,DUB,LOFI,MANTRA,TRIP HOP",14,3222,24,0:00:00,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,L-176,,"BANJOsutra, BLUESsutra, DUBsutra, LOFIsutra, MANTRAsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU","[13] PEDO Nation • High Drum Prayer MANTRA, [04] PEDO Nation • Hide Your Pets Country BANJO, [05] PEDO Nation • Hide Your Pets Country BANJO, [07] PEDO Nation • Hide Your Pets Country BANJO, [10] PEDO Nation • Cello Trip Hop LOFI, [09] PEDO Nation • Donny Daddy likes 'em young DUB, [12] PEDO Nation • Cello Trip Hop LOFI, [01] PEDO Nation • bluesy yum BLUES, [11] PEDO Nation • Cello Trip Hop LOFI, [03] PEDO Nation • Hide Your Pets Country BANJO, [06] PEDO Nation • Hide Your Pets Country BANJO, [14] PEDO Nation • High Drum Prayer MANTRA, [02] PEDO Nation • Psy Banger BANJO, [08] PEDO Nation • Hide Your Pets Country BANJO"
Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,https://soundcloud.com/bananasutra/sets/peel-me-kindly-showsutra-gone-banana-a-la-gipsy-jazz,SHOWsutra,JAZZ,"GIPSY,JAZZ",7,5115,60,0:00:00,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,L-185,,"FLOWsutra : WET (my friend), JAZZsutra, SHOWsutra where bananas play","[04] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [07] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [05] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [06] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [02] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [03] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [01] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ"
Poem (I wanted to be · basically) ℘ EPx14 VOL.01,https://soundcloud.com/bananasutra/sets/poem-i-wanted-to-be-basically-epx14-vol01,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,PSYCHEDELIC",14,2385,20,0:00:00,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t500x500.png,L-180,2025-04-21 18:32,"BANJOsutra, BLUESsutra, FOLKsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, INDIEsutra, JAZZsutra, LOFIsutra","[14] I Wanted to Be the Poem - Booya Banger BANJO, [10] I Wanted to Be the Poem - Dreamy Strings FOLK, [11] I Wanted to Be the Poem - Jazzy Singalong FOLK, [07] I Wanted to Be the Poem - Indie Pop LOFI, [09] I Wanted to Be the Poem - Bluesy Banjo BLUES, [08] I Wanted to Be the Poem - Psychedelic DRUM DUB LOFI, [01] I thought I wanted to be a poet but(t) - Piano Folk INDIE, [06] I Wanted to Be the Poem - Bluesy Burlesque JAZZ, [13] I Wanted to Be the Poem - Strumming along FOLK, [05] I Wanted to Be the Poem - Dreamy Piano JAZZ, [04] I Wanted to Be the Poem - Jazzy Sax INDIE, [12] I Wanted to Be the Poem - Bluesy Indie FOLK, [03] I Wanted to Be the Poem - Piano Folks INDIE, [02] I Wanted to Be the Poem - Jazzy Piano INDIE"
Poetry Matters EP vol.3,https://soundcloud.com/bananasutra/sets/poetry-matters-ep-vol3,BOWsutra,"FOLK,LOFI,MANTRA","FOLK,LOFI,MANTRA",3,539,8,0:00:00,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,L-181,,"BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra","Poetry Matters • Folk DUBsutra, Poetry Matters • LOFI DUBsutra, Poetry Matters • Mantra DRUMsutra"
