ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,lyrics_title,lyrics_match_conf,created_at
Trust No One EP x3 VOL.1 ☆ BLOWsutra Alternative Indie ROCK,https://soundcloud.com/bananasutra/sets/trust-no-one-ep-x3-vol1-blowsutra-alternative-indie-rock,BLOWsutra,"INDIE, JAZZ, ROCK","INDIE, JAZZ, ROCK",3,3,937,12,0:06:33,https://i1.sndcdn.com/artworks-zo2LcEgQQvZyFMXS-Hip2cg-t500x500.png,L-261,Trust No One,EXACT,2025-04-04 3:18:48
Truth Don't Care ✗ EPx2 ✗ KNOWsutra Psychedelic Muse Cabaret,https://soundcloud.com/bananasutra/sets/truth-dont-care-epx2-knowsutra-psychedelic-muse-cabaret,KNOWsutra,"BURLESQUE, JAZZ","BURLESQUE, CABARET, JAZZ, PSYCHEDELIC",2,2,373,3,0:06:52,https://i1.sndcdn.com/artworks-2pO2JGvoTeCfSURr-2A3VeA-t500x500.png,L-262,Truth Don't Care,EXACT,2025-08-24 2:48:48
Tune in the Tender ☲ #GROWsutra EPx9,https://soundcloud.com/bananasutra/sets/tune-in-the-tender-growsutra-epx9,GROWsutra,"DUB, INDIE, LOFI","DUB, INDIE, LOFI",9,9,2843,31,0:36:05,https://i1.sndcdn.com/artworks-ayo6PDrn2o8EClWe-wyHddg-t500x500.png,L-264,Tune In The Tender,EXACT,2025-06-21 9:02:23
"Two Things, Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE",https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,KNOWsutra,"BANJO, BLUES, DUB, INDIE, LOFI","BANJO, BLUES, DUB, FLAMENCO, GIPSY, INDIE, LOFI, PSYCHEDELIC, TRIP HOP",11,11,7975,72,0:43:01,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t500x500.png,L-265,"Two Things, Darling",EXACT,2026-01-01 22:37:07
Untamed EP X3,https://soundcloud.com/bananasutra/sets/untamed-ep-x3,GROWsutra,INDIE,,3,3,521,2,0:07:37,https://i1.sndcdn.com/artworks-h4WvLIv6GtEpPvLT-kyZycQ-t500x500.png,L-267,Untamed,EXACT,2024-12-14 20:25:24
WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul,https://soundcloud.com/bananasutra/sets/win-win-dub-epx3-french-english-growsutra-fusion-soul,GROWsutra,DUB,"DUB, HIP HOP, RAGGA, SOUL",3,3,770,9,0:08:12,https://i1.sndcdn.com/artworks-oBETDaFyMMJRa4Qg-sDo0ng-t500x500.png,L-298,WIN-WIN (dub),EXACT,2025-10-07 9:27:14
We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/we-live-not-by-lies-epx12-growsutra-revolution-ring,GROWsutra,"BURLESQUE, DUB, INDIE, LOFI, ROCK","BURLESQUE, DUB, GIPSY, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK",12,12,10982,108,0:34:57,https://i1.sndcdn.com/artworks-aUUxzKo6oEXsOIfq-vtqUJA-t500x500.png,L-273,We Live Not By Lies,EXACT,2025-11-13 7:29:21
Wet (Prickly) Peaches vol.2,https://soundcloud.com/bananasutra/sets/wet-prickly-peaches-vol2,FLOWsutra,BLUES,BLUES,9,9,2069,33,0:27:28,https://i1.sndcdn.com/artworks-y6GNuYSUFwSvEtI4-VH6lnQ-t500x500.jpg,L-276,Wet (Prickly) Peaches vol.2,EXACT,2025-02-08 23:13:01
What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,BLOWsutra,"BANJO, BLUES, BURLESQUE, JAZZ","BANJO, BLUES, BURLESQUE, JAZZ, PSYCHEDELIC, TRIP HOP",6,6,4860,73,0:25:11,https://i1.sndcdn.com/artworks-f5X1h7BNCNHQw6au-Qj1DyQ-t500x500.png,L-279,What It's About,EXACT,2025-11-20 22:24:12
What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,https://soundcloud.com/bananasutra/sets/whats-f-a-s-c-i-s-t-epx9-vol-1-blowsutra-jazz-folk-fusion,BLOWsutra,"BURLESQUE, FOLK, JAZZ, LOFI","BURLESQUE, COUNTRY, FOLK, JAZZ, LOFI",8,8,1549,11,0:25:17,https://i1.sndcdn.com/artworks-ovG5pHzgSSHWXS4C-9duL4w-t500x500.png,L-283,What's F-A-S-C-I-S-T?,EXACT,2025-04-04 0:41:20
When Did Seduction Become so Untrue? EPx16 Vol. 02 ䷶ KNOWsutra Flamenco Techno,https://soundcloud.com/bananasutra/sets/when-did-seduction-become-so-untrue-how-do-kids-learn-now-epx16-vol-02-knowsutra-flamenco-techno,KNOWsutra,"INDIE, WORLD","FADO, FLAMENCO, GIPSY",16,16,3352,21,1:12:03,https://i1.sndcdn.com/artworks-vJJyHyvScNYFs8IL-ASDhig-t500x500.png,L-284,When Did Seduction Become so Untrue?,EXACT,2025-08-12 2:17:38
When We Duende (All Night) EPx9 ☯ DUB + BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/when-we-duende-all-night-epx9-dub-burlesquesutra,SHOWsutra,"BURLESQUE, DUB, JAZZ","BURLESQUE, DUB, JAZZ",9,9,2352,20,0:29:29,https://i1.sndcdn.com/artworks-9BOw1039glUsyHSi-RcOVWw-t500x500.png,L-285,When We Duende (All Night),EXACT,2025-06-14 9:24:24
Where Hope Expires ℧ EPx8 VOL.02,https://soundcloud.com/bananasutra/sets/where-hope-expires-epx8-vol02,BLOWsutra,"DUB, FOLK, INDIE, JAZZ","DUB, FOLK, INDIE, JAZZ",8,8,1752,21,0:26:33,https://i1.sndcdn.com/artworks-RDHQvbzOVwhs5g5O-y1W0yw-t500x500.png,L-287,Where Hope Expires,EXACT,2025-04-22 3:58:48
Where We Begin (Preakly Peaches) EPx4,https://soundcloud.com/bananasutra/sets/where-we-begin-preakly-peaches-epx4,FLOWsutra,,,4,4,774,9,0:10:39,https://i1.sndcdn.com/artworks-jm4lztgC6B1n1CHp-ql6gNg-t500x500.jpg,L-288,Where We Begin (Preakly Peaches),EXACT,2024-12-23 12:00:03
Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,https://soundcloud.com/bananasutra/sets/who-knows-where-how-happiness-truly-grows-growsutra-epx29,GROWsutra,"BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI, MANTRA","BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI, MANTRA",29,29,5449,45,1:48:44,https://i1.sndcdn.com/artworks-Ooj55UF0JzVS0KFh-9aN0SA-t500x500.png,L-291,Who Knows Where How Happiness Truly Grows,EXACT,2025-07-06 4:05:11
Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB,https://soundcloud.com/bananasutra/sets/who-needs-a-big-d-ep-x8-vol-1-jazz-n-dub,SHOWsutra,"BURLESQUE, DUB, FOLK, JAZZ, LOFI","BURLESQUE, DUB, FOLK, JAZZ, LOFI",8,8,1836,16,0:25:49,https://i1.sndcdn.com/artworks-jhyk7fARubhfUtQC-VqNUCQ-t500x500.png,L-292,Who Needs A Big D?,EXACT,2025-04-09 3:13:27
Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx10-blowsutra-world-peace-fusion-indie,BLOWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, LOFI, ROCK","BANJO, BLUES, BURLESQUE, DUB, FOLK, GIPSY, HIP HOP, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK, SOUL",10,10,2401,25,0:43:06,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t500x500.png,L-293,Who's Your Vladdy?,EXACT,2025-09-18 5:53:33
Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx2-vol02-blowsutra-world-peace-lofi-rock,BLOWsutra,"BURLESQUE, LOFI, ROCK","BURLESQUE, GIPSY, LOFI, PSYCHEDELIC, PUNK, ROCK",2,2,672,9,0:08:37,https://i1.sndcdn.com/artworks-301rwrEjz0M0tuZV-1dVJMg-t500x500.png,L-293,Who's Your Vladdy?,EXACT,2025-09-20 18:14:31
"Why Trust an Old, Mean Religion? EPx9 VOL. 01",https://soundcloud.com/bananasutra/sets/why-trust-an-old-mean-religion-epx9-vol-01,GROWsutra,"BANJO, BLUES, DUB, FOLK, INDIE, LOFI","BANJO, BLUES, DUB, FOLK, INDIE, LOFI, SOUL",9,9,1764,13,0:29:51,https://i1.sndcdn.com/artworks-Z6c6IDbs2ejUVhp8-iueiCg-t500x500.png,L-294,"Why trust an old, mean religion?",EXACT,2025-04-22 3:01:56
Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,https://soundcloud.com/bananasutra/sets/why-you-lie-to-the-peoples-face-quacksutra,BLOWsutra,"BURLESQUE, FOLK, INDIE","BURLESQUE, FOLK, HIP HOP, INDIE, RAGGA",7,7,1472,15,0:21:42,https://i1.sndcdn.com/artworks-OY8Egh3zRPXQxH74-PbCZmw-t500x500.png,L-296,Why You Lie (To The People's Face)?,EXACT,2025-03-02 6:57:02
Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),https://soundcloud.com/bananasutra/sets/woke-em-whacks-epx4-blues-dubsutra-music-therapy,BLOWsutra,BLUES,BLUES,4,4,1096,19,0:12:56,https://i1.sndcdn.com/artworks-w61imgKjvg3ASHMz-HXgbbA-t500x500.jpg,L-300,Woke 'em Whacks,EXACT,2025-01-23 5:56:51
some songs are more fun than others EP x8 ∞,https://soundcloud.com/bananasutra/sets/some-songs-are-more-fun-than-others-ep,SHOWsutra,JAZZ,JAZZ,8,8,1824,30,0:23:33,https://i1.sndcdn.com/artworks-nykdkPQFrFTjZX28-gv5jEA-t500x500.jpg,L-221,Some Songs Are More Fun Than Others,EXACT,2024-12-25 5:23:07
A Man's a Man and A' That (à la bananasutra) EPx3 - VOL. 02 - Revolution Forever,https://soundcloud.com/bananasutra/sets/a-mans-a-man-and-a-that-a-la-bananasutra-epx3-vol-02-revolution-forever,BLOWsutra,"LOFI, MANTRA","LOFI, MANTRA, TRIP HOP",3,3,931,9,0:09:42,https://i1.sndcdn.com/artworks-1bqixGWYedpZR647-tZkbFA-t500x500.png,L-005,A Man's a Man and A' That,HIGH,2025-04-25 3:30:19
ABCs of Kindness - KNOWsutra,https://soundcloud.com/bananasutra/sets/abcs-of-kindness-knowsutra,KNOWsutra,"INDIE, BURLESQUE",,10,10,1956,13,0:30:28,https://i1.sndcdn.com/artworks-OJbXzv5DEM6ihALr-CtrAEg-t500x500.jpg,L-009,ABC Of Kindness,HIGH,2025-02-09 2:36:22
El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/el-papito-leo-es-no-maga-show-knowsutra-epx6,KNOWsutra,"DUB, INDIE, JAZZ","DUB, INDIE, JAZZ",6,6,3623,24,0:15:38,https://i1.sndcdn.com/artworks-pO4mbYYB5FWshxlE-Emrw6Q-t500x500.png,L-065,El Papito (Es No MAGA Show),HIGH,2025-06-23 22:28:02
"En Vrai, On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5",https://soundcloud.com/bananasutra/sets/en-vrai-on-est-tous-freres-banjo-frenchsutra-epx5,KNOWsutra,"BANJO, BLUES, FOLK, LOFI, MANTRA","BANJO, BLUES, FOLK, LOFI, MANTRA",5,5,1334,24,0:16:26,https://i1.sndcdn.com/artworks-LV5LoqM7mHhduC2y-UvDK3w-t500x500.jpg,L-066,"En Vrai, On Est Tous Frères",HIGH,2025-01-28 3:35:51
Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,SHOWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI, ROCK","BANJO, BLUES, BURLESQUE, COUNTRY, DUB, FOLK, HIP HOP, INDIE, JAZZ, LOFI, PSYCHEDELIC, ROCK",19,19,9646,67,1:02:22,https://i1.sndcdn.com/artworks-AsBdOuYSmx4CVzKs-Y8zKhQ-t500x500.png,L-195,Read Me Harder (BB is for Banned Books),HIGH,2025-10-21 3:56:19
Seminal Bollocks EP,https://soundcloud.com/bananasutra/sets/seminal-bollocks-ep,GROWsutra,ROCK,ROCK,2,2,573,10,0:05:05,https://i1.sndcdn.com/artworks-Ik066z1d2sgR1wBb-CC1jVQ-t500x500.jpg,L-206,Seminal Bollocks,HIGH,2024-10-18 5:50:49
"They Call It Freedom (Oh Hi, Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11",https://soundcloud.com/bananasutra/sets/they-call-it-freedom-oh-hi-sweet-honey-bun-blowsutra-revolt-now-epx11,BLOWsutra,"BLUES, BURLESQUE, FOLK, INDIE, LOFI","BLUES, BURLESQUE, FOLK, GIPSY, HIP HOP, INDIE, LOFI, PSYCHEDELIC, TRIP HOP",11,11,6575,79,0:36:40,https://i1.sndcdn.com/artworks-kwu5kFHr0XzItgSe-7wgK2Q-t500x500.png,L-254,"They Call It Freedom (Oh Hi, Sweet Honey Bun)",HIGH,2025-12-05 5:48:03
Up a San Francisco Hill EP(x4) VOL.2,https://soundcloud.com/bananasutra/sets/up-a-san-francisco-hill-epx4-vol2,GLOWsutra,DUB,DUB,4,4,752,9,0:13:31,https://i1.sndcdn.com/artworks-pNf3bEZAmay75ojX-AjKkkg-t500x500.png,L-268,Up a San Francisco Hill,HIGH,2025-01-29 19:15:52
We Remember What (We Remember What) We Feel☉EPx5 INDIE GROWsutra,https://soundcloud.com/bananasutra/sets/we-remember-what-we-remember-what-we-feelepx5-indie-growsutra,GROWsutra,INDIE,INDIE,5,5,1200,34,0:15:54,https://i1.sndcdn.com/artworks-InO7MMy9vHYpBdDo-YcZoDQ-t500x500.png,L-274,We Remember What (We Remember What) We Feel☉,HIGH,2025-06-02 23:28:11
What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,https://soundcloud.com/bananasutra/sets/what-the-mirror-said-reste-lucide-glowsutra-jazz,GLOWsutra,"BURLESQUE, INDIE, JAZZ","BURLESQUE, INDIE, JAZZ",5,5,758,7,0:18:38,https://i1.sndcdn.com/artworks-VQkWPBpI3EhvPQjd-JaXiYg-t500x500.png,L-281,What the Mirror Said (Reste Lucide),HIGH,2025-07-25 8:08:37
All the -Isms | BLOWsutra EPx7,https://soundcloud.com/bananasutra/sets/all-the-isms-blowsutra-epx7,BLOWsutra,"BANJO, BURLESQUE, FOLK, JAZZ","BANJO, BURLESQUE, FOLK, JAZZ",7,7,1614,14,0:22:51,https://i1.sndcdn.com/artworks-qrxklwZQpzKpzPUh-kUGDvA-t500x500.png,,All the -Isms,CONFIRMED,2025-08-26 2:05:58
An American in Paris (Public Domain Lyrics) 🎙️ SHOWsutra Classic Retro Musical REMAKE,https://soundcloud.com/bananasutra/sets/an-american-in-paris-public-domain-lyrics-showsutra-classic-retro-musical-remake,SHOWsutra,"DUB, INDIE, JAZZ","DUB, INDIE, JAZZ",6,6,3569,35,0:20:07,https://i1.sndcdn.com/artworks-dOp2MsRUp5Ta2lVZ-MjIpgA-t500x500.png,,An American in Paris (Public Domain Lyrics),CONFIRMED,2026-01-16 9:39:20
Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,https://soundcloud.com/bananasutra/sets/awe-is-mighty-maybe-even-holy-glowsutra-conscious-indie-lofi-epx2,GLOWsutra,"BLUES, FOLK, INDIE, LOFI, MANTRA","BLUES, FOLK, INDIE, LOFI, MANTRA, PSYCHEDELIC, TRIP HOP",2,2,673,12,0:06:41,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t500x500.png,,Awe Is Mighty,CONFIRMED,2025-12-30 0:34:09
Bee the Fool EP x2 : BANJOsutra,https://soundcloud.com/bananasutra/sets/bee-the-fool-ep-x2-honeysutra,SHOWsutra,"BANJO, BLUES, FOLK",,2,2,391,5,0:07:16,https://i1.sndcdn.com/artworks-1QKzz4xNQaa8y2oX-Ru7mWg-t500x500.jpg,,Be The Fool (Perfection Is A Lie),CONFIRMED,2024-12-21 3:33:39
Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,https://soundcloud.com/bananasutra/sets/bloom-past-doom-apes-gone-wrong-series-epx5-blowsutra-revolt-now-grassroots-hope-song,BLOWsutra,"BURLESQUE, FOLK, INDIE, JAZZ","BURLESQUE, CABARET, COUNTRY, FOLK, INDIE, JAZZ, PSYCHEDELIC, SOUL",5,5,3419,37,0:15:41,https://i1.sndcdn.com/artworks-NfNdCTLZ9C9HupPU-ETvEcw-t500x500.png,,Bloom Past Doom,CONFIRMED,2026-01-15 7:26:41
Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,https://soundcloud.com/bananasutra/sets/bo-burnham-gone-bananas-coversutra-epx11,,"BLUES, BURLESQUE, DUB, INDIE, JAZZ, LOFI","BLUES, BURLESQUE, DUB, INDIE, JAZZ, LOFI",11,11,4197,46,0:43:15,https://i1.sndcdn.com/artworks-0cRNu3FFXne8uJuk-QwQNJA-t500x500.png,,Bo Burnham Covers,CONFIRMED,2026-03-07 23:40:15
CREEPYPASTA (what the hella) ♲ LoFi DUB Edition ♲ SoundCloud is broken REDUX,https://soundcloud.com/bananasutra/sets/creepypasta-what-the-hella-lofi-dub-edition-soundcloud-is-broken-redux,SHOWsutra,"DUB, INDIE, LOFI","DUB, INDIE, LOFI, PSYCHEDELIC, RAGGA",4,4,772,5,0:11:03,https://i1.sndcdn.com/artworks-fcCvHghEuNgLNX4y-dpY9Mg-t500x500.png,,Creepy Pasta (What The Hella),CONFIRMED,2025-10-21 23:25:44
Carnival FOTUS (ctd) EP X3,https://soundcloud.com/bananasutra/sets/carnival-fotus-ctd-ep-x3,SHOWsutra,BURLESQUE,,3,3,549,6,0:09:27,https://i1.sndcdn.com/artworks-MzAkEow42yD4mCMA-FITGfQ-t500x500.png,,Carnival FOTUS (ctd),CONFIRMED,2024-12-19 3:54:02
Creo (La Poesia) ☘ EPx10 VOL.01 ☘ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/creo-la-poesia-epx10-vol01-bananasutra-en-espanol,GLOWsutra,DUB,"DUB, FADO, FLAMENCO, PSYCHEDELIC, RAGGA",10,10,4684,47,0:36:34,https://i1.sndcdn.com/artworks-HYGREko4IUXdrDm0-LliGgA-t500x500.png,,Creo (La Poesia),CONFIRMED,2025-05-27 13:06:35
Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,https://soundcloud.com/bananasutra/sets/curious-like-a-kiss-flowsutra-epx11,FLOWsutra,"BURLESQUE, DUB, INDIE, LOFI","BURLESQUE, DUB, FLAMENCO, GIPSY, INDIE, LOFI",11,11,7873,63,0:34:05,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t500x500.png,,Curious Like A Kiss (Kiss a Pulse),CONFIRMED,2026-03-11 18:25:43
Daddy's a Creep ⚞  P3d0 T-Shirts ON SALE ⚟ BLOWsutra EPx4,https://soundcloud.com/bananasutra/sets/daddys-a-creep-p3d0-t-shirts-on-sale-blowsutra-epx4,BLOWsutra,"BLUES, BURLESQUE, JAZZ, LOFI","BLUES, BURLESQUE, JAZZ, LOFI",4,4,780,5,0:10:36,https://i1.sndcdn.com/artworks-fryyTDM2WyR2DKBA-QI4BwQ-t500x500.png,,Daddy's a Creep,CONFIRMED,2025-07-06 22:28:19
Do Panic Now ✝ GROWsutra EPx13,https://soundcloud.com/bananasutra/sets/do-panic-now-growsutra-epx13,GROWsutra,"DUB, FOLK, INDIE, JAZZ, LOFI, MANTRA","DUB, FOLK, GIPSY, INDIE, JAZZ, LOFI, MANTRA, RAGGA",13,13,2550,18,0:35:43,https://i1.sndcdn.com/artworks-BsO5CMcHbZ0M93kT-isQTpA-t500x500.png,,Do Panic Now,CONFIRMED,2025-06-29 5:49:04
Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,https://soundcloud.com/bananasutra/sets/donkeys-years-showsutra-fanana-club-gratitude-epx20,SHOWsutra,"BURLESQUE, DUB, INDIE, JAZZ, LOFI, ROCK","BURLESQUE, CABARET, DUB, FLAMENCO, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC, RAGGA, ROCK",20,20,10796,103,0:59:12,https://i1.sndcdn.com/artworks-09nrbUudNilo3UyQ-Qz1LzA-t500x500.png,,Donkeys Years,CONFIRMED,2025-12-09 0:16:35
Dressed in (nothing butt) Wonder ★ Exxxplore and Play (EP) x16 Bananas,https://soundcloud.com/bananasutra/sets/dressed-in-nothing-butt-wonder-exxxplore-and-play-ep-x16-bananas,SHOWsutra,"BURLESQUE, DUB, FOLK","BURLESQUE, DUB, FOLK, RAGGA",16,16,3233,35,0:48:15,https://i1.sndcdn.com/artworks-1DyhYd51j78cqPch-AJYylQ-t500x500.png,,Dressed In (Nothing Butt) Wonder,CONFIRMED,2025-04-06 22:50:16
Ethical Paradox (Bertrand Undone),https://soundcloud.com/bananasutra/sets/ethical-paradox-bertrand-undone,KNOWsutra,INDIE,,4,4,774,8,0:13:54,https://i1.sndcdn.com/artworks-e6OYFWuOzXif0Mz7-XAx0EQ-t500x500.jpg,,It's An Ethical Paradox,CONFIRMED,2024-12-26 10:06:49
F-BOMB ⚝ SHOWsutra DUB EPx7,https://soundcloud.com/bananasutra/sets/f-bomb-showsutra-dub-epx7,SHOWsutra,"BURLESQUE, DUB, INDIE","BURLESQUE, DUB, GIPSY, INDIE",7,7,1185,5,0:21:56,https://i1.sndcdn.com/artworks-MaDI6oRlKnS475ml-wUwvOA-t500x500.png,,F-BOMB DUB,CONFIRMED,2025-07-02 21:47:04
"Freee, La Fille • French SHOWsutra Psychedelic EPx10",https://soundcloud.com/bananasutra/sets/freee-la-fille-french-showsutra-psychedelic-epx10,SHOWsutra,"BURLESQUE, DUB, LOFI","BURLESQUE, DUB, HIP HOP, LOFI, PSYCHEDELIC, RAGGA",10,10,6698,53,0:30:12,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t500x500.png,,"Freee, La Fille",CONFIRMED,2025-10-02 3:17:48
Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,https://soundcloud.com/bananasutra/sets/glitter-on-a-turd-epx5,GROWsutra,"BURLESQUE, INDIE","BURLESQUE, CABARET, INDIE",5,5,2491,25,0:14:49,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t500x500.png,,Glitter On A Turd,CONFIRMED,2025-05-23 11:53:24
Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,BLOWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, LOFI, ROCK","BANJO, BLUES, BURLESQUE, COUNTRY, DUB, FADO, FLAMENCO, FOLK, GIPSY, HIP HOP, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK",14,14,2933,26,0:43:26,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,,Grifters,CONFIRMED,2026-04-08 8:58:15
Hard Core (Questions that Matter) X5,https://soundcloud.com/bananasutra/sets/hard-core-x5,KNOWsutra,BURLESQUE,BURLESQUE,5,5,4657,44,0:15:20,https://i1.sndcdn.com/artworks-TawBy2TG82lsrzx3-SEV7yw-t500x500.png,,Hard Core,CONFIRMED,2024-11-15 4:12:14
HashtagWHY (to be ctd...),https://soundcloud.com/bananasutra/sets/hashtagwhy-to-be-ctd,KNOWsutra,ROCK,PUNK ROCK,2,2,529,5,0:06:23,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t500x500.jpg,,HashtagWHY (Sorry Not Sorry),CONFIRMED,2024-12-23 2:47:27
"Hey, You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK",https://soundcloud.com/bananasutra/sets/hey-you-blowsutra-jazz-punk-rock,BLOWsutra,"BURLESQUE, INDIE, ROCK","BURLESQUE, INDIE, PUNK, ROCK",7,7,1468,8,0:13:47,https://i1.sndcdn.com/artworks-8zXPkONAqcbxOwwP-p3Wifg-t500x500.png,,"Hey, You (Creepers)",CONFIRMED,2025-08-01 8:24:53
Hope is So Do-Do-Dope 🎪🦤 SHOWsutra Surreal Soul Circus EPx9,https://soundcloud.com/bananasutra/sets/hope-is-so-do-do-dope-showsutra-surreal-soul-circus-epx9,SHOWsutra,"BURLESQUE, INDIE, ROCK","BURLESQUE, GIPSY, INDIE, PSYCHEDELIC, ROCK, SOUL",9,9,1365,9,0:32:05,https://i1.sndcdn.com/artworks-6nsPwxZLywLDp58z-pvh8Pw-t500x500.png,,Hope is Do-Do-Dope,CONFIRMED,2025-09-24 18:31:54
"How to Help a Bible Bro Grow Up, In the name of Religious Freedom",https://soundcloud.com/bananasutra/sets/how-to-help-a-bible-bro-grow-up-in-the-name-of-religious-freedom,GROWsutra,"DUB, FOLK, INDIE","DUB, FOLK, INDIE",7,7,1744,16,0:20:34,https://i1.sndcdn.com/artworks-iut6y3WtyieWGgpN-uNGjiA-t500x500.png,,Shush (How To Help A Bible Bro Grow Up),CONFIRMED,2025-04-13 18:49:47
I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/i-aint-no-christian-no-holy-fool-epx4-vol02,SHOWsutra,"BLUES, BURLESQUE, FOLK, INDIE, ROCK","BLUES, BURLESQUE, FOLK, INDIE, ROCK, SOUL",4,4,733,8,0:11:49,https://i1.sndcdn.com/artworks-FXu0T1aNuzRuPyMB-olhCZA-t500x500.png,,I Ain't No Christian (Like Bertrand),CONFIRMED,2025-04-19 2:10:30
"I Did the Math, and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11",https://soundcloud.com/bananasutra/sets/i-did-the-math-and-everything-is-stupid-showsutra-snoopy-fanana-club-epx11,SHOWsutra,"BURLESQUE, DUB, INDIE, JAZZ, ROCK","BURLESQUE, DUB, GIPSY, INDIE, JAZZ, PSYCHEDELIC, PUNK, ROCK",11,11,10127,100,0:40:34,https://i1.sndcdn.com/artworks-MzZS6UnLWFjCH0yw-Ud0ziA-t500x500.png,,"I Did The Math (Everything is Stupid, Absurd, and Divine",CONFIRMED,2025-12-24 9:11:17
If We Had But(t) The Truth ☲ Easterican Profanities EPx5 ☲ QUACKsutra,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-easterican-profanities-epx5-quacksutra,BLOWsutra,BLUES,BLUES,5,5,1606,18,0:16:02,https://i1.sndcdn.com/artworks-YXoYMbXvm3ILHBz6-ixlblg-t500x500.png,,If We Had But(t) The Truth,CONFIRMED,2025-05-27 15:41:21
Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,https://soundcloud.com/bananasutra/sets/ironic-moronic-eugenics-what-happens-when-knowsutra-blowsutra-make-a-baby,KNOWsutra,"BANJO, BLUES, DUB, FOLK, ROCK","BANJO, BLUES, DUB, FOLK, PSYCHEDELIC, PUNK, ROCK",8,8,1664,15,0:27:43,https://i1.sndcdn.com/artworks-N9z3Fy63NDAYopf0-Ffs1iA-t500x500.png,,Ironic Moronic Eugenics,CONFIRMED,2025-09-23 1:12:20
