MUSE Name,First Name,Last Name,Gender / Pronoun,"Type, Category",Country,Era,Birth Year,Death year,Famous Work(s),Core SUTRA,Secondary SUTRAs,Themes/ Keywords,Bananasutra Notes,Key Quotes,Primary Source,Additional Sources,Status,autoID,museID,SONGS (Lyrics)
George Orwell,George,Orwell,He,"Author,Poet",GB,Mid 20th C,1903,1950,"1984, Animal Farm, Homage to Catalonia",KNOWsutra,BLOWsutra,"authoritarianism,truth-telling,resistance,democracy,philosophy","The original 'this is what fascism looks like' alarm bell. 1984 is the architecture of everything I fear. When I wrote 'Time for Rebel Romance' about the anti-Christian surveillance task force, I was living in the Ministry of Religious Freedom à la Orwell.","In a time of deceit, telling the truth is a revolutionary act.' | 'Big Brother is watching you.' | 'Who controls the past controls the future.'",https://en.wikipedia.org/wiki/George_Orwell,,Draft,129,M-129,The Dystopian Quiz Song
Thomas Paine,Thomas,Paine,He,Philosopher,UK,18th C,1737,1809,"Common Sense, Rights of Man, The Age of Reason",BLOWsutra,,"democracy,revolution,philosophy,resistance,freedom","Inspired the track 'Thank you, Mister Paine' (American Accountability Revolution Blues).",,https://en.wikipedia.org/wiki/Thomas_Paine,,Draft,130,M-130,"""Thank you, Mister Paine"""
Blaise Pascal,Blaise,Pascal,He,Philosopher,FR,17th C,1623,1662,"Pensées, Pascal's Wager, Lettres provinciales",KNOWsutra,,"philosophy,theology,mathematics,truth-telling,existentialism",Inspired 'Blaise's Tale' – a cautionary tale about means and ends.,La fin ne justifie pas les moyens.',https://en.wikipedia.org/wiki/Blaise_Pascal,,Draft,131,M-131,Blaise's Tale
Pablo Picasso,Pablo,Picasso,He,Painter,SP/FR,Early 20th C,1881,1973,"Guernica, Les Demoiselles d'Avignon, The Weeping Woman",BLOWsutra,,"creativity,art,resistance,war/peace,innovation",,,https://en.wikipedia.org/wiki/Pablo_Picasso,,Draft,132,M-132,Pablo's Grandeur
Sex Pistols,Sex,Pistols,He,Musician,GB,Late 20th C,1975,1978,"Never Mind the Bollocks, God Save the Queen",BLOWsutra,SHOWsutra,"punk,resistance,anti-establishment,music",,,https://en.wikipedia.org/wiki/Sex_Pistols,,Draft,133,M-133,
Plato,,Plato,He,Philosopher,GR,Ancient,c. 428 BC,c. 348 BC,"The Republic, The Symposium, The Apology, Phaedo",KNOWsutra,"BLOWsutra,GROWsutra","philosophy,truth-seeking,justice,knowledge",,,https://en.wikipedia.org/wiki/Plato,,Draft,134,M-134,
Cole Porter,Cole,Porter,He,Musician,US,"Early 20th C,Mid 20th C",1891,1964,"Night and Day, Kiss Me Kate, Anything Goes",SHOWsutra,,"music,theater,romance,elegance",,,https://en.wikipedia.org/wiki/Cole_Porter,,Draft,135,M-135,"An American in Paris (Public Domain),Let's Do It"
Portishead Portishead,Portishead,Portishead,They,Musician,GB,Late 20th C,1991,,,FLOWsutra,BOWsutra,"music,trip-hop,melancholy,atmosphere,electronics",,,https://en.wikipedia.org/wiki/Portishead_(band),,Draft,136,M-136,
Cat Power,Cat,Power,She,Musician,US,"Late 20th C,Contemporary",1966,,"Moon, The Greatest, Covers Record",BOWsutra,"FLOWsutra,GLOWsutra","music,emotionality,creativity,covers",,,https://en.wikipedia.org/wiki/Cat_Power,,Draft,137,M-137,
Vladimir Putin,Vladimir,Putin,He,Politician,RU,Contemporary,1952,,"Presidential speeches, invasion orders",BLOWsutra,,"authoritarianism,power,politics,war/peace,resistance",,,https://en.wikipedia.org/wiki/Vladimir_Putin,,Draft,138,M-138,
Adrienne Rich,Adrienne,Rich,She,Poet,US,Late 20th C,1929,2012,"The Dream of a Common Language, Diving into the Wreck",BLOWsutra,"GLOWsutra,GROWsutra","feminism,poetry/language,resistance,love/kindness",,,https://en.wikipedia.org/wiki/Adrienne_Rich,,Draft,139,M-139,
Arthur Rimbaud,Arthur,Rimbaud,He,Poet,FR,19th C,1854,1891,"A Season in Hell, The Drunken Boat, Illuminations",FLOWsutra,"BLOWsutra,KNOWsutra","poetry/language,rebellion,surrealism,mysticism",,,https://en.wikipedia.org/wiki/Arthur_Rimbaud,,Draft,140,M-140,
Carl Rogers,Carl,Rogers,He,"Psychologist,Philosopher",US,Mid 20th C,1902,1987,"On Becoming a Person, Client-Centered Therapy",GROWsutra,"KNOWsutra,GLOWsutra","psychology,personal growth,empathy,philosophy",,,https://en.wikipedia.org/wiki/Carl_Rogers,,Draft,141,M-141,
Don Miguel Ruiz,Don Miguel,Ruiz,He,Author,MX,Contemporary,1952,,"The Four Agreements, The Voice of Knowledge",KNOWsutra,,"spirituality/agnosticism,wisdom,personal growth,philosophy",,,https://en.wikipedia.org/wiki/Don_Miguel_Ruiz,,Draft,142,M-142,Our Best (The Four Commandments)
Rumi,,Rumi,He,Poet,IR/TR,Medieval,1207,1273,"The Masnavi, The Divan of Shams of Tabriz",GLOWsutra,"BOWsutra,KNOWsutra","poetry/language,spirituality/agnosticism,love/kindness,mysticism",,,https://en.wikipedia.org/wiki/Rumi,,Draft,143,M-143,
Bertrand Russell,Bertrand,Russell,He,Philosopher,GB,Early 20th C,1872,1970,"The Conquest of Happiness, Marriage and Morals, A History of Western Philosophy",KNOWsutra,GROWsutra,"philosophy,truth-telling,love/kindness,spirituality/agnosticism,humor/satire","My wise dead daddy. He gave me the two simplest and most radical instructions: get the facts right, keep love in sight. 'Two Things, Darling' is basically a love letter to him. His Marriage and Morals essay inspired the Ethical Paradox song cycle.","The whole problem with the world is that fools and fanatics are always so certain of themselves, and wiser people so full of doubts.' | 'Love is wise, hatred is foolish.' | 'I should like to say two things: When studying any matter, ask only what are the facts. And: love is wise, hatred is foolish.'",https://en.wikipedia.org/wiki/Bertrand_Russell,,Draft,144,M-144,"Criminals (Bertrand Edition),Truth I Never Knew (Crushing on Bertrand),I Ain't No Christian (Like Bertrand),It's An Ethical Paradox,No Holy Fool,Question Di Kingdom,Reason Over Reverence,The (Womp Womp) Conquestor,The Conquest of Happiness,""Two Things, Darling"""
Carl Sagan,Carl,Sagan,He,"Scientist,Philosopher",US,Late 20th C,1934,1996,"Cosmos: A Personal Voyage, Pale Blue Dot, Contact",KNOWsutra,GROWsutra,"science,truth-telling,cosmology,wonder,philosophy",Inspired 'Bamboozled' / 'L'Embobinage' and 'Some Truths Are Harder to Swallow'.,"Une des leçons les plus tristes de l'histoire est celle-ci: si nous avons été embobinés assez longtemps, nous avons tendance à rejeter toute preuve de l'embobinage.'",https://en.wikipedia.org/wiki/Carl_Sagan,,Draft,145,M-145,"Some Truths Are Harder to Swallow,L’Embobinage,""We’re Tiny Specks, Right?"""
Bernie Sanders,Bernie,Sanders,He,"Politician,Philosopher",US,Contemporary,1941,,"Speeches on democratic socialism, political activism",BLOWsutra,GROWsutra,"resistance,democracy,justice,social justice",,,https://en.wikipedia.org/wiki/Bernie_Sanders,,Draft,146,M-146,
Jean-Paul Sartre,Jean-Paul,Sartre,He,Philosopher,FR,Mid 20th C,1905,1980,"Being and Nothingness, Existentialism is a Humanism, No Exit",BLOWsutra,"SHOWsutra,GLOWsutra","philosophy,freedom,existentialism,resistance",,,https://en.wikipedia.org/wiki/Jean-Paul_Sartre,,Draft,147,M-147,
William Shakespeare,William,Shakespeare,He,Author,GB,"16th C,17th C",1564,1616,"Hamlet, Macbeth, A Midsummer Night's Dream, The Tempest",KNOWsutra,"GLOWsutra,FLOWsutra","poetry/language,drama,love/kindness,human nature",,,https://en.wikipedia.org/wiki/William_Shakespeare,,Draft,148,M-148,
George Bernard Shaw,George Bernard,Shaw,He,"Author,Playwright,Critic",GB,Early 20th C,1856,1950,"Pygmalion, Saint Joan, Heartbreak House",BLOWsutra,"SHOWsutra,KNOWsutra","social criticism,theater,humor/satire,resistance",,,https://en.wikipedia.org/wiki/George_Bernard_Shaw,,Draft,149,M-149,
Nina Simone,Nina,Simone,She,Musician,US,Mid 20th C,1933,2003,"Feeling Good, Mississippi Goddam, I Put a Spell on You",KNOWsutra,GROWsutra,"music,race/justice,resistance,soul,feminism",,,https://en.wikipedia.org/wiki/Nina_Simone,,Draft,150,M-150,"""No Fear, My Dear"""
Frank Sinatra,Frank,Sinatra,He,"Musician,Fool",US,Mid 20th C,1915,1998,"My Way, New York New York, Fly Me to the Moon",SHOWsutra,,"music,performance,charisma,americana,love/kindness",,,https://en.wikipedia.org/wiki/Frank_Sinatra,,Draft,151,M-151,The World We Knew
Patti Smith,Patti,Smith,She,"Musician,Poet",US,Late 20th C,1946,,Horses,BLOWsutra,GROWsutra,"music,poetry/language,resistance,punk,spirituality/agnosticism",Inspired the track 'Because The Light'.,,https://en.wikipedia.org/wiki/Patti_Smith,,Draft,152,M-152,"Because The Fight,Delete My Butt,Because the Light"
Snoopy Snoopy,Snoopy,Snoopy,They,Fictional,US,,,,,SHOWsutra,,absurdity/joy,"Inspired the track 'I Did the Math, and Everything is Stupid'.","I did the math, and everything is stupid.'",https://en.wikipedia.org/wiki/Snoopy,,Draft,153,M-153,"""I Did The Math (Everything is Stupid, Absurd, and Divine"""
Edward Snowden,Edward,Snowden,He,"Author,Fool",US,Contemporary,1983,,"Permanent Record, NSA leaks/whistleblowing",BLOWsutra,,"truth-telling,resistance,privacy,whistleblowing",,,https://en.wikipedia.org/wiki/Edward_Snowden,,Draft,154,M-154,Dear Edward (The Snowden Song)
Socrates Socrates,Socrates,Socrates,He,Philosopher,GR,Ancient,c. 470 BC,399 BC,"The Apology, Dialogues (as recorded by Plato)",KNOWsutra,GROWsutra,philosophy/questioning,"Inspired 'Oh My, Oh Why (Socrates Song)' and 'Shades of Fools'.",All I really know is I dunno shit about fck.',https://en.wikipedia.org/wiki/Socrates,,Draft,155,M-155,"""Oh My, Oh Why (Socrates Song)"""
Aleksandr Solzhenitsyn,Aleksandr,Solzhenitsyn,He,"Author,Poet",RU,Mid 20th C,1918,2008,"The Gulag Archipelago, One Day in the Life of Ivan Denisovich",KNOWsutra,BLOWsutra,"authoritarianism,truth-telling,resistance,philosophy",Spit Back the Lies' is dedicated to Sasha. He survived the Soviet Gulag and then risked his life to document it. The line 'we live not by lies' is the spine of an entire Bananasutra song cycle. He is proof that one writer's refusal to pretend can change history.,"The line separating good and evil passes not through states, nor between classes — but right through every human heart.' | 'We live not by lies.' | 'Violence can only be concealed by a lie, and the lie can only be maintained by violence.'",https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,,Draft,156,M-156,"Spit Back the Lies,We Live Not By Lies"
Banana Sutra,Banana,Sutra,They,Fool,FR,Contemporary,1974,,bananasutra gospel,SHOWsutra,"KNOWsutra,QUACKsutra (BLOWsutra Duck Shady),BLOWsutra,GROWsutra,FLOWsutra,GLOWsutra,BOWsutra","humor/satire,philosophy,absurdity/joy,music,self-reference",it me :),,,,Draft,157,M-157,"Lyrics Matter (FOOsutra) EDIT,AI Fair Use Manifesto,Bananasutra Cabaret,Lyrics Matter (FOOsutra),Singing Heavenly In Five Steps,The Seven Sutras of Banana,The Sound Of Logic,AI Manifesto,Banana Alleluia,""Courage, care, and coconuts"",Dressed In (Nothing Butt) Wonder,Peel Me Kindly,SynthemaSutra,What's F-A-S-C-I-S-T?"
Charles Tart,Charles,Tart,He,"Author,Psychologist",US,Contemporary,1937,2025,Altered states of consciousness,KNOWsutra,"FLOWsutra,BOWsutra","consciousness,psychology,altered states,spirituality,science",Tart spent his career asking 'is it true?' about inner experience — the ultimate KNOWsutra scientist of consciousness.,,https://en.wikipedia.org/wiki/Charles_Tart,,Draft,158,M-158,Self-Remembering
Hunter S. Thompson,Hunter S.,Thompson,He,"Author,Fool",US,Late 20th C,1937,2005,"Fear and Loathing in Las Vegas, Hell's Angels, The Rum Diary",SHOWsutra,,"resistance,humor/satire,truth-telling,counterculture,democracy",,,https://en.wikipedia.org/wiki/Hunter_S._Thompson,,Draft,159,M-159,A Toast To The Good Life
Henry David Thoreau,Henry David,Thoreau,He,"Author,Philosopher",US,19th C,1817,1862,"Walden, Civil Disobedience, The Maine Woods",BLOWsutra,"GROWsutra,KNOWsutra","philosophy,resistance,nature,spirituality/agnosticism",,,https://en.wikipedia.org/wiki/Henry_David_Thoreau,,Draft,160,M-160,
Eckhart Tolle,Eckhart,Tolle,He,Author,GB,Contemporary,1948,,"The Power of Now, A New Earth",KNOWsutra,"FLOWsutra,BOWsutra","spirituality/agnosticism,mindfulness,presence,ego,consciousness",Tolle's core teaching IS KNOWsutra: the present moment is the only truth. He strips ego to nothing and lets silence speak.,,https://en.wikipedia.org/wiki/Eckhart_Tolle,,Draft,161,M-161,Truth Don't Care
Elon Trusk,Elon,Trusk,He,Politician,US,Contemporary,1971,,,BLOWsutra,,"satire,resistance,technology critique",,,https://en.wikipedia.org/wiki/Elon_Musk,,Draft,162,M-162,"Chuck Ain't Woke,Twatocracy (Encore et Encore),Chuck-A-Dick,GROCK,Woke 'em Whacks"
Desmond Tutu,Desmond,Tutu,He,"Politician,Philosopher,Saint",ZA,"Late 20th C,Contemporary",1931,2021,"Truth and Reconciliation Commission leadership, speeches",BOWsutra,"GLOWsutra,BLOWsutra","spirituality/agnosticism,forgiveness,race/justice,compassion",,,https://en.wikipedia.org/wiki/Desmond_Tutu,,Draft,163,M-163,
Mark Twain,Mark,Twain,He,"Author,Philosopher",US,"19th C,Early 20th C",1835,1910,"The Adventures of Huckleberry Finn, The Adventures of Tom Sawyer",BLOWsutra,"SHOWsutra,KNOWsutra","humor/satire,social criticism,truth-telling,absurdity/joy",,,https://en.wikipedia.org/wiki/Mark_Twain,,Draft,164,M-164,
Lao Tzu,Lao,Tzu,He,Philosopher,CN,Ancient,c. 604 BC,c. 531 BC,"Tao Te Ching, Daodejing",FLOWsutra,"KNOWsutra,BOWsutra","philosophy,spirituality/agnosticism,nature,wisdom",,,https://en.wikipedia.org/wiki/Laozi,,Draft,165,M-165,
Peter Ustinov,Peter,Ustinov,He,"Actor,Playwright,Comedian",GB/RU,"Mid 20th C,Late 20th C",1921,2004,"Topkapi, Spartacus, Romanoff and Juliet",SHOWsutra,"BLOWsutra,GLOWsutra","humor/satire,theater,wit,human nature",,,https://en.wikipedia.org/wiki/Peter_Ustinov,,Draft,166,M-166,
Voltaire Voltaire,Voltaire,Voltaire,He,"Philosopher,Fool",FR,18th C,1694,1778,"Candide, Philosophical Dictionary, Letters Concerning the English Nation",FLOWsutra,,"philosophy,freedom,humor/satire,democracy,truth-telling",,,https://en.wikipedia.org/wiki/Voltaire,,Draft,167,M-167,Some Songs Are More Fun Than Others
Kurt Vonnegut,Kurt,Vonnegut,He,Author,US,"Mid 20th C,Late 20th C",1922,2007,"Slaughterhouse-Five, Cat's Cradle, Breakfast of Champions",BLOWsutra,,"philosophy,satire,war/peace,absurdity/joy",,,https://en.wikipedia.org/wiki/Kurt_Vonnegut,,Draft,168,M-168,Some Songs Are More Fun Than Others
Vladimir Vysotsky,Vladimir,Vysotsky,He,"Musician,Poet",RU,Mid 20th C,1938,1980,The Echo Song,BLOWsutra,,"music,poetry/language,resistance,Russian identity,authenticity",Inspired the Russian BLOWsutra track 'The Echo Song'.,,https://en.wikipedia.org/wiki/Vladimir_Vysotsky,,Draft,169,M-169,The Echo Song
Richard Wagner,Richard,Wagner,He,"Musician,Composer",DE,19th C,1813,1883,"The Ring Cycle, Tristan and Isolde, The Flying Dutchman",GLOWsutra,"FLOWsutra,KNOWsutra","music,opera,drama,mythology",,,https://en.wikipedia.org/wiki/Richard_Wagner,,Draft,170,M-170,
Tom Waits,Tom,Waits,He,"Musician,Fool",US,Contemporary,1949,,"Rain Dogs, Closing Time, Tom Traubert's Blues",KNOWsutra,,"music,poetry/language,absurdity/joy,storytelling,love/kindness",Inspired the track 'There's No Prayer Like Desire'.,,https://en.wikipedia.org/wiki/Tom_Waits,,Draft,171,M-171,There's No Prayer Like Desire
Alan Watts,Alan,Watts,He,"Philosopher,Author",GB,Mid 20th C,1915,1973,"The Way of Liberation, Nature Man and Woman, The Joyous Cosmology",KNOWsutra,"GLOWsutra,BOWsutra","spirituality/agnosticism,philosophy,wisdom,consciousness",,,https://en.wikipedia.org/wiki/Alan_Watts,,Draft,172,M-172,
Simone Weil,Simone,Weil,She,"Author,Philosopher",FR,"Early 20th C,Mid 20th C",1909,1943,"Gravity and Grace, Waiting for God, The Need for Roots",BOWsutra,"KNOWsutra,GLOWsutra","spirituality/agnosticism,philosophy,mysticism,suffering",,,https://en.wikipedia.org/wiki/Simone_Weil,,Draft,173,M-173,
Oscar Wilde,Oscar,Wilde,He,"Author,Poet,Playwright,Fool",GB,19th C,1854,1900,"The Picture of Dorian Gray, The Importance of Being Earnest, An Ideal Husband",SHOWsutra,"BLOWsutra,GLOWsutra","humor/satire,wit,aestheticism,resistance",,,https://en.wikipedia.org/wiki/Oscar_Wilde,,Draft,174,M-174,
Amy Winehouse,Amy,Winehouse,She,Musician,GB,Contemporary,1983,2011,"Back to Black, Frank",FLOWsutra,"BLOWsutra,GLOWsutra","soul music,heartbreak,love/loss,authenticity,addiction",Winehouse was a FLOWsutra soul trapped in a BLOWsutra world. Her music is the most honest map of love and loss since the blues was invented.,,https://en.wikipedia.org/wiki/Amy_Winehouse,,Draft,175,M-175,Wars Don’t Flow
Winnie The Pooh,The Pooh,Winnie,They,"Fictional,Fool",US,Mid 20th C,1924,,,SHOWsutra,GLOWsutra,"absurdity/joy,love/kindness,philosophy,humor/satire,childhood",,,https://en.wikipedia.org/wiki/Winnie-the-Pooh,,Draft,176,M-176,Some Songs Are More Fun Than Others
Virginia Woolf,Virginia,Woolf,She,"Author,Essayist",GB,Early 20th C,1882,1941,"Mrs Dalloway, To the Lighthouse, A Room of One's Own, The Waves",FLOWsutra,"GROWsutra,BOWsutra,SHOWsutra,GLOWsutra","feminism,stream of consciousness,identity,inner life,writing/language","Woolf invented stream-of-consciousness as a literary practice — that IS FLOWsutra. 'I am rooted, but I flow' is the most perfect sutra sentence ever written by accident.","I am rooted, but I flow.",https://en.wikipedia.org/wiki/Virginia_Woolf,,Draft,177,M-177,
Frank Zappa,Frank,Zappa,He,"Musician,Fool",US,Late 20th C,1940,1993,"Freak Out!, Over-Nite Sensation, Joe's Garage",SHOWsutra,,"music,satire,resistance,social criticism",,,https://en.wikipedia.org/wiki/Frank_Zappa,,Draft,178,M-178,Zappa's Religion
