ep_title,ep_url,ep_rating,ep_volume,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_title,lyrics_id,created_at,playlist_names_clean,ep_in_app
L'Accordéon de l'Ignorance EP X9,https://soundcloud.com/bananasutra/sets/laccordeon-de-lignorance-ep-x9,,1,QUACKsutra,BURLESQUE,BURLESQUE,9,1765,14,26:40,https://i1.sndcdn.com/artworks-otyCSuVjsJ2YL8G1-qQb1mw-t500x500.png,L'Accordéon de l'Ignorance,L-130,2024-12-11 21:31,"BLOWsutra,BURLESQUEsutra,FOLKsutra,FRENCHsutra oui oui · sacrebleu,INDIEsutra,JAZZsutra,MANTRAsutra,OUI OUI : Pardon (my French)",checked
L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,,1,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,FLAMENCO,INDIE,JAZZ",17,11631,114,50:14,https://i1.sndcdn.com/artworks-CtDeRlGcQzG1ofC3-5Y1m0w-t500x500.png,L’Embobinage,L-131,2025-09-29 21:24,"BURLESQUEsutra,DUBsutra,FRENCHsutra oui oui · sacrebleu,GROWsutra where we be brave,INDIEsutra,LOFIsutra,OUI OUI : Pardon (my French)",checked
La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,https://soundcloud.com/bananasutra/sets/la-force-douce-epx7-french-growsutra-world-peace-duende-lofi-indie-fusion,,1,GROWsutra,"INDIE,LOFI","FLAMENCO,GIPSY,INDIE,LOFI,SOUL",7,5299,38,23:54,https://i1.sndcdn.com/artworks-oqgzYZ3lzrGih5hj-WJ2hFQ-t500x500.png,La Force Douce,L-132,2025-10-08 00:29,"FRENCHsutra oui oui · sacrebleu,GROWsutra : KIND(ness),GROWsutra where we be brave,INDIEsutra,LOFIsutra,OUI OUI : Pardon (my French)",checked
La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/la-poesia-importa-epx7-vol01-bananasutra-en-espanol,,1,GLOWsutra,LOFI,"FADO,LOFI",7,2510,26,22:29,https://i1.sndcdn.com/artworks-DQAHMhBcDTcoVFfl-BTKWAA-t500x500.png,La Poesia Importa,L-133,2025-05-27 13:16,"BURLESQUEsutra,DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,JAZZsutra,LOFIsutra,WORLDsutra : SPAN(k)ish",checked
Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,https://soundcloud.com/bananasutra/sets/le-bal-des-salauds-french-blowsutra-indie-gipsy-burlesque-epx9,,1,BLOWsutra,"BURLESQUE,FOLK,INDIE,LOFI,MANTRA","BURLESQUE,FOLK,GIPSY,INDIE,LOFI,MANTRA",9,8515,88,35:32,https://i1.sndcdn.com/artworks-y8HtxewGKAQtoPJZ-3ZbprQ-t500x500.png,Le Bal Des Salauds,L-134,2025-11-01 08:25,"BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,OUI OUI : Pardon (my French)",checked
Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,,1,BLOWsutra,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,CABARET,DUB,JAZZ,LOFI,PUNK,SOUL",17,5894,80,46:58,https://i1.sndcdn.com/artworks-Jz9sGDEqD1gTTB5H-sILJIA-t500x500.jpg,Le Système,L-137,2024-11-03 01:33,"BLOWsutra,BLOWsutra : CENSOR(ed),BURLESQUEsutra,DUBsutra,FOLKsutra,FRENCHsutra oui oui · sacrebleu,INDIEsutra,JAZZsutra,KNOWsutra where questions matter,LOFIsutra,OUI OUI : Pardon (my French),ROCKsutra,SINGLEsutra Exclusive SoundCloud (woo)",checked
Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,https://soundcloud.com/bananasutra/sets/lets-do-it-lets-fall-in-love-ep-public-domain-lyrics-jazzsutra,,1,FLOWsutra,JAZZ,"JAZZ,PSYCHEDELIC",4,1030,15,13:04,https://i1.sndcdn.com/artworks-eBfjOLCOGCrYzDzL-qn290w-t500x500.jpg,Let's Do It,L-140,2025-01-19 23:44,"FLOWsutra : WET (my friend),FLOWsutra where time is space,JAZZsutra",checked
Lightly · My Darling ✦ FLOWsutra (Fly Like Water) BANJO EPx5,https://soundcloud.com/bananasutra/sets/lightly-my-darling-banjo-flowsutra-epx5,,1,FLOWsutra,,,5,986,16,16:24,https://i1.sndcdn.com/artworks-6MpLlzyctLk0ODIC-7RamRA-t500x500.png,"""Lightly, My Darling""",L-390,2026-04-18 03:41,"BANJOsutra,FLOWsutra where time is space,FOLKsutra",checked
Linguistic Weaponry EPx4 (Vol 2) DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx4-vol-2-dubsutra,,2,KNOWsutra,DUB,"DUB,HIP HOP",1,163,1,3:19,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,Linguistic Weaponry,L-147,2025-03-06 00:24,"KNOWsutra where questions matter,MANTRAsutra",checked
Linguistic Weaponry EPx7 Burlesque DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx7-burlesque-dubsutra,,1,SHOWsutra,"BURLESQUE,DUB","BURLESQUE,DUB,GIPSY",3,612,5,8:25,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,Linguistic Weaponry,L-147,2025-03-06 00:05,"DUBsutra,INDIEsutra,KNOWsutra where questions matter,LOFIsutra,SHOWsutra : FANANA Club",checked
MAHA (Make America Humane Again) ☆ VOL.2 EPx6 ☆ BLOWsutra (MAxA Series) Psychedelic Trip Hop,https://soundcloud.com/bananasutra/sets/maha-make-america-humane-again-vol2-epx6-blowsutra-psy-trip-hop,,1,QUACKsutra,"BLUES,DUB,LOFI","BLUES,DUB,GIPSY,LOFI,PSYCHEDELIC,TRIP HOP",6,8649,56,16:57,https://i1.sndcdn.com/artworks-JGT1OnfOXKJX40oI-WLwAYA-t500x500.png,MAHA (Make America Humane Again),L-149,2026-02-11 23:37,"BLOWsutra,BLUESsutra,DUBsutra,LOFIsutra",checked
MAKA MAKA EPx7 ⭐︎ MAxA Series · Vol. 4,https://soundcloud.com/bananasutra/sets/maka-maka-epx7-maxa-series-vol-4,,1,QUACKsutra,FOLK,"COUNTRY,FOLK",7,2099,14,18:59,https://i1.sndcdn.com/artworks-9mKo23b9tXJzWs5t-yMjheA-t500x500.png,MAKA (Make America Kind Again),L-150,2025-03-28 02:27,"BANJOsutra,BLOWsutra : MAxA Series,BLUESsutra,BURLESQUEsutra,JAZZsutra,QUACKsutra where we sing FU",checked
Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,,1,QUACKsutra,"DUB,FOLK,INDIE,LOFI","DUB,FOLK,GIPSY,INDIE,LOFI,RAGGA",25,8367,87,1:19:51,https://i1.sndcdn.com/artworks-EtyWMtEaw4pyLtcc-MBCl2Q-t500x500.png,Make Amurica Gulag Again (MAGA),L-151,2025-06-27 04:05,"BLOWsutra,BLOWsutra : MAxA Series,DUBsutra,FOTUS CIRCUS Playlist An American Freaks Show,LOFIsutra,QUACKsutra where we sing FU",checked
Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),https://soundcloud.com/bananasutra/sets/make-your-own-bible-ep-x6-vol-1-a-jazzy-burlesque-folk-trip-hop-lofi-venture-oui-oui,,1,GROWsutra,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,FOLK,JAZZ,LOFI,TRIP HOP",6,1214,4,18:34,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t500x500.png,Make your Own Bible,L-152,2025-04-06 04:23,"GROWsutra : GOD (etc),LOFIsutra,Questions for the (kind) POPE in the Sky",checked
Male Fantasies - bananasutra EPx2 Vol. 03,https://soundcloud.com/bananasutra/sets/male-fantasies-bananasutra-epx2-vol-03,,3,BLOWsutra,INDIE,INDIE,2,1650,12,7:19,https://i1.sndcdn.com/artworks-xSBf70BkIjbkDGPA-9368AQ-t500x500.png,Male Fantasies,L-154,2025-05-02 03:14,"BLOWsutra,BLOWsutra : EGO (gone loco),LOFIsutra",checked
Male Fantasies • CheekySUTRA EPx6 VOL. 02,https://soundcloud.com/bananasutra/sets/male-fantasies-cheekysutra-epx6-vol-02,,2,SHOWsutra,INDIE,INDIE,6,999,6,20:32,https://i1.sndcdn.com/artworks-VQwphayyp6Az5g1b-6E63wg-t500x500.png,Males Fantasies (vol2),L-155,2025-04-20 01:19,"BANJOsutra,BURLESQUEsutra,INDIEsutra,JAZZsutra,LOFIsutra",checked
MAMA-B-C (Make America Mine Achtung Encore) • BLOWsutra MAxA Series EPx3,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx3,,2,QUACKsutra,"BANJO,DUB,INDIE,MANTRA","ACOUSTIC,BANJO,COUNTRY,DUB,INDIE,MANTRA,TRIP HOP",3,618,7,11:37,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,MAMA (Make America Mine Achtung),L-156,2026-02-13 06:21,"BLOWsutra,BLUESsutra,DUBsutra,INDIEsutra",checked
MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx8,,1,QUACKsutra,"BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",8,7034,43,20:16,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,MAMA (Make America Mine Achtung),L-156,2026-02-13 05:48,"BLOWsutra,BLOWsutra : MAxA Series,BLUESsutra,INDIEsutra,LOFIsutra",checked
MASA (Make America Safe Again) ✮ EPX12 ✮ QUACKsutra Psychedelic BANJO,https://soundcloud.com/bananasutra/sets/masa-make-america-safe-again-epx12-quacksutra-psychedelic-banjo,,1,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,PSYCHEDELIC,ROCK",12,5428,37,38:28,https://i1.sndcdn.com/artworks-zGBEcizIyyXPbSgu-fuTgSg-t500x500.png,MASA (Make America Safe Again),L-326,2025-11-12 10:23,"BANJOsutra,BLOWsutra,BLOWsutra : MAxA Series,BURLESQUEsutra,QUACKsutra where we sing FU",checked
Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,https://soundcloud.com/bananasutra/sets/mass-media-freakshow-epx13-vol02-terrence-mckenna-knows-burlesque-or-snooze,,1,BLOWsutra,"BURLESQUE,FOLK,JAZZ","BURLESQUE,FOLK,JAZZ",13,3272,19,44:35,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t500x500.png,Mass Media Freakshow,L-157,2025-04-15 20:39,"BLOWsutra : APES (gone wrong),BURLESQUEsutra,FOLKsutra,JAZZsutra",checked
MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,https://soundcloud.com/bananasutra/sets/mawa-mawa-epx2-maxa-series-vol-2,,1,QUACKsutra,LOFI,LOFI,2,455,3,7:03,https://i1.sndcdn.com/artworks-ohldLp0ezWMHuexZ-Z1TUbg-t500x500.png,MAWA (Make America Woke Again),L-158,2025-03-28 03:19,"BURLESQUEsutra,GROWsutra where we be brave,JAZZsutra,QUACKsutra where we sing FU",checked
MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,https://soundcloud.com/bananasutra/sets/maxa-series,,,QUACKsutra,"BANJO,BURLESQUE","BANJO,BURLESQUE",20,4831,49,39:53,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t500x500.png,"MAHA (Make America Humane Again),MASA (Make America Safe Again),MAWA (Make America Woke Again),MAKA (Make America Kind Again)","L-149,L-150,L-326,L-158",2025-03-23 16:19,"BANJOsutra,BLOWsutra,BLOWsutra : MAxA Series,BLUESsutra,BURLESQUEsutra,DUBsutra,FOLKsutra,FOTUS CIRCUS Playlist An American Freaks Show,GROWsutra where we be brave,INDIEsutra,JAZZsutra,LOFIsutra,QUACKsutra where we sing FU",checked
Men-Oh-Pause 🩸 KNOWsutra EPx14,https://soundcloud.com/bananasutra/sets/men-oh-pause-knowsutra-epx14,,1,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,RAGGA,ROCK",14,4295,47,52:56,https://i1.sndcdn.com/artworks-CwrH2fJ04mrnXKyD-lpasyg-t500x500.png,Men-Oh-Pause,L-159,2025-09-16 11:10,"BLOWsutra : CENSOR(ed),BLUESsutra,BURLESQUEsutra,DUBsutra,FOLKsutra,GROWsutra where we be brave,INDIEsutra,KNOWsutra : but(t) WHY,KNOWsutra where questions matter,LOFIsutra,ROCKsutra",checked
Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,https://soundcloud.com/bananasutra/sets/mind-the-felon-bananasutra-jazz-lofi,,1,QUACKsutra,"JAZZ,LOFI","JAZZ,LOFI,PSYCHEDELIC,SOUL",5,3183,28,15:38,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t500x500.png,Mind the Felon,L-161,2024-11-12 02:31,"BLOWsutra,BURLESQUEsutra,FOLKsutra,JAZZsutra,MANTRAsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,,2,BLOWsutra,LOFI,LOFI,3,2439,35,10:06,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t500x500.jpg,Nietzsche's Gift (Muddy Waters),L-165,2024-11-19 17:53,"BLOWsutra : EGO (gone loco),KNOWsutra where questions matter,LOFIsutra",checked
My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,https://soundcloud.com/bananasutra/sets/my-quest-glowsutra-jacques-brel-epx7,,2,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,ROCK","BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,PSYCHEDELIC,ROCK,TRIP HOP",6,2854,18,16:43,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,My Quest,L-263,2026-03-15 16:44,"BLUESsutra,DUBsutra,GLOWsutra where gratitude feeds,INDIEsutra,JAZZsutra,ROCKsutra",checked
New Normalcy (Planet Earth to Higher Grounds) EP x7,https://soundcloud.com/bananasutra/sets/new-normalcy-planet-earth-to-higher-grounds-ep-x7,,1,KNOWsutra,FOLK,FOLK,7,1855,19,25:21,https://i1.sndcdn.com/artworks-ud5KKsf2ftHwkxwZ-emOxEw-t500x500.jpg,New Normalcy (Planet Earth to Higher Grounds),L-164,2024-12-20 02:30,"BANJOsutra,BLOWsutra : APES (gone wrong),BURLESQUEsutra,DUBsutra,FOLKsutra,JAZZsutra,KNOWsutra where questions matter,ROCKsutra",checked
Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,https://soundcloud.com/bananasutra/sets/nietzsches-gift-they-muddy-the-water-to-make-it-look-deep-knowsutra-epx13-vol-5,,4,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",13,2623,26,42:09,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t500x500.png,Nietzsche's Gift (Muddy Waters),L-165,2025-09-04 19:56,"BANJOsutra,BLOWsutra : EGO (gone loco),BURLESQUEsutra,DUBsutra,INDIEsutra,JAZZsutra,KNOWsutra where questions matter,LOFIsutra",checked
No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,,1,BLOWsutra,"BLUES,FOLK,INDIE,JAZZ,LOFI","BLUES,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,14446,144,1:15:40,https://i1.sndcdn.com/artworks-ecBWNrgF4umdHgXR-yDUv4A-t500x500.png,"""No Fear, My Dear""",L-166,2025-11-29 07:48,"BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,FOLKsutra,INDIEsutra,JAZZsutra,LOFIsutra",checked
No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,,1,GROWsutra,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,2949,25,48:40,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,"""No, I'm Not Being Political (CIRCA 2025)""",L-168,2025-08-07 22:37,"BLOWsutra : APES (gone wrong),KNOWsutra where questions matter",checked
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,,1,GROWsutra,"DUB,INDIE,MANTRA","DUB,INDIE,MANTRA",4,863,10,12:40,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,Nous Sommes Le Feu,L-170,2025-09-15 08:03,"DUBsutra,FRENCHsutra oui oui · sacrebleu,GROWsutra where we be brave,INDIEsutra,MANTRAsutra,OUI OUI : Pardon (my French)",checked
Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,,1,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,1245,12,26:35,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,"""Oh My, Oh Why (Socrates Song)""",L-171,2025-08-08 01:24,"BURLESQUEsutra,DUBsutra,FOLKsutra,GROWsutra where we be brave,INDIEsutra,KNOWsutra : but(t) WHY,MANTRAsutra",checked
Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),https://soundcloud.com/bananasutra/sets/oh-freedom-bluessutra-public-domain-lyrics,,1,BLOWsutra,BLUES,SOUL,10,1854,24,28:24,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t500x500.png,"""Oh, Freedom""",L-172,2025-01-14 09:27,"BANJOsutra,BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,BOWsutra the last of 7 sutras · it's divine <3,BURLESQUEsutra,DUBsutra,FOLKsutra,GROWsutra where we be brave,JAZZsutra,ROCKsutra",checked
Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,https://soundcloud.com/bananasutra/sets/oh-martine-french-glowbowsutra-side-ab-epx28,,1,BOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",28,11238,101,1:03:00,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,"""Oh, Martine""",L-173,2025-10-22 06:19,"BLUESsutra,BOWsutra : DEATH (is nothing),BOWsutra the last of 7 sutras · it's divine <3,BURLESQUEsutra,DUBsutra,INDIEsutra,JAZZsutra,LOFIsutra,OUI OUI : Pardon (my French),ROCKsutra",checked
Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,,1,BLOWsutra,INDIE,INDIE,5,6754,49,15:26,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t500x500.png,Okie Dokie (No It's Not),L-174,2025-04-25 06:33,"BANJOsutra,BLOWsutra,BLOWsutra : APES (gone wrong),LOFIsutra",checked
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,,1,GROWsutra,"INDIE,LOFI,ROCK","GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",6,1324,15,17:03,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,One Percent Rising,L-175,2026-02-24 20:27,"GROWsutra where we be brave,LOFIsutra,ROCKsutra",checked
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,,1,GROWsutra,"INDIE,JAZZ","FADO,INDIE,JAZZ",6,4837,42,19:10,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,Ordo Amoris in Decay (All I Want Is To Believe),L-178,2025-06-19 10:35,"BLOWsutra : APES (gone wrong),BURLESQUEsutra,DUBsutra,INDIEsutra,LOFIsutra",checked
Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,https://soundcloud.com/bananasutra/sets/oy-we-care-quacksutra-psychedelic-punk-rock-mantra-epx4,,1,BLOWsutra,"BURLESQUE,FOLK,MANTRA,ROCK","BURLESQUE,FOLK,MANTRA,PSYCHEDELIC,PUNK,ROCK",4,1600,9,8:44,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t500x500.png,"""Oy, We Care""",L-180,2025-10-05 06:46,"BLOWsutra : REVOLT (now),BURLESQUEsutra,QUACKsutra where we sing FU,ROCKsutra",checked
Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,https://soundcloud.com/bananasutra/sets/peace-matters-more-the-only-wish-worth-making-growsutra-birthday-wish-song,,1,KNOWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,GIPSY,INDIE,JAZZ",7,8489,78,31:58,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t500x500.png,Peace Matters More,L-182,2025-11-08 04:29,"BURLESQUEsutra,DUBsutra,GROWsutra where we be brave,INDIEsutra,JAZZsutra,KNOWsutra : PEACE (not War)",checked
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,,1,QUACKsutra,"BANJO,BLUES,DUB,LOFI,MANTRA","BANJO,BLUES,COUNTRY,DUB,LOFI,MANTRA,TRIP HOP",14,3225,24,50:51,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,Pedo Nation (Felon Nation Redux),L-184,2025-06-23 03:11,"BANJOsutra,BLUESsutra,DUBsutra,LOFIsutra,MANTRAsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,https://soundcloud.com/bananasutra/sets/peel-me-kindly-showsutra-gone-banana-a-la-gipsy-jazz,,1,GROWsutra,JAZZ,"GIPSY,JAZZ",7,5127,60,30:57,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,Peel Me Kindly,L-185,2025-12-06 09:47,"FLOWsutra : WET (my friend),JAZZsutra,SHOWsutra where bananas play",checked
Poem (I wanted to be · basically) ℘ EPx14 VOL.01,https://soundcloud.com/bananasutra/sets/poem-i-wanted-to-be-basically-epx14-vol01,,1,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,PSYCHEDELIC",14,2388,20,46:15,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t500x500.png,"""Poem (I wanted to be, basically)""",L-188,2025-04-21 18:32,"BANJOsutra,BLUESsutra,FOLKsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,INDIEsutra,JAZZsutra,LOFIsutra",checked
Poetry Matters EP vol.3,https://soundcloud.com/bananasutra/sets/poetry-matters-ep-vol3,,3,GLOWsutra,"FOLK,LOFI,MANTRA","FOLK,LOFI,MANTRA",3,541,8,10:10,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,Poetry Matters,L-189,2025-01-19 05:28,"BOWsutra the last of 7 sutras · it's divine <3,DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,KNOWsutra where questions matter,LOFIsutra,MANTRAsutra",checked
Poetry Matters ☰ BANJOsutra EPx2,https://soundcloud.com/bananasutra/sets/poetry-matters-banjosutra-ep,,2,GLOWsutra,"BANJO,BLUES","BANJO,BLUES",5,767,9,11:40,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,Poetry Matters,L-189,2025-01-10 09:33,"BANJOsutra,DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,GROWsutra where we be brave,JAZZsutra,SINGLEsutra Exclusive SoundCloud (woo)",checked
Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-matters-epx3-vol05-dubsutra,,1,GLOWsutra,DUB,DUB,3,2254,22,12:21,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t500x500.png,Poetry Matters,L-189,2025-05-29 03:53,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds",checked
Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-nah-lie-epx6-vol01-dubsutra,,1,GLOWsutra,DUB,RAGGA,6,3407,39,21:43,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t500x500.png,Poetry Nah Lie,L-190,2025-05-29 04:13,"DUBsutra,GLOWsutra where gratitude feeds",checked
Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-slow-burns-epx5-vol01-dubsutra,,1,GLOWsutra,DUB,DUB,5,4050,37,19:17,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t500x500.png,Poetry Slow Burns,L-191,2025-05-29 03:59,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds",checked
Predators (why war) EP x11 vol.2,https://soundcloud.com/bananasutra/sets/predators-why-war-ep-vol2,,2,KNOWsutra,MANTRA,MANTRA,11,2152,23,38:38,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t500x500.jpg,Predators (Why War),L-194,2025-01-08 00:47,"BURLESQUEsutra,FOLKsutra,INDIEsutra,JAZZsutra,KNOWsutra : PEACE (not War),LOFIsutra,MANTRAsutra",checked
