playlist_name,playlist_url,sutra,genres,track_count,total_plays,total_likes,duration_total,artwork_url,sc_playlist_type,scplaylist_in_app,songbook_id,sc_eps_link
KNOWsutra where questions matter,https://soundcloud.com/bananasutra/sets/sutraknow,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",336,164246,1731,18:59:11,https://i1.sndcdn.com/artworks-NK0wy8xSKMBP4LSI-DlE3WA-t500x500.png,sutra (all),,,"A Letter to My Friend (Never Again) EPx44 ☮ GROWsutra World Peace Mantra,A Man's a Man and A' That (à la bananasutra) EPx3 - VOL. 02 - Revolution Forever,A Man's A Man for A' That - VOL. 01 - Revolution Forever,A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,ABCs of Kindness - KNOWsutra,All I Know • Shades of Fools (It's the Why) • KNOWsutra EPx5 Vol. 02,All the -Isms | BLOWsutra EPx7,BANANA ALLELUIA ♾ EPx5 ♾ KNOWsutra BURLESQUE,Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,But(t) How you Kids Learn Now? EPx9 VOL. 01,Cassandra’s Lullaby • KNOWsutra EPx11 World,Double Standards EPx3 VOL. 1 • BURLESQUEsutra,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Ethical Paradox (Bertrand Undone),Everybody Knows EP x6 : INDIEsutra,Everybody Knows ✔ Vol. 03 - EPx7 ✔ KNOWsutra Gipsy Trip Hop Truth Prayer Dream,Genius EP,Hard Core (Questions that Matter) X5,HashtagWHY (to be ctd...),I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,Kindness - Psychedelic INDIEsutra,Kindness Matters - Human Life Soundtrack EP,Le Système EP MIX X16 | Bluesy French Jazz,Linguistic Weaponry EPx4 (Vol 2) DUBsutra,Linguistic Weaponry EPx7 Burlesque DUBsutra,Men-Oh-Pause 🩸 KNOWsutra EPx14,Muddy Waters EP,New Normalcy (Planet Earth to Higher Grounds) EP x7,Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,Poetry Matters EP vol.3,Pro-life means what · honey?,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,Question Di Kingdom EPx4 VOL.02,Question di Kingdom ✰ Ragga DUBsutra EPx10,Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,Seminal Bollocks EP,Shades of Fools EPx9,So · What Is Racism • EPx9 Vol. 2 • KNOWsutra Gipsy Jazz + LoFi,So · What Is Racism? KNOWsutra Gone Banana EPx17,Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,Tell the Truth EP x4 BLUESsutra,There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,Trauma Begets Trauma - KNOWsutra Peace (not War) Piano Kitten Truth EPx5,Truth Don't Care ✗ EPx2 ✗ KNOWsutra Psychedelic Muse Cabaret,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,When Did Seduction Become so Untrue? EPx16 Vol. 02 ䷶ KNOWsutra Flamenco Techno,Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK"
LOFIsutra,https://soundcloud.com/bananasutra/sets/lofisutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",285,165438,1556,14:39:09,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,genre (all),,G-00-LOFI,"A Letter to My Friend (Never Again) EPx44 ☮ GROWsutra World Peace Mantra,A Man's a Man and A' That (à la bananasutra) EPx3 - VOL. 02 - Revolution Forever,AI Fair Use Manifesto EPx3 VOL.1 : LOFI BURLESQUE BLUES,All the -Isms | BLOWsutra EPx7,Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,Because the Light ☉ EPx4 VOL.01,Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,But(t) How Can You? GROWsutra (Dare to Care) EPx10,Courage · Care · and Coconuts © GROWsutra EPx4,Creepy Con Meme EPX2 • Dicky Ducky DUBsutra,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,DEFY (Vol 2) - 3 Songs EPx6 - BLOWsutra Revolution Ring LoFi Jazz Fusion,DEFY ✰ 3 Songs EPx7 ✰ BLOWsutra Jazzy Folk Lo-Fi BLUES,Do Panic Now ✝ GROWsutra EPx13,Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,Dump Trump EPx4 🪦 BLOWsutra Burlesque ROCK,Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Ethical Paradox (Bertrand Undone),Everybody Knows EP x6 : INDIEsutra,Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,Freee · La Fille • French SHOWsutra Psychedelic EPx10,Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,Grifters • BLOWsutra (Apes Gone Wrong) EPx14,Hammy On Clyde ✪ SHOWsutra EPx8,Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,Hi · My Name Is (Not Celine Dion) - Vol03 EPx11 - SHOWsutra Gipsy Trip Hop World LoFi Edition,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,Jealousy (not for me) ♡ GROWsutra EPx22,Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,Kindness Matters - Human Life Soundtrack EP,Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,Le Système EP MIX X16 | Bluesy French Jazz,Linguistic Weaponry EPx7 Burlesque DUBsutra,MAHA (Make America Humane Again) ☆ VOL.2 EPx6 ☆ BLOWsutra (MAxA Series) Psychedelic Trip Hop,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),Male Fantasies - bananasutra EPx2 Vol. 03,Male Fantasies • CheekySUTRA EPx6 VOL. 02,MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Men-Oh-Pause 🩸 KNOWsutra EPx14,Muddy Waters EP,Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,Ordo Amoris in Decay ♡ GROWsutra EPx6,Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,Poem (I wanted to be · basically) ℘ EPx14 VOL.01,Poetry Matters EP vol.3,Predators (why war) EP x11 vol.2,Question di Kingdom ✰ Ragga DUBsutra EPx10,Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,So · What Is Racism • EPx9 Vol. 2 • KNOWsutra Gipsy Jazz + LoFi,Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,SynthemaSutra ♆ SHOWsutra Banana EPx8,The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,The Echo Song ☭ Russian EPx3 ☭ Gipsy BLOWsutra LoFi Blues (Vladimir Vysotsky Cover),The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,This Is What Dissent Looks Like Now - BLOWsutra (Revolution Ring) Jazz Indie LoFi Dream,Too Hard · My Friend • FLOWsutra (Fly Like Water) Lullabies EPx2,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,We're Tiny Specks · Right • BOWsutra,What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,When We Duende · Encore ★ Arabesk Fado Soul EPx2 VOL.2,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,Why Trust an Old · Mean Religion? EPx9 VOL. 01,Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),Zero Sum (Zero Sean) • GROWsutra (Dare to Care) EPx22"
MANTRAsutra,https://soundcloud.com/bananasutra/sets/mantrasutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",77,20018,191,4:20:23,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t500x500.png,genre (all),,G-00-MANT,"A Man's a Man and A' That (à la bananasutra) EPx3 - VOL. 02 - Revolution Forever,A Man's A Man for A' That - VOL. 01 - Revolution Forever,A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,ABCs of Kindness - KNOWsutra,Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,Because the Light ☉ EPx4 VOL.01,Best Teacher Award · in Love & Death : Indie Bliss EPx3 VOL. 1 : BOWsutra,Cassandra’s Lullaby • KNOWsutra EPx11 World,Creo (La Poesia) ☘ EPx10 VOL.01 ☘ Bananasutra En Español,Daddy's a Creep ⚞  P3d0 T-Shirts ON SALE ⚟ BLOWsutra EPx4,Darling EP,Do Panic Now ✝ GROWsutra EPx13,Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,EGO's Masquerade • EPx4 • BLOWsutra Tzigane Trip Hop Lo-Fi INDIE,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Everybody Knows EP x6 : INDIEsutra,FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,HashtagWHY (to be ctd...),Hereby · I Cry ☠ BLOWsutra EPx5,Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,If We Had But(t) The Truth ☲ Easterican Profanities EPx5 ☲ QUACKsutra,Jolly Poo - EPx15 VOL. 01 - Banjo Blues BLOWsutra,Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Just Be EP X7 | Vocal Honey Audio Ideals,Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,L'Accordéon de l'Ignorance EP X9,Linguistic Weaponry EPx4 (Vol 2) DUBsutra,Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,Poetry Matters EP vol.3,Predators (why war) EP x11 vol.2,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,Trump Derangement Syndrome ™ EPx7,Tune in the Tender ☲ #GROWsutra EPx9,Up a San Francisco Hill • Bananasutra Heart Beats,What It's About - Blues Dub Murica Mantra EPx7,Where Hope Expires ℧ EPx8 VOL.02,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Why Trust an Old · Mean Religion? EPx9 VOL. 01"
OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",29,31639,318,1:40:08,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t500x500.png,sutra,checked,G-lang-FR,"Crimina/els EP,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Freee · La Fille • French SHOWsutra Psychedelic EPx10,Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),L'Accordéon de l'Ignorance EP X9,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,Le Système EP MIX X16 | Bluesy French Jazz,Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul"
Playlist Sidération Gone Bananas x29,https://soundcloud.com/bananasutra/sets/playlist-sideration-gone-bananas,BLOWsutra,"BLUES,JAZZ,LOFI",29,9880,76,1:28:13,https://i1.sndcdn.com/artworks-58HtMVlI0dnLHSez-V8vJyA-t500x500.png,collection,,G-02-SIDE,"Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4"
QUACKsutra : DUCK (shady),https://soundcloud.com/bananasutra/sets/quacksutra-duck-shady,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",26,7986,96,1:23:23,https://i1.sndcdn.com/artworks-301rwrEjz0M0tuZV-1dVJMg-t500x500.png,sutra,checked,G-02-DUC,"Creepy Con Meme EPX2 • Dicky Ducky DUBsutra,Dump Trump EPx4 🪦 BLOWsutra Burlesque ROCK,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,It's War · My Friend ☳ QUACKsutra EPx15,Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,Stymied Felon goes Stymy Stymy Yuck Encore - Freee Bonus EPx2 VOL.02,Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,Trump Derangement Syndrome ™ EPx7,Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy)"
QUACKsutra : FOTUS Circus,https://soundcloud.com/bananasutra/sets/quacksutra-fotus-circus,QUACKsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK",15,7593,68,45:21,https://i1.sndcdn.com/artworks-PbQdusXHHfL2vzQG-PVycmg-t500x500.png,sutra,checked,G-02-CIRC,"Carnival FOTUS (ctd) EP X3,Daddy's a Creep ⚞  P3d0 T-Shirts ON SALE ⚟ BLOWsutra EPx4,FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,Idiocracy Now ✪ QUACKsutra EPx10,It's War · My Friend ☳ QUACKsutra EPx15"
QUACKsutra where we sing FU,https://soundcloud.com/bananasutra/sets/ducksutra-where-we-sing-fu,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",282,96469,883,15:22:45,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,sutra (all),,,"Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,Carnival FOTUS (ctd) EP X3,Creepy Con Meme EPX2 • Dicky Ducky DUBsutra,Daddy's a Creep ⚞  P3d0 T-Shirts ON SALE ⚟ BLOWsutra EPx4,Dump Trump EPx4 🪦 BLOWsutra Burlesque ROCK,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,Hard Core (Questions that Matter) X5,Hereby · I Cry ☠ BLOWsutra EPx5,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,Idiocracy Now ✪ QUACKsutra EPx10,If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,If We Had But(t) The Truth ☲ Easterican Profanities EPx5 ☲ QUACKsutra,It's War · My Friend ☳ QUACKsutra EPx15,MAKA MAKA EPx7 ⭐︎ MAxA Series · Vol. 4,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,MASA (Make America Safe Again) ✮ EPX12 ✮ QUACKsutra Psychedelic BANJO,MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,Pro-life means what · honey?,Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,Serial BLOWerrr ✰ RAGGA DUBsutra,Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,Stymied Felon goes Stymy Stymy Yuck Encore - Freee Bonus EPx2 VOL.02,Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,Thank you · Mister Paine - American Accountability Revolution Blues EPx3,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,Trump Derangement Syndrome ™ EPx7,Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,What It's About - Blues Dub Murica Mantra EPx7,What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy)"
Questions for the (kind) POPE in the Sky,https://soundcloud.com/bananasutra/sets/questions-for-the-pope-in-the-sky,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",98,34161,301,5:01:39,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,collection,,,"Atheist Tango EP x9 VOL. 1 ☰ Waldo's Burlesque Tales of Truth,Ethical Paradox (Bertrand Undone),Hard Core (Questions that Matter) X5,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),Pro-life means what · honey?,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,Question Di Kingdom EPx4 VOL.02,Question di Kingdom ✰ Ragga DUBsutra EPx10,Seminal Bollocks EP,The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,Untamed EP X3,Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,Why Trust an Old · Mean Religion? EPx9 VOL. 01"
ROCKsutra,https://soundcloud.com/bananasutra/sets/rocksutra,,"BURLESQUE,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",91,26969,230,4:48:01,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,genre (all),,G-00-ROCK,"Blessed Be the Dogs ☰ SHOWsutra EPx9 ☰ Post-Punk Burlesque ROCK,Dump Trump EPx4 🪦 BLOWsutra Burlesque ROCK,Everybody Knows EP x6 : INDIEsutra,Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,Hope is So Do-Do-Dope 🎪🦤 SHOWsutra Surreal Soul Circus EPx9,I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,I Did the Math · and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11,Idiocracy Now ✪ QUACKsutra EPx10,Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,It's War · My Friend ☳ QUACKsutra EPx15,Just Be EP X7 | Vocal Honey Audio Ideals,Le Système EP MIX X16 | Bluesy French Jazz,Men-Oh-Pause 🩸 KNOWsutra EPx14,My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,New Normalcy (Planet Earth to Higher Grounds) EP x7,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,Seminal Bollocks EP,Shades of Fools EPx9,Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,Some Truths (Are Harder to Swallow) EPx7,Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,SynthemaSutra ♆ SHOWsutra Banana EPx8,Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,Trust No One EP x3 VOL.1 ☆ BLOWsutra Alternative Indie ROCK,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,Where We Begin (Preakly Peaches) EPx4,Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK"
SHOWsutra : B.J. (is for Banana Jesters),https://soundcloud.com/bananasutra/sets/showsutra-b-j-is-for-banana,SHOWsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",8,2344,27,25:38,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t500x500.png,sutra,checked,G-03-BJ,"BANANA ALLELUIA ♾ EPx5 ♾ KNOWsutra BURLESQUE,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,SynthemaSutra ♆ SHOWsutra Banana EPx8,Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB"
SHOWsutra : FANANA Club,https://soundcloud.com/bananasutra/sets/showsutra-fanana-club,SHOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,JAZZ,LOFI",20,9098,116,1:07:12,https://i1.sndcdn.com/artworks-09nrbUudNilo3UyQ-Qz1LzA-t500x500.png,sutra,checked,G-03-FANA,"Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,Dressed in (nothing butt) Wonder ★ Exxxplore and Play (EP) x16 Bananas,Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,Hi · My Name Is (Not Celine Dion) - Vol03 EPx11 - SHOWsutra Gipsy Trip Hop World LoFi Edition,Linguistic Weaponry EPx7 Burlesque DUBsutra,some songs are more fun than others EP x8 ∞"
